Utbildningsområde,Utbildningsnamn,Län,Kommun,Antal kommuner,Flera kommuner,YH-poäng,Utbildningsanordnare,Ansökningsomgång,Diarienummer
Teknik och tillverkning,Elkonstruktör,Kronoberg,Växjö,1,False,420,TUC Sweden AB - Yrkeshögskola,2024,MYH 2024/3717
Teknik och tillverkning,Elkonstruktör specialisering industri,Västra Götaland,Mölndal,1,False,400,Yrkeshögskola Campus Mölndal,2024,MYH 2024/3897
Teknik och tillverkning,Elkraftsingenjör,Flera kommuner,Flera kommuner,2,True,410,John Ericsson Institutet,2024,MYH 2024/4082
Teknik och tillverkning,Elkraftsingenjör,Halland,Halmstad,1,False,400,Yrkeshögskolan Halmstad,2024,MYH 2024/3814
Teknik och tillverkning,Elkraftsingenjör,Norrbotten,Luleå,1,False,400,Lernia Utbildning AB,2024,MYH 2024/3555
Teknik och tillverkning,Elkrafttekniker för högspänningsanläggningar,Flera kommuner,Flera kommuner,2,True,210,Amsac Kompetenspartner YH AB,2024,MYH 2024/3807
Teknik och tillverkning,Elteknikingenjör,Skåne,Malmö,1,False,420,John Ericsson Institutet,2024,MYH 2024/4099
Teknik och tillverkning,Energiingenjör,Stockholm,Stockholm,1,False,400,Företagsekonomiska Institutet 1888 AB,2024,MYH 2024/3614
Teknik och tillverkning,"Event-, Scen- och Digital Produktionsteknik",Västra Götaland,Göteborg,1,False,400,Dans i Göteborg AB,2024,MYH 2024/3803
Teknik och tillverkning,Flygtekniker flygplan/helikopter,Blekinge,Ronneby,1,False,420,Ronneby Flygteknikutbildning,2024,MYH 2024/3905
Teknik och tillverkning,Geotekniker,Flera kommuner,Flera kommuner,5,True,400,John Ericsson Institutet,2024,MYH 2024/4160
Teknik och tillverkning,Hiss- och rulltrappstekniker,Stockholm,Botkyrka,1,False,225,Xenter Yrkeshögskola,2024,MYH 2024/3969
Teknik och tillverkning,Hydraultekniker,Västernorrland,Örnsköldsvik,1,False,150,"ITH, Institutet För Tillämpad Hydraulik",2024,MYH 2024/3707
Teknik och tillverkning,Ingenjör smarta elnät,Flera kommuner,Flera kommuner,2,True,400,Folkuniversitetet - Kursverksamheten vid Lunds Universitet,2024,MYH 2024/4007
Teknik och tillverkning,Internationell vindkraftstekniker,Flera kommuner,Flera kommuner,2,True,300,Lernia Utbildning AB,2024,MYH 2024/3582
Teknik och tillverkning,Järnvägstekniker / kvalificerad bantekniker,Skåne,Ängelholm,1,False,200,Trafikverket Trafikverksskolan,2024,MYH 2024/3516
Teknik och tillverkning,Kyl- och värmepumpstekniker,Västra Götaland,Göteborg,1,False,400,Lernia Utbildning AB,2024,MYH 2024/3581
Teknik och tillverkning,Laborant,Flera kommuner,Flera kommuner,2,True,400,YH Akademin AB,2024,MYH 2024/3981
Teknik och tillverkning,Laddinfrastrukturingenjör,Flera kommuner,Flera kommuner,2,True,410,John Ericsson Institutet,2024,MYH 2024/4180
Teknik och tillverkning,Läke- och livsmedelstekniker,Skåne,Lund,1,False,400,Folkuniversitetet - Kursverksamheten vid Lunds Universitet,2024,MYH 2024/4049
Teknik och tillverkning,Mejeritekniker,Västra Götaland,Götene,1,False,300,Lernia Utbildning AB,2024,MYH 2024/3578
Teknik och tillverkning,Mobilitetstekniker – Hållbara drivmedel,Västra Götaland,Göteborg,1,False,295,YH Akademin AB,2024,MYH 2024/3520
Teknik och tillverkning,Modist,Västra Götaland,Göteborg,1,False,400,Stiftelsen Tillskärarakademin i Göteborg,2024,MYH 2024/3827
Teknik och tillverkning,Processtekniker - smart industri,Flera kommuner,Flera kommuner,2,True,400,XeDrix AB,2024,MYH 2024/3907
Teknik och tillverkning,Processtekniker biogas,Flera kommuner,Flera kommuner,2,True,400,Plushögskolan AB - Teknikhögskolan,2024,MYH 2024/3652
Teknik och tillverkning,Processtekniker inom hållbar livsmedelsproduktion,Östergötland,Linköping,1,False,300,TUC Sweden AB - Yrkeshögskola,2024,MYH 2024/3445
Teknik och tillverkning,Produktions- och driftingenjör,Norrbotten,Piteå,1,False,500,Creando AB,2024,MYH 2024/3347
Teknik och tillverkning,Produktionsansvarig inom Livsmedelsutveckling,Flera kommuner,Flera kommuner,3,True,210,YH Akademin AB,2024,MYH 2024/3023
Teknik och tillverkning,Produktionsledare och planerare för cirkulär produktion,Flera kommuner,Flera kommuner,2,True,210,Amsac Kompetenspartner YH AB,2024,MYH 2024/4031
Teknik och tillverkning,Produktionstekniker,Flera kommuner,Flera kommuner,4,True,400,Köpings kommun,2024,MYH 2024/3469
Teknik och tillverkning,Produktionstekniker,Stockholm,Nynäshamn,1,False,400,Campus Nynäshamn,2024,MYH 2024/3933
Teknik och tillverkning,Produktionstekniker,Östergötland,Linköping,1,False,410,TUC Sweden AB - Yrkeshögskola,2024,MYH 2024/3446
Teknik och tillverkning,Produktionstekniker - CNC/3D,Gävleborg,Sandviken,1,False,400,"Sandvikens kommun, Yrkeshögskolan",2024,MYH 2024/3817
Teknik och tillverkning,Produktionstekniker och -utvecklare med inriktning hållbar produktion,Stockholm,Södertälje,1,False,400,"Södertälje kommun, Campus Telge",2024,MYH 2024/4168
Teknik och tillverkning,Produktionsutveckling,Västra Götaland,Göteborg,1,False,400,Göteborgs Tekniska College AB,2024,MYH 2024/4089
Teknik och tillverkning,Projektledare - Förnybara energisystem,Flera kommuner,Flera kommuner,3,True,420,IHM Business School AB Stockholm,2024,MYH 2024/3374
Teknik och tillverkning,Robot- och CNC-tekniker,Dalarna,Mora,1,False,200,Mora kommun,2024,MYH 2024/3965
Teknik och tillverkning,Robottekniker,Västra Götaland,Göteborg,1,False,400,Kunskapsgruppen Yrkeshögskola Sverige AB,2024,MYH 2024/3572
Teknik och tillverkning,Servicetekniker - industri & automation,Kronoberg,Ljungby,1,False,400,IRC Ljungby AB,2024,MYH 2024/3248
Teknik och tillverkning,"Skräddare - herr, dam och klänning",Västra Götaland,Göteborg,1,False,600,Stiftelsen Tillskärarakademin i Göteborg,2024,MYH 2024/3735
Teknik och tillverkning,Småskalig affärsmässig livsmedelsproduktion med fokus på hållbarhet,Kalmar,Västervik,1,False,200,Hushållningssällskapet Kalmar Kronoberg Blekinge - Gamlebygymnasiet,2024,MYH 2024/3382
Teknik och tillverkning,Ställverksspecialist,Jönköping,Habo,1,False,300,Yrkesutbildaren Habo AB,2024,MYH 2024/3440
Teknik och tillverkning,Systemingenjör industri 4.0,Kalmar,Kalmar,1,False,400,Lernia Utbildning AB,2024,MYH 2024/3603
Teknik och tillverkning,"Tekniker inom krossning, betong och asfalt",Flera kommuner,Flera kommuner,3,True,325,Folkuniversitetet - Kursverksamheten vid Lunds Universitet,2024,MYH 2024/3651
Teknik och tillverkning,Trätekniker,Värmland,Hammarö,1,False,400,Träteknikerutbildning i Hammarö AB,2024,MYH 2024/3495
Teknik och tillverkning,Underhållsingenjör,Västmanland,Arboga,1,False,400,"Arboga kommun, Vuxenutbildningen",2024,MYH 2024/4078
Teknik och tillverkning,Underhållsingenjör – Smart Maintenance,Flera kommuner,Flera kommuner,2,True,400,Hermods AB Umeå,2024,MYH 2024/2961
Teknik och tillverkning,Underhållstekniker,Stockholm,Södertälje,1,False,420,"Södertälje kommun, Campus Telge",2024,MYH 2024/4170
Teknik och tillverkning,Ventilationstekniker,Skåne,Malmö,1,False,400,Hermods AB Malmö,2024,MYH 2024/2957
Teknik och tillverkning,Vindkraftstekniker,Jönköping,Nässjö,1,False,300,"Nässjö kommun, Nässjöakademin",2024,MYH 2024/4086
Teknik och tillverkning,Vätgasingenjör,Stockholm,Stockholm,1,False,400,Hermods AB Stockholm,2024,MYH 2024/3039
Transporttjänster,Internationell miljöinriktad speditör,Västra Götaland,Göteborg,1,False,400,"Göteborgs Stad, Yrgo",2024,MYH 2024/3697
Transporttjänster,Logistiker/speditör med hållbarhetsprofil,Stockholm,Stockholm,1,False,400,Stockholms Internationella Handelsskola AB,2024,MYH 2024/3393
Transporttjänster,Lokförare,Norrbotten,Boden,1,False,220,TCC Sverige AB,2024,MYH 2024/4147
Transporttjänster,Lokförare,Stockholm,Solna,1,False,220,TCC Sverige AB,2024,MYH 2024/4153
Transporttjänster,Lokförare,Västra Götaland,Göteborg,1,False,220,TCC Sverige AB,2024,MYH 2024/4150
Transporttjänster,Lokförare Malmö,Skåne,Malmö,1,False,220,ProTrain Utbildning AB,2024,MYH 2024/3991
Transporttjänster,Lokförare Stockholm,Stockholm,Solna,1,False,220,ProTrain Utbildning AB,2024,MYH 2024/3996
Övrigt,Hantverkslärling - smala och traditionella hantverksyrken,Dalarna,Leksand,1,False,500,Stiftelsen Hantverk & Utbildning,2024,MYH 2024/3586
Övrigt,Lärlingsutbildning inom traditionellt hantverk,Stockholm,Stockholm,1,False,400,Hantverksakademin i Sverige AB,2024,MYH 2024/3026
