Utbildningsområde,Utbildningsnamn,Län,Kommun,Antal kommuner,Flera kommuner,YH-poäng,Studieform,Studietakt %,Utbildningsanordnare,Huvudmannatyp,Sökta utbildningsomgångar,Beviljade utbildningsomgångar,Sökta platser totalt,Beviljade platser totalt,Sökta platser per utbildningsomgång,Ansökningsomgång,Diarienummer,Beslut
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska kognitiv sjukdom (demens),Västra Götaland,Skövde,1,False,200,Distans,50,"Skövde kommun, Skövde Yrkeshögskola",Kommun,5,0,175,0,35,2022,MYH 2022/5126,False
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska med inriktning psykiatri,Stockholm,Nynäshamn,1,False,210,Distans,50,Campus Nynäshamn,Kommun,3,0,105,0,35,2022,MYH 2022/4928,False
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska med Neuropsykiatrikompetens,Uppsala,Uppsala,1,False,225,Distans,100,YrkesAkademin YH AB,Privat,5,3,175,105,35,2022,MYH 2022/4561,True
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska multisjuka äldre,Gotland,Gotland,2,True,200,Distans,50,KompetensUtvecklingsInstitutet Sverige AB,Privat,5,3,50,30,10,2022,MYH 2022/4319,True
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska multisjuka äldre,Södermanland,Eskilstuna,2,True,200,Distans,50,KompetensUtvecklingsInstitutet Sverige AB,Privat,5,3,100,60,20,2022,MYH 2022/4319,True
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska multisjuka äldre,Uppsala,Uppsala,2,True,200,Distans,50,KompetensUtvecklingsInstitutet Sverige AB,Privat,5,3,100,60,20,2022,MYH 2022/4461,True
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska multisjuka äldre,Västerbotten,Umeå,2,True,200,Distans,50,KompetensUtvecklingsInstitutet Sverige AB,Privat,5,3,50,30,10,2022,MYH 2022/4461,True
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska Multisjuka äldre,Norrbotten,Piteå,1,False,200,Distans,50,MedLearn AB,Privat,2,2,70,70,35,2022,MYH 2022/5196,True
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska Multisjuka Äldre,Östergötland,Linköping,1,False,200,Distans,50,KompetensUtvecklingsInstitutet Sverige AB,Privat,5,0,125,0,25,2022,MYH 2022/4295,False
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska multisjuka äldre,Dalarna,Borlänge,2,True,200,Distans,50,KompetensUtvecklingsInstitutet Sverige AB,Privat,5,0,75,0,15,2022,MYH 2022/4480,False
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska multisjuka äldre,Örebro,Örebro,2,True,200,Distans,50,KompetensUtvecklingsInstitutet Sverige AB,Privat,5,0,75,0,15,2022,MYH 2022/4480,False
Hälso- och sjukvård samt socialt arbete,"Specialistundersköterska operation, anestesi och intensivvård",Stockholm,Stockholm,1,False,200,Distans,50,MedLearn AB,Privat,3,3,105,105,35,2022,MYH 2022/4874,True
Hälso- och sjukvård samt socialt arbete,"Specialistundersköterska Operation, anestesi och intensivvård",Kronoberg,Växjö,1,False,200,Distans,100,"Region Kronoberg, YH Region Kronoberg",Region,3,3,60,60,20,2022,MYH 2022/5065,True
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska palliativ vård,Norrbotten,Piteå,1,False,200,Distans,50,MedLearn AB,Privat,2,0,64,0,32,2022,MYH 2022/5072,False
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska Psykiatri,Västra Götaland,Göteborg,1,False,200,Distans,75,KompetensUtvecklingsInstitutet Sverige AB,Privat,5,0,125,0,25,2022,MYH 2022/4579,False
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska Psykiatri,Stockholm,Stockholm,1,False,200,Distans,75,KompetensUtvecklingsInstitutet Sverige AB,Privat,5,0,175,0,35,2022,MYH 2022/4652,False
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska Psykiatri,Uppsala,Uppsala,2,True,200,Distans,75,KompetensUtvecklingsInstitutet Sverige AB,Privat,5,0,75,0,15,2022,MYH 2022/4656,False
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska Psykiatri,Västmanland,Västerås,2,True,200,Distans,75,KompetensUtvecklingsInstitutet Sverige AB,Privat,5,0,100,0,20,2022,MYH 2022/4656,False
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska psykiatri,Jönköping,Jönköping,6,True,210,Distans,50,JENSEN Education School AB,Privat,3,0,15,0,5,2022,MYH 2022/5047,False
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska psykiatri,Skåne,Helsingborg,6,True,210,Distans,50,JENSEN Education School AB,Privat,3,0,15,0,5,2022,MYH 2022/5047,False
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska psykiatri,Stockholm,Stockholm,6,True,210,Distans,50,JENSEN Education School AB,Privat,3,0,30,0,10,2022,MYH 2022/5047,False
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska psykiatri,Uppsala,Uppsala,6,True,210,Distans,50,JENSEN Education School AB,Privat,3,0,15,0,5,2022,MYH 2022/5047,False
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska psykiatri,Västernorrland,Sundsvall,6,True,210,Distans,50,JENSEN Education School AB,Privat,3,0,15,0,5,2022,MYH 2022/5047,False
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska psykiatri,Östergötland,Linköping,6,True,210,Distans,50,JENSEN Education School AB,Privat,3,0,15,0,5,2022,MYH 2022/5047,False
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska psykiatri inom LSS,Skåne,Malmö,1,False,200,Distans,100,Lernia Utbildning AB,Privat,3,0,60,0,20,2022,MYH 2022/5128,False
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska psykiatri inom LSS,Gotland,Gotland,2,True,200,Distans,100,Lernia Utbildning AB,Privat,4,0,40,0,10,2022,MYH 2022/5355,False
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska psykiatri inom LSS,Stockholm,Stockholm,2,True,200,Distans,100,Lernia Utbildning AB,Privat,4,0,100,0,25,2022,MYH 2022/5355,False
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska psykiatrisk verksamhet,Västra Götaland,Göteborg,1,False,210,Distans,100,Hermods AB Göteborg,Privat,4,0,140,0,35,2022,MYH 2022/4164,False
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska psykiatrisk verksamhet,Stockholm,Solna,1,False,210,Distans,100,Hermods AB Stockholm,Privat,4,0,140,0,35,2022,MYH 2022/4328,False
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska psykiatrisk verksamhet,Blekinge,Karlskrona,1,False,210,Distans,100,Hermods AB Karlskrona,Privat,4,0,140,0,35,2022,MYH 2022/4499,False
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska äldreomsorg,Västernorrland,Sundsvall,1,False,200,Distans,100,Lernia Utbildning AB,Privat,5,0,175,0,35,2022,MYH 2022/4704,False
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska äldreomsorg,Dalarna,Falun,2,True,200,Distans,100,Lernia Utbildning AB,Privat,4,0,68,0,17,2022,MYH 2022/4801,False
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska äldreomsorg,Gävleborg,Gävle,2,True,200,Distans,100,Lernia Utbildning AB,Privat,4,0,72,0,18,2022,MYH 2022/4801,False
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska äldreomsorg,Stockholm,Stockholm,1,False,200,Distans,100,Lernia Utbildning AB,Privat,3,0,60,0,20,2022,MYH 2022/5287,False
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska äldreomsorg,Gotland,Gotland,2,True,200,Distans,100,Lernia Utbildning AB,Privat,3,0,60,0,20,2022,MYH 2022/5292,False
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska äldreomsorg,Kalmar,Kalmar,2,True,200,Distans,100,Lernia Utbildning AB,Privat,3,0,45,0,15,2022,MYH 2022/5292,False
Hälso- och sjukvård samt socialt arbete,"Specialistundersköterska, demensvård",Stockholm,Nynäshamn,1,False,210,Distans,50,Campus Nynäshamn,Kommun,3,0,75,0,25,2022,MYH 2022/4927,False
Hälso- och sjukvård samt socialt arbete,"Specialistundersköterska, hälsa samt re- och habilitering.",Västernorrland,Härnösand,1,False,210,Distans,50,"Härnösands kommun, Yrkeshögskolan",Kommun,3,0,60,0,20,2022,MYH 2022/4920,False
Hälso- och sjukvård samt socialt arbete,Specialistutbildad undersköterska - Demensvård,Jönköping,Jönköping,2,True,210,Distans,50,TUC Sweden AB - Yrkeshögskola,Privat,5,3,50,30,10,2022,MYH 2022/4536,True
Hälso- och sjukvård samt socialt arbete,Specialistutbildad undersköterska - Demensvård,Jönköping,Tranås,2,True,210,Distans,50,TUC Sweden AB - Yrkeshögskola,Privat,5,3,125,75,25,2022,MYH 2022/4536,True
Hälso- och sjukvård samt socialt arbete,Specialistutbildad undersköterska - multisjuklighet/palliativ vård,Västra Götaland,Vänersborg,1,False,200,Distans,50,"Kunskapsförbundet Väst, Vuxenutbildningen",Kommun,5,2,175,70,35,2022,MYH 2022/4713,True
Hälso- och sjukvård samt socialt arbete,Specialistutbildad undersköterska - Psykiatri,Stockholm,Stockholm,2,True,210,Distans,50,TUC Sweden AB - Yrkeshögskola,Privat,3,3,75,75,25,2022,MYH 2022/5373,True
Hälso- och sjukvård samt socialt arbete,Specialistutbildad undersköterska - Psykiatri,Södermanland,Katrineholm,2,True,210,Distans,50,TUC Sweden AB - Yrkeshögskola,Privat,3,3,30,30,10,2022,MYH 2022/5373,True
Hälso- och sjukvård samt socialt arbete,Specialistutbildad undersköterska - äldre,Västra Götaland,Vänersborg,1,False,200,Distans,50,"Kunskapsförbundet Väst, Vuxenutbildningen",Kommun,5,0,120,0,24,2022,MYH 2022/4711,False
Hälso- och sjukvård samt socialt arbete,Specialistutbildad undersköterska inom demens,Skåne,Lund,1,False,200,Distans,50,Consensum YH L,Privat,5,3,150,90,30,2022,MYH 2022/4221,True
Hälso- och sjukvård samt socialt arbete,Specialistutbildad undersköterska inom palliativ vård,Stockholm,Stockholm,1,False,200,Distans,50,Consensum YH S,Privat,5,3,175,105,35,2022,MYH 2022/4517,True
Hälso- och sjukvård samt socialt arbete,Specialistutbildad undersköterska inom psykisk ohälsa,Stockholm,Stockholm,1,False,200,Distans,50,Consensum YH S,Privat,4,3,120,90,30,2022,MYH 2022/4647,True
Hälso- och sjukvård samt socialt arbete,Specialistutbildad undersköterska palliativ vård,Skåne,Malmö,1,False,200,Distans,100,Lernia Utbildning AB,Privat,4,0,80,0,20,2022,MYH 2022/5362,False
Hälso- och sjukvård samt socialt arbete,"Specialistutbildad undersköterska, inriktning fördjupad medicinsk kompetens",Skåne,Eslöv,1,False,220,Distans,75,"Eslövs kommun, Yrkeshögskolan i Eslöv",Kommun,3,0,90,0,30,2022,MYH 2022/4733,False
Hälso- och sjukvård samt socialt arbete,Stress- och Hälsopedagog med VR-kompetens,Skåne,Lund,4,True,310,Distans,75,Plushögskolan AB - Vårdyrkeshögskolan,Privat,4,0,40,0,10,2022,MYH 2022/5149,False
Hälso- och sjukvård samt socialt arbete,Stress- och Hälsopedagog med VR-kompetens,Värmland,Karlstad,4,True,310,Distans,75,Plushögskolan AB - Vårdyrkeshögskolan,Privat,4,0,20,0,5,2022,MYH 2022/5149,False
Hälso- och sjukvård samt socialt arbete,Stress- och Hälsopedagog med VR-kompetens,Västernorrland,Sundsvall,4,True,310,Distans,75,Plushögskolan AB - Vårdyrkeshögskolan,Privat,4,0,40,0,10,2022,MYH 2022/5149,False
Hälso- och sjukvård samt socialt arbete,Stress- och Hälsopedagog med VR-kompetens,Västra Götaland,Göteborg,4,True,310,Distans,75,Plushögskolan AB - Vårdyrkeshögskolan,Privat,4,0,40,0,10,2022,MYH 2022/5149,False
Hälso- och sjukvård samt socialt arbete,Stödpedagog,Stockholm,Stockholm,1,False,200,Distans,50,Consensum YH S,Privat,5,4,175,140,35,2022,MYH 2022/4173,True
Hälso- och sjukvård samt socialt arbete,Stödpedagog,Jönköping,Tranås,1,False,200,Distans,50,TUC Sweden AB - Yrkeshögskola,Privat,5,4,175,140,35,2022,MYH 2022/4208,True
Hälso- och sjukvård samt socialt arbete,Stödpedagog,Halland,Varberg,2,True,200,Distans,50,KompetensUtvecklingsInstitutet Sverige AB,Privat,5,4,75,60,15,2022,MYH 2022/4249,True
Hälso- och sjukvård samt socialt arbete,Stödpedagog,Kronoberg,Växjö,2,True,200,Distans,50,KompetensUtvecklingsInstitutet Sverige AB,Privat,5,4,75,60,15,2022,MYH 2022/4249,True
Hälso- och sjukvård samt socialt arbete,Stödpedagog,Västernorrland,Sollefteå,1,False,200,Distans,100,Sollefteå kommun - Reveljen,Kommun,3,3,78,78,26,2022,MYH 2022/4581,True
Hälso- och sjukvård samt socialt arbete,Stödpedagog,Östergötland,Linköping,1,False,200,Distans,50,KompetensUtvecklingsInstitutet Sverige AB,Privat,5,0,150,0,30,2022,MYH 2022/4248,False
Hälso- och sjukvård samt socialt arbete,Stödpedagog inom funktionshinderområdet,Västra Götaland,Göteborg,1,False,200,Distans,50,Hermods AB Göteborg,Privat,4,3,140,105,35,2022,MYH 2022/4276,True
Hälso- och sjukvård samt socialt arbete,Stödpedagog inom funktionshinderområdet,Skåne,Kristianstad,1,False,200,Distans,50,"Kristianstad kommun, Vuxenutbildningen",Kommun,5,4,150,120,30,2022,MYH 2022/4577,True
Hälso- och sjukvård samt socialt arbete,Stödpedagog inom funktionshinderområdet,Jönköping,Värnamo,2,True,200,Distans,50,Hälsohögskolan i Jönköping AB,Privat,5,4,100,80,20,2022,MYH 2022/4706,True
Hälso- och sjukvård samt socialt arbete,Stödpedagog inom funktionshinderområdet,Kalmar,Oskarshamn,2,True,200,Distans,50,Hälsohögskolan i Jönköping AB,Privat,5,4,75,60,15,2022,MYH 2022/4706,True
Hälso- och sjukvård samt socialt arbete,Stödpedagog inom funktionshinderområdet,Södermanland,Nyköping,1,False,200,Distans,50,Campus Nyköping,Kommun,4,4,140,140,35,2022,MYH 2022/5274,True
Hälso- och sjukvård samt socialt arbete,Stödpedagog inom funktionshinderområdet,Skåne,Simrishamn,1,False,200,Distans,50,Folkuniversitetet - Kursverksamheten vid Lunds Universitet,Privat,4,3,120,90,30,2022,MYH 2022/5396,True
Hälso- och sjukvård samt socialt arbete,Stödpedagog inom funktionshinderområdet,Jämtland,Östersund,1,False,200,Distans,50,Hermods AB Östersund,Privat,4,0,140,0,35,2022,MYH 2022/4013,False
Hälso- och sjukvård samt socialt arbete,Stödpedagog inom funktionshinderområdet,Stockholm,Solna,1,False,200,Distans,50,Academy Omsorg Sweden AB,Privat,3,0,105,0,35,2022,MYH 2022/4226,False
Hälso- och sjukvård samt socialt arbete,Stödpedagog inom funktionshinderområdet,Västra Götaland,Göteborg,1,False,200,Distans,100,Cady training utbildningar AB,Privat,5,0,175,0,35,2022,MYH 2022/4596,False
Hälso- och sjukvård samt socialt arbete,Stödpedagog inom funktionshinderområdet,Stockholm,Stockholm,1,False,200,Distans,100,"Stockholms stad, Frans Schartaus Handelsinstitut",Kommun,4,0,140,0,35,2022,MYH 2022/5011,False
Hälso- och sjukvård samt socialt arbete,Stödpedagog LSS,Västernorrland,Sundsvall,1,False,200,Distans,100,YrkesAkademin YH AB,Privat,5,0,175,0,35,2022,MYH 2022/4650,False
Hälso- och sjukvård samt socialt arbete,Stödpedagogutbildning,Skåne,Burlöv,1,False,200,Distans,100,Folkhögskolan Hvilan,Privat,2,0,50,0,25,2022,MYH 2022/4724,False
Hälso- och sjukvård samt socialt arbete,Tandsköterska,Norrbotten,Luleå,1,False,325,Distans,100,"Luleå kommun, Vuxenutbildningen",Kommun,5,3,150,90,30,2022,MYH 2022/5049,True
Hälso- och sjukvård samt socialt arbete,Tandsköterska,Skåne,Helsingborg,1,False,325,Distans,100,YrkesAkademin YH AB,Privat,5,0,175,0,35,2022,MYH 2022/3850,False
Hälso- och sjukvård samt socialt arbete,Tandsköterska,Västra Götaland,Borås,1,False,325,Bunden,100,"Folktandvården Västra Götalandsregionen, Tandsköterskeutbildningen",Region,3,0,75,0,25,2022,MYH 2022/4512,False
Hälso- och sjukvård samt socialt arbete,Tandsköterska,Gävleborg,Gävle,3,True,325,Distans,100,Plushögskolan AB - Vårdyrkeshögskolan,Privat,5,0,75,0,15,2022,MYH 2022/4557,False
Hälso- och sjukvård samt socialt arbete,Tandsköterska,Stockholm,Stockholm,3,True,325,Distans,100,Plushögskolan AB - Vårdyrkeshögskolan,Privat,5,0,50,0,10,2022,MYH 2022/4557,False
Hälso- och sjukvård samt socialt arbete,Tandsköterska,Västerbotten,Umeå,3,True,325,Distans,100,Plushögskolan AB - Vårdyrkeshögskolan,Privat,5,0,50,0,10,2022,MYH 2022/4557,False
Hälso- och sjukvård samt socialt arbete,Tandsköterska,Västra Götaland,Göteborg,1,False,325,Distans,100,Cady training utbildningar AB,Privat,5,0,175,0,35,2022,MYH 2022/4597,False
Hälso- och sjukvård samt socialt arbete,Tandsköterska,Stockholm,Norrtälje,1,False,325,Distans,100,TUC Sweden AB - Yrkeshögskola,Privat,5,0,175,0,35,2022,MYH 2022/4644,False
Hälso- och sjukvård samt socialt arbete,Tandsköterska,Halland,Halmstad,1,False,325,Distans,100,MedLearn AB,Privat,4,0,140,0,35,2022,MYH 2022/4855,False
Hälso- och sjukvård samt socialt arbete,Tandsköterska,Jönköping,Gislaved,2,True,325,Bunden,100,Folkuniversitetet - Kursverksamheten vid Stockholms universitet,Privat,2,0,30,0,15,2022,MYH 2022/4861,False
Hälso- och sjukvård samt socialt arbete,Tandsköterska,Östergötland,Linköping,2,True,325,Bunden,100,Folkuniversitetet - Kursverksamheten vid Stockholms universitet,Privat,2,0,36,0,18,2022,MYH 2022/4861,False
Hälso- och sjukvård samt socialt arbete,Tandsköterska,Örebro,Örebro,1,False,325,Bunden,100,Folkuniversitetet - Stiftelsen Kursverksamheten vid Uppsala universitetet,Privat,3,0,75,0,25,2022,MYH 2022/5053,False
Hälso- och sjukvård samt socialt arbete,Undersköterska med specialistkunskap inom äldrepsykiatri och demensvård,Södermanland,Eskilstuna,1,False,200,Bunden,50,Kunskapscompaniet Ankaret AB,Privat,4,0,120,0,30,2022,MYH 2022/5103,False
Hälso- och sjukvård samt socialt arbete,Välfärdstekniksamordnare,Stockholm,Solna,1,False,100,Distans,50,Nackademin AB,Privat,5,0,175,0,35,2022,MYH 2022/4471,False
Journalistik och information,Digital Marketing/Growth Manager,Stockholm,Solna,1,False,400,Bunden,100,Nackademin AB,Privat,3,0,105,0,35,2022,MYH 2022/4639,False
Journalistik och information,Public Relation konsult,Stockholm,Stockholm,1,False,400,Distans,100,Grit Academy,Privat,3,0,105,0,35,2022,MYH 2022/4555,False
Journalistik och information,Social Media Manager,Stockholm,Solna,1,False,310,Distans,100,Nackademin AB,Privat,3,3,105,105,35,2022,MYH 2022/4641,True
Journalistik och information,Teknikinformatör,Värmland,Karlstad,3,True,300,Distans,100,Plushögskolan AB - Teknikhögskolan Öst,Privat,5,0,50,0,10,2022,MYH 2022/4740,False
Journalistik och information,Teknikinformatör,Västra Götaland,Göteborg,3,True,300,Distans,100,Plushögskolan AB - Teknikhögskolan Öst,Privat,5,0,25,0,5,2022,MYH 2022/4740,False
Journalistik och information,Teknikinformatör,Östergötland,Linköping,3,True,300,Distans,100,Plushögskolan AB - Teknikhögskolan Öst,Privat,5,0,100,0,20,2022,MYH 2022/4740,False
Journalistik och information,Tjänstedesigner,Västra Götaland,Göteborg,1,False,400,Bunden,100,"Göteborgs Stad, Yrgo",Kommun,3,0,90,0,30,2022,MYH 2022/4852,False
Journalistik och information,Webbkommunikatör Sociala Medier,Skåne,Malmö,1,False,400,Bunden,100,Medieinstitutet i Sverige AB,Privat,3,3,105,105,35,2022,MYH 2022/5445,True
Journalistik och information,Webbkommunikatör Sociala Medier,Stockholm,Stockholm,1,False,400,Bunden,100,Medieinstitutet i Sverige AB,Privat,3,0,105,0,35,2022,MYH 2022/5447,False
Juridik,Dokumentcontroller / registrator,Stockholm,Botkyrka,1,False,200,Distans,75,Xenter Yrkeshögskola ,Kommun,5,0,175,0,35,2022,MYH 2022/5229,False
Juridik,Dokumentcontroller / registrator,Stockholm,Botkyrka,1,False,200,Bunden,100,Xenter Yrkeshögskola ,Kommun,5,0,175,0,35,2022,MYH 2022/5231,False
Juridik,Informationscontroller/kvalificerad registrator,Stockholm,Stockholm,1,False,400,Distans,100,SAG SIPU International AB,Privat,5,0,175,0,35,2022,MYH 2022/4978,False
Juridik,Paralegal,Skåne,Malmö,1,False,400,Bunden,100,NBI,Privat,3,3,105,105,35,2022,MYH 2022/5091,True
Juridik,Paralegal,Skåne,Lund,1,False,400,Distans,100,Hermods AB Lund,Privat,3,0,105,0,35,2022,MYH 2022/4386,False
Juridik,Paralegal,Jämtland,Östersund,3,True,400,Distans,100,Hermods AB Östersund,Privat,3,0,15,0,5,2022,MYH 2022/4603,False
Juridik,Paralegal,Stockholm,Solna,3,True,400,Distans,100,Hermods AB Östersund,Privat,3,0,60,0,20,2022,MYH 2022/4603,False
Juridik,Paralegal,Västerbotten,Umeå,3,True,400,Distans,100,Hermods AB Östersund,Privat,3,0,30,0,10,2022,MYH 2022/4603,False
Juridik,Påbyggnadsutbildning informationscontroller i offentlig verksamhet,Stockholm,Stockholm,1,False,200,Distans,50,SAG SIPU International AB,Privat,5,0,175,0,35,2022,MYH 2022/4973,False
"Kultur, media och design",3D Artist,Västra Götaland,Härryda,1,False,400,Bunden,100,"Härryda kommun, Yrkeshögskolan i Mölnlycke",Kommun,3,0,105,0,35,2022,MYH 2022/5156,False
"Kultur, media och design",Academy X Musikproducent,Västra Götaland,Skara,2,True,400,Bunden,100,Academy of music and business Vara,Privat,2,0,30,0,15,2022,MYH 2022/5051,False
"Kultur, media och design",Academy X Musikproducent,Västra Götaland,Vara,2,True,400,Bunden,100,Academy of music and business Vara,Privat,2,0,30,0,15,2022,MYH 2022/5051,False
"Kultur, media och design",Artivisual Communication Designer,Stockholm,Stockholm,1,False,400,Bunden,100,Folkuniversitetet - Kursverksamheten vid Stockholms universitet,Privat,5,0,100,0,20,2022,MYH 2022/4902,False
"Kultur, media och design",Bildpedagog och content illustratör,Stockholm,Stockholm,1,False,400,Bunden,100,Skeppsholmens Folkhögskola,Privat,1,0,20,0,20,2022,MYH 2022/5250,False
"Kultur, media och design",Content Developer,Stockholm,Stockholm,1,False,325,Bunden,100,Hyper Island Program AB - Stockholm,Privat,5,3,175,105,35,2022,MYH 2022/4763,True
"Kultur, media och design",Content Marketing Specialist,Stockholm,Stockholm,1,False,400,Bunden,100,IHM Business School AB Stockholm,Privat,3,0,105,0,35,2022,MYH 2022/4273,False
"Kultur, media och design",Design och konstglas,Kalmar,Nybro,1,False,200,Bunden,100,Nybro kommun,Kommun,5,0,80,0,16,2022,MYH 2022/4689,False
"Kultur, media och design",Designer-/produktutvecklare med 3D kompetens,Skåne,Malmö,1,False,200,Bunden,100,Malmö Tillskärarakademi AB,Privat,3,3,45,45,15,2022,MYH 2022/4649,True
"Kultur, media och design",Designmodellör,Västra Götaland,Lidköping,1,False,400,Bunden,100,Formakademin i Lidköping AB,Privat,5,3,40,24,8,2022,MYH 2022/4931,True
"Kultur, media och design",Digital Art Director och Copywriter,Västra Götaland,Borås,1,False,400,Bunden,100,Borås Stad - Yrkeshögskolan i Borås,Kommun,5,3,175,105,35,2022,MYH 2022/5475,True
"Kultur, media och design",Digital Content Designer,Stockholm,Stockholm,1,False,400,Bunden,100,Medieinstitutet i Sverige AB,Privat,3,3,96,96,32,2022,MYH 2022/5484,True
"Kultur, media och design",Digital Content Designer,Västra Götaland,Göteborg,1,False,400,Bunden,100,Medieinstitutet i Sverige AB,Privat,3,0,96,0,32,2022,MYH 2022/5483,False
"Kultur, media och design",Digital designer,Stockholm,Solna,1,False,400,Bunden,100,Sälj & Marknadshögskolan i Sverige AB - Stockholm,Privat,3,0,105,0,35,2022,MYH 2022/4450,False
"Kultur, media och design",Digital utbildningsproducent,Stockholm,Stockholm,1,False,215,Distans,100,Kunskap & Kompetens i Sverige AB,Privat,4,0,112,0,28,2022,MYH 2022/5044,False
"Kultur, media och design",Dramatiskt berättande för radio och podd,Kronoberg,Ljungby,1,False,400,Bunden,100,Campus Ljungby AB,Privat,3,0,45,0,15,2022,MYH 2022/5225,False
"Kultur, media och design",Euroarctic Arts Manager / Internationell Kulturproducent,Norrbotten,Boden,1,False,400,Distans,100,Changemaker Educations AB,Privat,3,0,75,0,25,2022,MYH 2022/4949,False
"Kultur, media och design",Filmarbetare i kreativ teamfunktion – mask,Västra Götaland,Trollhättan,1,False,400,Bunden,100,"Kunskapsförbundet Väst, Vuxenutbildningen",Kommun,5,3,20,12,4,2022,MYH 2022/4969,True
"Kultur, media och design",Filmarbetare i kreativ teamfunktion – scenografi och kostym,Västra Götaland,Trollhättan,1,False,400,Bunden,100,"Kunskapsförbundet Väst, Vuxenutbildningen",Kommun,5,3,60,36,12,2022,MYH 2022/4994,True
"Kultur, media och design","Filmarbetare i teknisk teamfunktion – ljud, ljus och kamera",Västra Götaland,Trollhättan,1,False,400,Bunden,100,"Kunskapsförbundet Väst, Vuxenutbildningen",Kommun,5,3,60,36,12,2022,MYH 2022/4997,True
"Kultur, media och design","Forsbergs, Sound Designer – Interactive Media & Music",Stockholm,Stockholm,1,False,550,Bunden,100,Forsbergs Skola,Privat,3,0,60,0,20,2022,MYH 2022/5433,False
"Kultur, media och design","Forsbergs, Spelutvecklare – 3D Animation",Stockholm,Stockholm,1,False,550,Bunden,100,Forsbergs Skola,Privat,3,0,60,0,20,2022,MYH 2022/5430,False
"Kultur, media och design","Forsbergs, Spelutvecklare – Game Art",Stockholm,Stockholm,1,False,550,Bunden,100,Forsbergs Skola,Privat,3,0,105,0,35,2022,MYH 2022/5428,False
"Kultur, media och design",Futuregames Animator and VFX Artist,Norrbotten,Boden,2,True,550,Bunden,100,Changemaker Educations AB,Privat,3,3,30,30,10,2022,MYH 2022/5222,True
"Kultur, media och design",Futuregames Animator and VFX Artist,Stockholm,Stockholm,2,True,550,Bunden,100,Changemaker Educations AB,Privat,3,3,75,75,25,2022,MYH 2022/5222,True
"Kultur, media och design",Futuregames Game Artist,Skåne,Malmö,1,False,550,Bunden,100,Changemaker Educations AB,Privat,3,2,69,46,23,2022,MYH 2022/5122,True
"Kultur, media och design",Futuregames Game Artist,Stockholm,Stockholm,1,False,550,Bunden,100,Changemaker Educations AB,Privat,5,0,175,0,35,2022,MYH 2022/5101,False
"Kultur, media och design",Futuregames Game Designer,Stockholm,Stockholm,1,False,550,Bunden,100,Changemaker Educations AB,Privat,5,3,175,105,35,2022,MYH 2022/5093,True
"Kultur, media och design",Futuregames Game Designer,Skåne,Malmö,1,False,550,Bunden,100,Changemaker Educations AB,Privat,3,0,69,0,23,2022,MYH 2022/5146,False
"Kultur, media och design",Game & UX Designer,Västerbotten,Skellefteå,1,False,400,Bunden,100,Changemaker Educations AB,Privat,3,3,90,90,30,2022,MYH 2022/4936,True
"Kultur, media och design",Game Audio Producent & Sound Designer,Stockholm,Stockholm,1,False,400,Bunden,100,Audio Production Academy AB,Privat,3,3,60,60,20,2022,MYH 2022/4651,True
"Kultur, media och design",Game Creator Artist,Västra Götaland,Göteborg,1,False,430,Bunden,100,"Göteborgs Stad, Yrgo",Kommun,5,3,125,75,25,2022,MYH 2022/5179,True
"Kultur, media och design",Guldsmed,Västra Götaland,Falköping,1,False,600,Bunden,100,"Falköpings kommun, Lärcenter",Kommun,5,4,50,40,10,2022,MYH 2022/4486,True
