Utbildningsområde,Utbildningsnamn,Län,Kommun,Antal kommuner,Flera kommuner,YH-poäng,Studieform,Studietakt %,Utbildningsanordnare,Huvudmannatyp,Sökta utbildningsomgångar,Beviljade utbildningsomgångar,Sökta platser totalt,Beviljade platser totalt,Sökta platser per utbildningsomgång,Ansökningsomgång,Diarienummer,Beslut
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska inom barnsjukvård,Västernorrland,Sundsvall,1,False,210,Distans,100,"Sundsvalls kommun, Vuxenutbildningen",Kommun,5,3,125,75,25,2020,MYH 2020/5202,True
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska inom demens,Halland,Varberg,2,True,200,Bunden,50,Borås Stad - Borås Yrkeshögskola,Kommun,3,0,15,0,5,2020,MYH 2020/5615,False
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska inom demens,Skåne,Simrishamn,1,False,200,Distans,50,Folkuniversitetet - Kursverksamheten vid Lunds Universitet,Privat,2,0,60,0,30,2020,MYH 2020/4611,False
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska inom demens,Västra Götaland,Borås,2,True,200,Bunden,50,Borås Stad - Borås Yrkeshögskola,Kommun,3,0,75,0,25,2020,MYH 2020/5615,False
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska inom kvalificerad sjukvård,Skåne,Båstad,1,False,200,Distans,100,Båstad kommun Akademi Båstad,Kommun,5,3,175,105,35,2020,MYH 2020/5828,True
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska inom Laboratoriemedicin,Stockholm,Stockholm,1,False,200,Distans,100,Lernia Utbildning AB,Privat,3,0,105,0,35,2020,MYH 2020/5238,False
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska inom multisjukdom hos äldre ,Blekinge,Karlskrona,1,False,210,Distans,50,Hermods AB Karlskrona,Privat,4,2,128,64,32,2020,MYH 2020/4566,True
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska inom måltid och näring,Västra Götaland,Falköping,1,False,100,Distans,50,"Falköpings kommun, Lärcenter",Kommun,3,0,75,0,25,2020,MYH 2020/4300,False
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska inom psykiatri,Västerbotten,Skellefteå,1,False,200,Distans,100,Lernia Utbildning AB,Privat,5,3,175,105,35,2020,MYH 2020/5143,True
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska inom psykiatri,Västernorrland,Sundsvall,1,False,200,Distans,100,Lernia Utbildning AB,Privat,2,0,70,0,35,2020,MYH 2020/5147,False
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska inriktning palliativ vård,Blekinge,Karlskrona,1,False,210,Distans,50,Hermods AB Karlskrona,Privat,4,3,120,90,30,2020,MYH 2020/4565,True
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska med inriktning digital hälsa och teknik,Norrbotten,Boden,1,False,200,Distans,50,Changemaker Educations AB,Privat,3,0,75,0,25,2020,MYH 2020/4864,False
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska med Neuropsykiatrikompetens,Uppsala,Uppsala,1,False,225,Distans,100,YrkesAkademin YH AB,Privat,5,2,175,70,35,2020,MYH 2020/5379,True
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska Multisjuka Äldre,Dalarna,Falun,1,False,200,Distans,50,Svensk vård och kompetensutveckling i Stockholm AB,Privat,3,0,90,0,30,2020,MYH 2020/5021,False
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska Multisjuka Äldre,Halland,Halmstad,1,False,200,Distans,50,Svensk vård och kompetensutveckling i Stockholm AB,Privat,3,0,90,0,30,2020,MYH 2020/5025,False
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska Multisjuka Äldre,Kronoberg,Växjö,2,True,200,Distans,50,KompetensUtvecklingsInstitutet Sverige AB,Privat,5,0,75,0,15,2020,MYH 2020/4066,False
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska Multisjuka Äldre,Skåne,Malmö,2,True,200,Distans,50,KompetensUtvecklingsInstitutet Sverige AB,Privat,5,0,75,0,15,2020,MYH 2020/4066,False
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska Multisjuka Äldre,Västmanland,Västerås,1,False,200,Distans,50,Svensk vård och kompetensutveckling i Stockholm AB,Privat,3,0,90,0,30,2020,MYH 2020/5029,False
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska Multisjuka Äldre,Östergötland,Linköping,1,False,200,Distans,50,KompetensUtvecklingsInstitutet Sverige AB,Privat,5,2,150,60,30,2020,MYH 2020/4065,True
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska Multisjuka äldre ,Norrbotten,Piteå,1,False,200,Distans,50,MedLearn AB,Privat,2,2,70,70,35,2020,MYH 2020/4936,True
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska Psykiatri,Södermanland,Eskilstuna,2,True,200,Distans,75,KompetensUtvecklingsInstitutet Sverige AB,Privat,5,3,75,45,15,2020,MYH 2020/5757,True
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska Psykiatri,Östergötland,Linköping,2,True,200,Distans,75,KompetensUtvecklingsInstitutet Sverige AB,Privat,5,3,100,60,20,2020,MYH 2020/5757,True
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska psykiatri och rehab,Skåne,Lund,1,False,250,Distans,50,Plushögskolan AB - Vårdyrkeshögskolan,Privat,5,0,175,0,35,2020,MYH 2020/4447,False
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska psykiatri och rehab,Östergötland,Linköping,1,False,250,Distans,50,Plushögskolan AB - Vårdyrkeshögskolan,Privat,5,0,175,0,35,2020,MYH 2020/4425,False
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska psykiatrisk verksamhet,Gävleborg,Gävle,2,True,220,Distans,100,Hermods AB Östersund,Privat,4,3,60,45,15,2020,MYH 2020/4485,True
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska psykiatrisk verksamhet,Jämtland,Östersund,2,True,220,Distans,100,Hermods AB Östersund,Privat,4,3,80,60,20,2020,MYH 2020/4485,True
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska psykiatrisk verksamhet,Västra Götaland,Göteborg,1,False,220,Distans,100,Hermods AB Göteborg,Privat,4,0,140,0,35,2020,MYH 2020/4506,False
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska Röntgen,Östergötland,Linköping,1,False,200,Distans,50,MedLearn AB,Privat,2,0,70,0,35,2020,MYH 2020/4944,False
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska Äldreomsorg,Västernorrland,Örnsköldsvik,1,False,200,Distans,50,MedLearn AB,Privat,2,0,70,0,35,2020,MYH 2020/4947,False
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska äldreomsorg och välfärdsteknik,Södermanland,Katrineholm,1,False,200,Distans,50,Plushögskolan AB - Vårdyrkeshögskolan,Privat,5,0,175,0,35,2020,MYH 2020/4450,False
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska äldreomsorg och välfärdsteknik ,Västra Götaland,Trollhättan,1,False,200,Distans,50,Plushögskolan AB - Vårdyrkeshögskolan,Privat,5,0,175,0,35,2020,MYH 2020/4468,False
Hälso- och sjukvård samt socialt arbete,"Specialistundersköterska-geriatrik, demens, vård i livets slutskede och hemsjukvård",Stockholm,Stockholm,1,False,200,Distans,100,ABF-S Avdelning i Stockholm,Privat,5,0,175,0,35,2020,MYH 2020/5386,False
Hälso- och sjukvård samt socialt arbete,Specialistutbildad undersköterska akutsjukvård,Stockholm,Norrtälje,2,True,200,Distans,50,"Göteborgs Stad, Yrgo",Kommun,5,3,25,15,5,2020,MYH 2020/5460,True
Hälso- och sjukvård samt socialt arbete,Specialistutbildad undersköterska akutsjukvård,Västra Götaland,Göteborg,2,True,200,Distans,50,"Göteborgs Stad, Yrgo",Kommun,5,3,150,90,30,2020,MYH 2020/5460,True
Hälso- och sjukvård samt socialt arbete,Specialistutbildad undersköterska inom demens,Gävleborg,Hofors,1,False,200,Distans,50,Omsorgsförlaget,Privat,5,0,175,0,35,2020,MYH 2020/5637,False
Hälso- och sjukvård samt socialt arbete,Specialistutbildad undersköterska inom demens,Skåne,Lund,1,False,200,Distans,50,Consensum YH Lund,Privat,4,3,120,90,30,2020,MYH 2020/5507,True
Hälso- och sjukvård samt socialt arbete,Specialistutbildad undersköterska inom demensvård,Dalarna,Falun,1,False,220,Distans,50,Svensk vård och kompetensutveckling i Stockholm AB,Privat,4,0,120,0,30,2020,MYH 2020/5103,False
Hälso- och sjukvård samt socialt arbete,Specialistutbildad undersköterska inom demensvård,Halland,Halmstad,1,False,220,Distans,50,Svensk vård och kompetensutveckling i Stockholm AB,Privat,3,0,84,0,28,2020,MYH 2020/5110,False
Hälso- och sjukvård samt socialt arbete,Specialistutbildad undersköterska inom demensvård,Norrbotten,Luleå,1,False,220,Distans,50,Svensk vård och kompetensutveckling i Stockholm AB,Privat,3,0,84,0,28,2020,MYH 2020/5114,False
Hälso- och sjukvård samt socialt arbete,Specialistutbildad undersköterska inom kirurgi,Stockholm,Sollentuna,1,False,200,Distans,50,Consensum YH Sollentuna,Privat,3,0,90,0,30,2020,MYH 2020/5037,False
Hälso- och sjukvård samt socialt arbete,Specialistutbildad undersköterska inom psykiatri/psykisk ohälsa,Västra Götaland,Vänersborg,1,False,200,Distans,50,"Kunskapsförbundet Väst, Vuxenutbildningen",Kommun,5,0,175,0,35,2020,MYH 2020/5236,False
Hälso- och sjukvård samt socialt arbete,Specialistutbildad undersköterska inom psykisk ohälsa,Stockholm,Sollentuna,1,False,200,Distans,50,Consensum YH Sollentuna,Privat,4,3,120,90,30,2020,MYH 2020/4772,True
Hälso- och sjukvård samt socialt arbete,Specialistutbildad undersköterska inom vård av äldre,Gävleborg,Hofors,1,False,225,Distans,50,Omsorgsförlaget,Privat,5,0,175,0,35,2020,MYH 2020/5638,False
Hälso- och sjukvård samt socialt arbete,Specialistutbildad undersköterska med fördjupad medicinsk kompetens (kvalificerad vård och omsorg om äldre/hemsjukvård),Skåne,Eslöv,1,False,220,Distans,75,"Eslövs kommun, Yrkeshögskolan i Eslöv",Kommun,3,0,75,0,25,2020,MYH 2020/5362,False
Hälso- och sjukvård samt socialt arbete,Specialistutbildad undersköterska med inriktning beroendemedicin,Jönköping,Jönköping,2,True,200,Distans,50,ABF Göteborg Vuxenutbildning AB,Privat,4,0,40,0,10,2020,MYH 2020/5617,False
Hälso- och sjukvård samt socialt arbete,Specialistutbildad undersköterska med inriktning beroendemedicin,Västra Götaland,Göteborg,2,True,200,Distans,50,ABF Göteborg Vuxenutbildning AB,Privat,4,0,100,0,25,2020,MYH 2020/5617,False
Hälso- och sjukvård samt socialt arbete,Specialistutbildad undersköterska med inriktning psykisk ohälsa,Dalarna,Falun,1,False,215,Distans,50,Svensk vård och kompetensutveckling i Stockholm AB,Privat,3,0,90,0,30,2020,MYH 2020/5512,False
Hälso- och sjukvård samt socialt arbete,Specialistutbildad undersköterska med inriktning psykisk ohälsa,Kalmar,Västervik,1,False,215,Distans,50,Svensk vård och kompetensutveckling i Stockholm AB,Privat,3,0,90,0,30,2020,MYH 2020/5734,False
Hälso- och sjukvård samt socialt arbete,Specialistutbildad undersköterska med inriktning psykisk ohälsa,Västmanland,Västerås,1,False,215,Distans,50,Svensk vård och kompetensutveckling i Stockholm AB,Privat,3,0,90,0,30,2020,MYH 2020/5520,False
Hälso- och sjukvård samt socialt arbete,Specialistutbildad undersköterska/stödassistent inom välfärdsteknologi,Västra Götaland,Skövde,1,False,100,Distans,50,"Skövde kommun, Skövde Yrkeshögskola",Kommun,5,2,175,70,35,2020,MYH 2020/5350,True
Hälso- och sjukvård samt socialt arbete,Stödpedagog,Blekinge,Karlskrona,1,False,200,Distans,50,Hermods AB Karlskrona,Privat,4,3,128,96,32,2020,MYH 2020/4563,True
Hälso- och sjukvård samt socialt arbete,Stödpedagog,Skåne,Landskrona,1,False,200,Distans,50,"Landskrona Stad, Yrkeshögskolan Landskrona",Kommun,5,3,150,90,30,2020,MYH 2020/5423,True
Hälso- och sjukvård samt socialt arbete,Stödpedagog,Stockholm,Norrtälje,2,True,200,Distans,50,TUC Sweden AB - Yrkeshögskola,Privat,5,0,75,0,15,2020,MYH 2020/4551,False
Hälso- och sjukvård samt socialt arbete,Stödpedagog,Stockholm,Stockholm,2,True,200,Distans,50,TUC Sweden AB - Yrkeshögskola,Privat,5,0,100,0,20,2020,MYH 2020/4551,False
Hälso- och sjukvård samt socialt arbete,Stödpedagog,Stockholm,Södertälje,1,False,200,Bunden,50,"Södertälje kommun, Campus Telge",Kommun,3,0,90,0,30,2020,MYH 2020/5630,False
Hälso- och sjukvård samt socialt arbete,Stödpedagog,Västerbotten,Skellefteå,1,False,200,Distans,50,Skellefteå kommun Vuxenutbildningen,Kommun,5,3,150,90,30,2020,MYH 2020/3730,True
Hälso- och sjukvård samt socialt arbete,Stödpedagog,Västerbotten,Umeå,1,False,200,Distans,50,Hermods AB Umeå,Privat,4,0,140,0,35,2020,MYH 2020/4418,False
Hälso- och sjukvård samt socialt arbete,Stödpedagog,Västmanland,Arboga,1,False,200,Bunden,100,"Arboga kommun, Vuxenutbildningen",Kommun,5,3,125,75,25,2020,MYH 2020/5059,True
Hälso- och sjukvård samt socialt arbete,Stödpedagog,Västra Götaland,Borås,1,False,200,Bunden,50,Borås Stad - Borås Yrkeshögskola,Kommun,3,3,75,75,25,2020,MYH 2020/5494,True
Hälso- och sjukvård samt socialt arbete,Stödpedagog,Västra Götaland,Göteborg,1,False,200,Bunden,50,Hermods AB Göteborg,Privat,4,0,140,0,35,2020,MYH 2020/4323,False
Hälso- och sjukvård samt socialt arbete,Stödpedagog,Västra Götaland,Skövde,1,False,200,Distans,50,"Skövde kommun, Skövde Yrkeshögskola",Kommun,3,3,105,105,35,2020,MYH 2020/5058,True
Hälso- och sjukvård samt socialt arbete,Stödpedagog ,Dalarna,Falun,2,True,200,Distans,50,KompetensUtvecklingsInstitutet Sverige AB,Privat,5,0,100,0,20,2020,MYH 2020/4703,False
Hälso- och sjukvård samt socialt arbete,Stödpedagog ,Gotland,Gotland,2,True,200,Distans,50,KompetensUtvecklingsInstitutet Sverige AB,Privat,5,3,50,30,10,2020,MYH 2020/4378,True
Hälso- och sjukvård samt socialt arbete,Stödpedagog ,Skåne,Malmö,1,False,200,Distans,50,KompetensUtvecklingsInstitutet Sverige AB,Privat,5,3,175,105,35,2020,MYH 2020/4379,True
Hälso- och sjukvård samt socialt arbete,Stödpedagog ,Stockholm,Sollentuna,1,False,200,Distans,50,Consensum YH Sollentuna,Privat,3,0,90,0,30,2020,MYH 2020/4471,False
Hälso- och sjukvård samt socialt arbete,Stödpedagog ,Stockholm,Stockholm,2,True,200,Distans,50,KompetensUtvecklingsInstitutet Sverige AB,Privat,5,3,125,75,25,2020,MYH 2020/4378,True
Hälso- och sjukvård samt socialt arbete,Stödpedagog ,Stockholm,Södertälje,1,False,200,Distans,100,"Södertälje kommun, Campus Telge",Kommun,3,0,90,0,30,2020,MYH 2020/5631,False
Hälso- och sjukvård samt socialt arbete,Stödpedagog ,Värmland,Karlstad,2,True,200,Distans,50,KompetensUtvecklingsInstitutet Sverige AB,Privat,5,0,75,0,15,2020,MYH 2020/4703,False
Hälso- och sjukvård samt socialt arbete,Stödpedagog inom funktionshinderområdet,Dalarna,Borlänge,1,False,200,Distans,50,Borlänge kommun,Kommun,3,0,90,0,30,2020,MYH 2020/4167,False
Hälso- och sjukvård samt socialt arbete,Stödpedagog inom funktionshinderområdet,Gävleborg,Hofors,1,False,200,Distans,50,Omsorgsförlaget,Privat,5,0,175,0,35,2020,MYH 2020/5295,False
Hälso- och sjukvård samt socialt arbete,Stödpedagog inom funktionshinderområdet,Kalmar,Västervik,1,False,200,Distans,50,Forsman och Nydahl AB (MOA Lärcentrum),Privat,5,0,175,0,35,2020,MYH 2020/4040,False
Hälso- och sjukvård samt socialt arbete,Stödpedagog inom funktionshinderområdet,Skåne,Malmö,1,False,200,Distans,50,Sverigehälsan AB,Privat,5,0,175,0,35,2020,MYH 2020/5693,False
Hälso- och sjukvård samt socialt arbete,Stödpedagog inom funktionshinderområdet,Skåne,Simrishamn,1,False,200,Distans,50,Folkuniversitetet - Kursverksamheten vid Lunds Universitet,Privat,2,2,60,60,30,2020,MYH 2020/4613,True
Hälso- och sjukvård samt socialt arbete,Stödpedagog inom funktionshinderområdet,Stockholm,Järfälla,1,False,200,Distans,50,Funkisgruppen Academy AB,Privat,5,0,175,0,35,2020,MYH 2020/5752,False
Hälso- och sjukvård samt socialt arbete,Stödpedagog inom funktionshinderområdet,Stockholm,Stockholm,1,False,200,Distans,50,Forsman och Nydahl AB (MOA Lärcentrum),Privat,5,0,175,0,35,2020,MYH 2020/4039,False
Hälso- och sjukvård samt socialt arbete,Stödpedagog inom funktionshinderområdet,Södermanland,Katrineholm,1,False,200,Distans,50,Plushögskolan AB - Vårdyrkeshögskolan,Privat,5,0,175,0,35,2020,MYH 2020/4361,False
Hälso- och sjukvård samt socialt arbete,Stödpedagog inom funktionshinderområdet,Värmland,Karlstad,1,False,200,Distans,50,Plushögskolan AB - Vårdyrkeshögskolan,Privat,5,0,175,0,35,2020,MYH 2020/4316,False
Hälso- och sjukvård samt socialt arbete,Stödpedagog inom funktionshinderområdet,Värmland,Karlstad,1,False,200,Distans,50,Svensk vård och kompetensutveckling i Stockholm AB,Privat,3,0,90,0,30,2020,MYH 2020/5124,False
Hälso- och sjukvård samt socialt arbete,Stödpedagog inom funktionshinderområdet,Västra Götaland,Göteborg,1,False,200,Distans,50,"Göteborgs Stad, Yrgo",Kommun,5,0,160,0,32,2020,MYH 2020/5458,False
Hälso- och sjukvård samt socialt arbete,Stödpedagog inom funktionshinderområdet,Västra Götaland,Uddevalla,1,False,200,Bunden,100,"Uddevalla kommun, Vuxenutbildningen",Kommun,5,3,130,78,26,2020,MYH 2020/4314,True
Hälso- och sjukvård samt socialt arbete,Stödpedagog inom funktionshinderområdet,Örebro,Örebro,1,False,200,Distans,50,Örebro kommun Yrkesutbildningscenter,Kommun,5,0,150,0,30,2020,MYH 2020/4945,False
Hälso- och sjukvård samt socialt arbete,Stödpedagog inom funktionshinderområdet,Östergötland,Söderköping,1,False,200,Bunden,100,Östsvenska Yrkeshögskolan AB,Privat,4,3,100,75,25,2020,MYH 2020/4987,True
Hälso- och sjukvård samt socialt arbete,Stödpedagog inom funktionshinderområdet ,Dalarna,Borlänge,1,False,200,Distans,50,Plushögskolan AB - Vårdyrkeshögskolan,Privat,5,0,175,0,35,2020,MYH 2020/4459,False
Hälso- och sjukvård samt socialt arbete,Stödpedagog inom funktionshinderområdet ,Skåne,Malmö,1,False,200,Distans,50,Svensk vård och kompetensutveckling i Stockholm AB,Privat,5,0,175,0,35,2020,MYH 2020/5132,False
Hälso- och sjukvård samt socialt arbete,Stödpedagog inom funktionshinderområdet ,Stockholm,Järfälla,6,True,200,Distans,100,Funkisgruppen Academy AB,Privat,5,0,30,0,6,2020,MYH 2020/5742,False
Hälso- och sjukvård samt socialt arbete,Stödpedagog inom funktionshinderområdet ,Stockholm,Solna,6,True,200,Distans,100,Funkisgruppen Academy AB,Privat,5,0,30,0,6,2020,MYH 2020/5742,False
Hälso- och sjukvård samt socialt arbete,Stödpedagog inom funktionshinderområdet ,Stockholm,Stockholm,6,True,200,Distans,100,Funkisgruppen Academy AB,Privat,5,0,30,0,6,2020,MYH 2020/5742,False
Hälso- och sjukvård samt socialt arbete,Stödpedagog inom funktionshinderområdet ,Stockholm,Stockholm,1,False,200,Bunden,100,Funkisgruppen Academy AB,Privat,5,0,175,0,35,2020,MYH 2020/5754,False
Hälso- och sjukvård samt socialt arbete,Stödpedagog inom funktionshinderområdet ,Stockholm,Tyresö,6,True,200,Distans,100,Funkisgruppen Academy AB,Privat,5,0,30,0,6,2020,MYH 2020/5742,False
Hälso- och sjukvård samt socialt arbete,Stödpedagog inom funktionshinderområdet ,Stockholm,Österåker,6,True,200,Distans,100,Funkisgruppen Academy AB,Privat,5,0,25,0,5,2020,MYH 2020/5742,False
Hälso- och sjukvård samt socialt arbete,Stödpedagog inom funktionshinderområdet ,Västmanland,Västerås,6,True,200,Distans,100,Funkisgruppen Academy AB,Privat,5,0,30,0,6,2020,MYH 2020/5742,False
Hälso- och sjukvård samt socialt arbete,Tandsköterska,Halland,Kungsbacka,1,False,325,Distans,100,MedLearn AB,Privat,2,0,70,0,35,2020,MYH 2020/5207,False
Hälso- och sjukvård samt socialt arbete,Tandsköterska,Jönköping,Jönköping,1,False,325,Bunden,100,Hälsohögskolan i Jönköping AB,Privat,4,0,128,0,32,2020,MYH 2020/5266,False
Hälso- och sjukvård samt socialt arbete,Tandsköterska,Kronoberg,Växjö,1,False,325,Bunden,100,"Region Kronoberg, YH Region Kronoberg",Landsting,3,3,75,75,25,2020,MYH 2020/4564,True
Hälso- och sjukvård samt socialt arbete,Tandsköterska,Skåne,Kristianstad,1,False,325,Bunden,100,"Kristianstad kommun, Vuxenutbildningen",Kommun,4,4,112,112,28,2020,MYH 2020/4983,True
Hälso- och sjukvård samt socialt arbete,Tandsköterska,Skåne,Lund,1,False,325,Bunden,100,Plushögskolan AB - Vårdyrkeshögskolan,Privat,5,4,175,140,35,2020,MYH 2020/4440,True
Hälso- och sjukvård samt socialt arbete,Tandsköterska,Stockholm,Norrtälje,2,True,325,Distans,100,TUC Sweden AB - Yrkeshögskola,Privat,5,0,50,0,10,2020,MYH 2020/4853,False
Hälso- och sjukvård samt socialt arbete,Tandsköterska,Stockholm,Stockholm,1,False,325,Bunden,100,Svea Education AB,Privat,2,0,68,0,34,2020,MYH 2020/3330,False
Hälso- och sjukvård samt socialt arbete,Tandsköterska,Stockholm,Stockholm,2,True,325,Distans,100,TUC Sweden AB - Yrkeshögskola,Privat,5,0,125,0,25,2020,MYH 2020/4853,False
Hälso- och sjukvård samt socialt arbete,Tandsköterska,Södermanland,Nyköping,1,False,325,Distans,100,Campus Nyköping,Kommun,3,3,105,105,35,2020,MYH 2020/4776,True
Hälso- och sjukvård samt socialt arbete,Tandsköterska,Uppsala,Uppsala,1,False,325,Bunden,100,Folkuniversitetet - Stiftelsen Kursverksamheten vid Uppsala universitetet,Privat,4,3,140,105,35,2020,MYH 2020/5400,True
Hälso- och sjukvård samt socialt arbete,Tandsköterska,Värmland,Karlstad,1,False,325,Bunden,100,Plushögskolan AB - Vårdyrkeshögskolan,Privat,4,4,140,140,35,2020,MYH 2020/4475,True
Hälso- och sjukvård samt socialt arbete,Tandsköterska,Västerbotten,Umeå,1,False,325,Bunden,100,Umevux,Kommun,4,4,140,140,35,2020,MYH 2020/5884,True
Hälso- och sjukvård samt socialt arbete,Tandsköterska ,Dalarna,Falun,1,False,325,Bunden,100,Folkuniversitetet - Stiftelsen Kursverksamheten vid Uppsala universitetet,Privat,5,4,125,100,25,2020,MYH 2020/4229,True
Hälso- och sjukvård samt socialt arbete,Tandsköterska ,Stockholm,Solna,1,False,325,Bunden,100,Svensk vård och kompetensutveckling i Stockholm AB,Privat,5,4,170,136,34,2020,MYH 2020/5457,True
Hälso- och sjukvård samt socialt arbete,Tandsköterska ,Stockholm,Södertälje,1,False,325,Distans,100,Svensk vård och kompetensutveckling i Stockholm AB,Privat,5,0,150,0,30,2020,MYH 2020/5463,False
Hälso- och sjukvård samt socialt arbete,Undersköterska med specialistkompetens inom samsjuklighet och psykiatri,Skåne,Malmö,1,False,200,Distans,50,Sverigehälsan AB,Privat,5,0,175,0,35,2020,MYH 2020/5689,False
Hälso- och sjukvård samt socialt arbete,Utbildning för Specialistundersköterska inom Palliativ vård,Skåne,Ängelholm,1,False,200,Distans,100,Ängelholms kommun Vuxenutbildning,Kommun,5,0,150,0,30,2020,MYH 2020/4939,False
Hälso- och sjukvård samt socialt arbete,Utvecklingspedagog - Neuropsykiatriska funktionsnedsättningar,Jönköping,Eksjö,1,False,400,Bunden,100,Hälsohögskolan i Jönköping AB,Privat,3,0,60,0,20,2020,MYH 2020/5273,False
Hälso- och sjukvård samt socialt arbete,Vård- och stödsamordnare,Värmland,Karlstad,1,False,250,Distans,50,Plushögskolan AB - Vårdyrkeshögskolan,Privat,5,0,175,0,35,2020,MYH 2020/4463,False
Hälso- och sjukvård samt socialt arbete,Vård- och stödsamordnare,Västra Götaland,Skövde,1,False,250,Distans,50,Plushögskolan AB - Vårdyrkeshögskolan,Privat,5,0,175,0,35,2020,MYH 2020/5246,False
Hälso- och sjukvård samt socialt arbete,Välfärdstekniksamordnare,Stockholm,Solna,1,False,100,Distans,50,Nackademin AB,Privat,3,2,105,70,35,2020,MYH 2020/5360,True
Journalistik och information,Digital kommunikatör,Stockholm,Solna,1,False,300,Bunden,100,Sälj & Marknadshögskolan i Sverige AB,Privat,3,0,105,0,35,2020,MYH 2020/4353,False
Journalistik och information,Digital kommunikatör inom offentlig verksamhet ,Stockholm,Stockholm,1,False,200,Distans,50,JENSEN Education School AB,Privat,3,0,105,0,35,2020,MYH 2020/5819,False
Journalistik och information,Digital Marketing/Growth Manager,Stockholm,Solna,1,False,400,Bunden,100,Nackademin AB,Privat,3,2,105,70,35,2020,MYH 2020/5281,True
Journalistik och information,Hållbar varumärkesstrateg,Värmland,Sunne,1,False,410,Distans,100,Sunne kommun/Broby Grafiska,Kommun,5,0,150,0,30,2020,MYH 2020/4760,False
Journalistik och information,Operativ digital kommunikatör,Västra Götaland,Borås,3,True,300,Bunden,100,Lidköpings kommun Campus Lidköping,Kommun,3,3,36,36,12,2020,MYH 2020/4590,True
Journalistik och information,Operativ digital kommunikatör,Västra Götaland,Lidköping,3,True,300,Bunden,100,Lidköpings kommun Campus Lidköping,Kommun,3,3,48,48,16,2020,MYH 2020/4590,True
Journalistik och information,Operativ digital kommunikatör,Västra Götaland,Uddevalla,3,True,300,Bunden,100,Lidköpings kommun Campus Lidköping,Kommun,3,3,21,21,7,2020,MYH 2020/4590,True
Journalistik och information,Social media kommunikatör,Skåne,Helsingborg,1,False,300,Distans,100,YrkesAkademin YH AB,Privat,3,0,105,0,35,2020,MYH 2020/5528,False
Journalistik och information,Social media manager,Stockholm,Solna,1,False,310,Bunden,100,Nackademin AB,Privat,3,0,105,0,35,2020,MYH 2020/5259,False
Journalistik och information,Social media manager,Stockholm,Solna,1,False,310,Distans,100,Nackademin AB,Privat,3,2,105,70,35,2020,MYH 2020/5272,True
Journalistik och information,Technical Content Manager,Östergötland,Linköping,1,False,300,Distans,100,Plushögskolan AB - Teknikhögskolan,Privat,5,0,175,0,35,2020,MYH 2020/4608,False
Journalistik och information,Teknikinformatör,Kronoberg,Växjö,1,False,230,Bunden,100,EC Utbildning AB Växjö,Privat,3,3,90,90,30,2020,MYH 2020/5557,True
Journalistik och information,Teknikinformatör,Skåne,Malmö,1,False,220,Distans,100,Hermods AB Malmö,Privat,4,3,120,90,30,2020,MYH 2020/3803,True
Journalistik och information,Teknikinformatör/Technical Communicator,Skåne,Malmö,1,False,225,Distans,100,Folkuniversitetet - Kursverksamheten vid Lunds Universitet,Privat,5,0,100,0,20,2020,MYH 2020/5504,False
Journalistik och information,Webbkommunikatör Sociala Medier,Västra Götaland,Göteborg,1,False,400,Bunden,100,Medieinstitutet i Sverige AB,Privat,3,3,105,105,35,2020,MYH 2020/5713,True
Juridik,Dokumentcontroller / registrator,Stockholm,Botkyrka,1,False,200,Distans,75,"Botkyrka kommun, Xenter Botkyrka",Kommun,5,2,175,70,35,2020,MYH 2020/4992,True
Juridik,Paralegal,Skåne,Lund,1,False,400,Bunden,100,Medborgarskolan i Stockholm - Påhlmans Handelsinstitut ,Privat,2,0,70,0,35,2020,MYH 2020/5451,False
