Diarienummer,Kommun,Län,Beslut
MYH 2022/4862,Göteborg,Västra Götaland,False
MYH 2022/4863,Skellefteå,Västerbotten,False
MYH 2022/4864,Stockholm,Stockholm,False
MYH 2022/4865,Jönköping,Jönköping,False
MYH 2022/4866,Göteborg,Västra Götaland,False
MYH 2022/4867,Gotland,Gotland,False
MYH 2022/4867,Stockholm,Stockholm,False
MYH 2022/4868,Östersund,Jämtland,True
MYH 2022/4869,Luleå,Norrbotten,True
MYH 2022/4870,Göteborg,Västra Götaland,False
MYH 2022/4871,Stockholm,Stockholm,False
MYH 2022/4871,Enköping,Uppsala,False
MYH 2022/4872,Göteborg,Västra Götaland,False
MYH 2022/4873,Göteborg,Västra Götaland,False
MYH 2022/4873,Stockholm,Stockholm,False
MYH 2022/4873,Malmö,Skåne,False
MYH 2022/4874,Stockholm,Stockholm,True
MYH 2022/4875,Växjö,Kronoberg,True
MYH 2022/4876,Stockholm,Stockholm,False
MYH 2022/4877,Malmö,Skåne,False
MYH 2022/4878,Malmö,Skåne,False
MYH 2022/4879,Malmö,Skåne,False
MYH 2022/4880,Solna,Stockholm,False
MYH 2022/4881,Linköping,Östergötland,False
MYH 2022/4882,Malmö,Skåne,False
MYH 2022/4883,Söderköping,Östergötland,False
MYH 2022/4884,Eskilstuna,Södermanland,True
MYH 2022/4885,Malmö,Skåne,False
MYH 2022/4886,Göteborg,Västra Götaland,False
MYH 2022/4888,Stockholm,Stockholm,True
MYH 2022/4889,Stockholm,Stockholm,False
MYH 2022/4890,Stockholm,Stockholm,False
MYH 2022/4891,Stockholm,Stockholm,False
MYH 2022/4892,Göteborg,Västra Götaland,False
MYH 2022/4893,Luleå,Norrbotten,False
MYH 2022/4893,Umeå,Västerbotten,False
MYH 2022/4894,Göteborg,Västra Götaland,False
MYH 2022/4895,Stockholm,Stockholm,False
MYH 2022/4896,Luleå,Norrbotten,True
MYH 2022/4897,Helsingborg,Skåne,False
MYH 2022/4897,Osby,Skåne,False
MYH 2022/4897,Malmö,Skåne,False
MYH 2022/4897,Kristianstad,Skåne,False
MYH 2022/4897,Hässleholm,Skåne,False
MYH 2022/4897,Markaryd,Kronoberg,False
MYH 2022/4898,Stockholm,Stockholm,False
MYH 2022/4899,Markaryd,Kronoberg,False
MYH 2022/4899,Hässleholm,Skåne,False
MYH 2022/4899,Kristianstad,Skåne,False
MYH 2022/4899,Helsingborg,Skåne,False
MYH 2022/4899,Osby,Skåne,False
MYH 2022/4899,Malmö,Skåne,False
MYH 2022/4900,Göteborg,Västra Götaland,True
MYH 2022/4901,Luleå,Norrbotten,True
MYH 2022/4902,Stockholm,Stockholm,False
MYH 2022/4903,Göteborg,Västra Götaland,False
MYH 2022/4904,Lund,Skåne,True
MYH 2022/4905,Stockholm,Stockholm,False
MYH 2022/4906,Göteborg,Västra Götaland,True
MYH 2022/4907,Malmö,Skåne,False
MYH 2022/4908,Luleå,Norrbotten,True
MYH 2022/4909,Nyköping,Södermanland,True
MYH 2022/4910,Örnsköldsvik,Västernorrland,True
MYH 2022/4911,Örnsköldsvik,Västernorrland,True
MYH 2022/4912,Göteborg,Västra Götaland,False
MYH 2022/4913,Trollhättan,Västra Götaland,False
MYH 2022/4914,Stockholm,Stockholm,False
MYH 2022/4915,Härnösand,Västernorrland,True
MYH 2022/4916,Trelleborg,Skåne,False
MYH 2022/4917,Härnösand,Västernorrland,False
MYH 2022/4918,Mariestad,Västra Götaland,True
MYH 2022/4919,Halmstad,Halland,False
MYH 2022/4919,Malmö,Skåne,False
MYH 2022/4920,Härnösand,Västernorrland,False
MYH 2022/4921,Stockholm,Stockholm,True
MYH 2022/4922,Växjö,Kronoberg,True
MYH 2022/4922,Halmstad,Halland,True
MYH 2022/4923,Stockholm,Stockholm,True
MYH 2022/4924,Piteå,Norrbotten,False
MYH 2022/4924,Göteborg,Västra Götaland,False
MYH 2022/4925,Örnsköldsvik,Västernorrland,False
MYH 2022/4925,Stockholm,Stockholm,False
MYH 2022/4926,Mariestad,Västra Götaland,True
MYH 2022/4927,Nynäshamn,Stockholm,False
MYH 2022/4928,Nynäshamn,Stockholm,False
MYH 2022/4929,Lidköping,Västra Götaland,True
MYH 2022/4930,Göteborg,Västra Götaland,False
MYH 2022/4931,Lidköping,Västra Götaland,True
MYH 2022/4932,Stockholm,Stockholm,False
MYH 2022/4933,Malmö,Skåne,False
MYH 2022/4934,Stockholm,Stockholm,False
MYH 2022/4935,Malmö,Skåne,False
MYH 2022/4936,Skellefteå,Västerbotten,True
MYH 2022/4937,Stockholm,Stockholm,False
MYH 2022/4938,Göteborg,Västra Götaland,False
MYH 2022/4939,Västerås,Västmanland,True
MYH 2022/4940,Stockholm,Stockholm,True
MYH 2022/4941,Ljusdal,Gävleborg,True
MYH 2022/4941,Ovanåker,Gävleborg,True
MYH 2022/4942,Göteborg,Västra Götaland,True
MYH 2022/4943,Stockholm,Stockholm,False
MYH 2022/4944,Helsingborg,Skåne,True
MYH 2022/4944,Kristianstad,Skåne,True
MYH 2022/4945,Karlstad,Värmland,True
MYH 2022/4946,Helsingborg,Skåne,False
MYH 2022/4946,Stockholm,Stockholm,False
MYH 2022/4946,Västerås,Västmanland,False
MYH 2022/4946,Linköping,Östergötland,False
MYH 2022/4946,Jönköping,Jönköping,False
MYH 2022/4947,Malmö,Skåne,False
MYH 2022/4948,Sandviken,Gävleborg,False
MYH 2022/4949,Boden,Norrbotten,False
MYH 2022/4950,Halmstad,Halland,False
MYH 2022/4950,Växjö,Kronoberg,False
MYH 2022/4951,Sandviken,Gävleborg,True
MYH 2022/4952,Västerås,Västmanland,False
MYH 2022/4954,Mariestad,Västra Götaland,True
MYH 2022/4954,Skövde,Västra Götaland,True
MYH 2022/4955,Gotland,Gotland,False
MYH 2022/4955,Gävle,Gävleborg,False
MYH 2022/4955,Jönköping,Jönköping,False
MYH 2022/4955,Västerås,Västmanland,False
MYH 2022/4956,Stockholm,Stockholm,False
MYH 2022/4958,Jönköping,Jönköping,True
MYH 2022/4959,Karlstad,Värmland,False
MYH 2022/4959,Örebro,Örebro,False
MYH 2022/4960,Göteborg,Västra Götaland,True
MYH 2022/4960,Stockholm,Stockholm,True
MYH 2022/4960,Malmö,Skåne,True
MYH 2022/4961,Malmö,Skåne,True
MYH 2022/4962,Luleå,Norrbotten,True
MYH 2022/4963,Vänersborg,Västra Götaland,False
MYH 2022/4964,Mölndal,Västra Götaland,True
MYH 2022/4965,Karlstad,Värmland,False
MYH 2022/4966,Solna,Stockholm,False
MYH 2022/4967,Uddevalla,Västra Götaland,True
MYH 2022/4968,Karlstad,Värmland,False
MYH 2022/4969,Trollhättan,Västra Götaland,True
MYH 2022/4970,Stockholm,Stockholm,False
MYH 2022/4971,Mölndal,Västra Götaland,True
MYH 2022/4972,Stockholm,Stockholm,True
MYH 2022/4973,Stockholm,Stockholm,False
MYH 2022/4974,Mölndal,Västra Götaland,True
MYH 2022/4975,Malmö,Skåne,False
MYH 2022/4976,Göteborg,Västra Götaland,False
MYH 2022/4977,Stockholm,Stockholm,True
MYH 2022/4978,Stockholm,Stockholm,False
MYH 2022/4979,Örnsköldsvik,Västernorrland,False
MYH 2022/4980,Mölndal,Västra Götaland,False
MYH 2022/4981,Landskrona,Skåne,True
MYH 2022/4982,Solna,Stockholm,True
MYH 2022/4983,Stockholm,Stockholm,False
MYH 2022/4984,Stockholm,Stockholm,False
MYH 2022/4985,Värnamo,Jönköping,True
MYH 2022/4986,Jönköping,Jönköping,True
MYH 2022/4987,Västerås,Västmanland,False
MYH 2022/4988,Jönköping,Jönköping,False
MYH 2022/4989,Solna,Stockholm,False
MYH 2022/4990,Mölndal,Västra Götaland,False
MYH 2022/4991,Jönköping,Jönköping,False
MYH 2022/4992,Malmö,Skåne,False
MYH 2022/4993,Jönköping,Jönköping,True
MYH 2022/4994,Trollhättan,Västra Götaland,True
MYH 2022/4995,Värnamo,Jönköping,False
MYH 2022/4996,Värnamo,Jönköping,True
MYH 2022/4997,Trollhättan,Västra Götaland,True
MYH 2022/4998,Malmö,Skåne,True
MYH 2022/4999,Nässjö,Jönköping,True
MYH 2022/5000,Eskilstuna,Södermanland,True
MYH 2022/5001,Ljungby,Kronoberg,True
MYH 2022/5002,Mölndal,Västra Götaland,False
MYH 2022/5003,Stockholm,Stockholm,False
MYH 2022/5004,Jönköping,Jönköping,True
MYH 2022/5005,Stockholm,Stockholm,False
MYH 2022/5006,Oskarshamn,Kalmar,True
MYH 2022/5006,Gävle,Gävleborg,True
MYH 2022/5006,Mora,Dalarna,True
MYH 2022/5006,Hässleholm,Skåne,True
MYH 2022/5006,Lidköping,Västra Götaland,True
MYH 2022/5006,Hudiksvall,Gävleborg,True
MYH 2022/5006,Nyköping,Södermanland,True
MYH 2022/5007,Åre,Jämtland,True
MYH 2022/5008,Jönköping,Jönköping,False
MYH 2022/5009,Mariestad,Västra Götaland,False
MYH 2022/5010,Stockholm,Stockholm,True
MYH 2022/5011,Stockholm,Stockholm,False
MYH 2022/5013,Botkyrka,Stockholm,False
MYH 2022/5014,Mölndal,Västra Götaland,False
MYH 2022/5014,Stockholm,Stockholm,False
MYH 2022/5015,Filipstad,Värmland,False
MYH 2022/5016,Malmö,Skåne,False
MYH 2022/5017,Vetlanda,Jönköping,False
MYH 2022/5018,Stockholm,Stockholm,False
MYH 2022/5019,Göteborg,Västra Götaland,False
MYH 2022/5020,Göteborg,Västra Götaland,False
MYH 2022/5021,Örnsköldsvik,Västernorrland,True
MYH 2022/5022,Umeå,Västerbotten,False
MYH 2022/5023,Göteborg,Västra Götaland,False
MYH 2022/5024,Boden,Norrbotten,False
MYH 2022/5024,Skellefteå,Västerbotten,False
MYH 2022/5025,Göteborg,Västra Götaland,False
MYH 2022/5026,Filipstad,Värmland,True
MYH 2022/5027,Växjö,Kronoberg,True
MYH 2022/5027,Ljungby,Kronoberg,True
MYH 2022/5029,Stockholm,Stockholm,False
MYH 2022/5030,Stockholm,Stockholm,False
MYH 2022/5031,Växjö,Kronoberg,False
MYH 2022/5032,Hällefors,Örebro,False
MYH 2022/5033,Malmö,Skåne,False
MYH 2022/5034,Vellinge,Skåne,False
MYH 2022/5035,Örnsköldsvik,Västernorrland,True
MYH 2022/5036,Göteborg,Västra Götaland,False
MYH 2022/5037,Västerås,Västmanland,True
MYH 2022/5038,Boden,Norrbotten,False
MYH 2022/5038,Piteå,Norrbotten,False
MYH 2022/5038,Älvsbyn,Norrbotten,False
MYH 2022/5039,Göteborg,Västra Götaland,False
MYH 2022/5040,Göteborg,Västra Götaland,False
MYH 2022/5040,Stockholm,Stockholm,False
MYH 2022/5040,Malmö,Skåne,False
MYH 2022/5041,Göteborg,Västra Götaland,True
MYH 2022/5042,Göteborg,Västra Götaland,False
MYH 2022/5043,Örebro,Örebro,False
MYH 2022/5044,Stockholm,Stockholm,False
MYH 2022/5046,Uppsala,Uppsala,True
MYH 2022/5046,Gävle,Gävleborg,True
MYH 2022/5046,Västerås,Västmanland,True
MYH 2022/5047,Stockholm,Stockholm,False
MYH 2022/5047,Jönköping,Jönköping,False
MYH 2022/5047,Linköping,Östergötland,False
MYH 2022/5047,Helsingborg,Skåne,False
MYH 2022/5047,Uppsala,Uppsala,False
MYH 2022/5047,Sundsvall,Västernorrland,False
MYH 2022/5048,Norrköping,Östergötland,False
MYH 2022/5049,Luleå,Norrbotten,True
MYH 2022/5050,Malmö,Skåne,True
MYH 2022/5051,Skara,Västra Götaland,False
MYH 2022/5051,Vara,Västra Götaland,False
MYH 2022/5052,Stockholm,Stockholm,True
MYH 2022/5053,Örebro,Örebro,False
MYH 2022/5054,Skellefteå,Västerbotten,False
MYH 2022/5055,Göteborg,Västra Götaland,False
MYH 2022/5056,Karlstad,Värmland,True
MYH 2022/5057,Malmö,Skåne,False
MYH 2022/5058,Göteborg,Västra Götaland,True
MYH 2022/5059,Stockholm,Stockholm,False
MYH 2022/5060,Nacka,Stockholm,False
MYH 2022/5062,Göteborg,Västra Götaland,False
MYH 2022/5063,Göteborg,Västra Götaland,False
MYH 2022/5064,Stockholm,Stockholm,False
MYH 2022/5065,Växjö,Kronoberg,True
MYH 2022/5066,Umeå,Västerbotten,False
MYH 2022/5067,Malmö,Skåne,False
MYH 2022/5068,Trollhättan,Västra Götaland,True
MYH 2022/5068,Västerås,Västmanland,True
MYH 2022/5069,Stockholm,Stockholm,False
MYH 2022/5070,Stockholm,Stockholm,False
MYH 2022/5071,Stockholm,Stockholm,False
MYH 2022/5072,Piteå,Norrbotten,False
MYH 2022/5073,Stockholm,Stockholm,False
MYH 2022/5074,Malmö,Skåne,False
MYH 2022/5075,Uppsala,Uppsala,False
MYH 2022/5076,Stockholm,Stockholm,True
MYH 2022/5077,Borås,Västra Götaland,False
MYH 2022/5078,Örebro,Örebro,False
MYH 2022/5079,Stockholm,Stockholm,False
MYH 2022/5080,Göteborg,Västra Götaland,False
MYH 2022/5080,Linköping,Östergötland,False
MYH 2022/5080,Västerås,Västmanland,False
MYH 2022/5080,Stockholm,Stockholm,False
MYH 2022/5081,Göteborg,Västra Götaland,False
MYH 2022/5082,Malmö,Skåne,False
MYH 2022/5083,Solna,Stockholm,False
MYH 2022/5083,Helsingborg,Skåne,False
MYH 2022/5083,Luleå,Norrbotten,False
MYH 2022/5084,Göteborg,Västra Götaland,False
MYH 2022/5085,Hallsberg,Örebro,False
MYH 2022/5085,Göteborg,Västra Götaland,False
MYH 2022/5086,Göteborg,Västra Götaland,False
MYH 2022/5087,Norrköping,Östergötland,True
MYH 2022/5088,Skellefteå,Västerbotten,True
MYH 2022/5088,Norrtälje,Stockholm,True
MYH 2022/5090,Solna,Stockholm,False
MYH 2022/5091,Malmö,Skåne,True
MYH 2022/5092,Halmstad,Halland,False
MYH 2022/5093,Stockholm,Stockholm,True
MYH 2022/5094,Jönköping,Jönköping,False
MYH 2022/5095,Göteborg,Västra Götaland,False
MYH 2022/5096,Stockholm,Stockholm,False
MYH 2022/5096,Lund,Skåne,False
MYH 2022/5096,Karlstad,Värmland,False
MYH 2022/5096,Göteborg,Västra Götaland,False
MYH 2022/5096,Umeå,Västerbotten,False
MYH 2022/5097,Stockholm,Stockholm,False
MYH 2022/5098,Uppsala,Uppsala,True
MYH 2022/5099,Jokkmokk,Norrbotten,False
MYH 2022/5099,Vilhelmina,Västerbotten,False
MYH 2022/5100,Stockholm,Stockholm,False
MYH 2022/5101,Stockholm,Stockholm,False
MYH 2022/5102,Göteborg,Västra Götaland,True
MYH 2022/5103,Eskilstuna,Södermanland,False
MYH 2022/5104,Solna,Stockholm,False
MYH 2022/5105,Stockholm,Stockholm,False
MYH 2022/5106,Stockholm,Stockholm,False
MYH 2022/5107,Halmstad,Halland,False
MYH 2022/5107,Malmö,Skåne,False
MYH 2022/5108,Borås,Västra Götaland,False
MYH 2022/5109,Falun,Dalarna,False
MYH 2022/5110,Skellefteå,Västerbotten,False
MYH 2022/5111,Borås,Västra Götaland,False
MYH 2022/5112,Malmö,Skåne,True
MYH 2022/5113,Borås,Västra Götaland,False
MYH 2022/5114,Halmstad,Halland,False
MYH 2022/5114,Malmö,Skåne,False
MYH 2022/5115,Malmö,Skåne,False
MYH 2022/5116,Göteborg,Västra Götaland,True
MYH 2022/5117,Stockholm,Stockholm,False
MYH 2022/5118,Göteborg,Västra Götaland,False
MYH 2022/5119,Skellefteå,Västerbotten,False
MYH 2022/5120,Göteborg,Västra Götaland,True
MYH 2022/5121,Göteborg,Västra Götaland,False
MYH 2022/5121,Malmö,Skåne,False
MYH 2022/5122,Malmö,Skåne,True
MYH 2022/5123,Göteborg,Västra Götaland,False
MYH 2022/5124,Stockholm,Stockholm,False
MYH 2022/5125,Stockholm,Stockholm,True
MYH 2022/5126,Skövde,Västra Götaland,False
MYH 2022/5127,Stockholm,Stockholm,False
MYH 2022/5128,Malmö,Skåne,False
MYH 2022/5129,Malmö,Skåne,False
MYH 2022/5130,Hallsberg,Örebro,True
MYH 2022/5131,Stockholm,Stockholm,False
MYH 2022/5132,Stockholm,Stockholm,False
MYH 2022/5133,Strömsund,Jämtland,True
MYH 2022/5134,Borås,Västra Götaland,True
MYH 2022/5135,Stockholm,Stockholm,False
MYH 2022/5136,Malmö,Skåne,True
MYH 2022/5137,Skövde,Västra Götaland,False
MYH 2022/5138,Malmö,Skåne,False
MYH 2022/5139,Malmö,Skåne,False
MYH 2022/5139,Stockholm,Stockholm,False
MYH 2022/5139,Göteborg,Västra Götaland,False
MYH 2022/5140,Göteborg,Västra Götaland,False
MYH 2022/5141,Västerås,Västmanland,True
MYH 2022/5142,Malmö,Skåne,False
MYH 2022/5142,Stockholm,Stockholm,False
MYH 2022/5142,Umeå,Västerbotten,False
MYH 2022/5143,Skellefteå,Västerbotten,False
MYH 2022/5144,Göteborg,Västra Götaland,False
MYH 2022/5145,Botkyrka,Stockholm,True
MYH 2022/5146,Malmö,Skåne,False
MYH 2022/5147,Skövde,Västra Götaland,False
MYH 2022/5148,Karlstad,Värmland,True
MYH 2022/5149,Göteborg,Västra Götaland,False
MYH 2022/5149,Sundsvall,Västernorrland,False
MYH 2022/5149,Karlstad,Värmland,False
MYH 2022/5149,Lund,Skåne,False
MYH 2022/5151,Varberg,Halland,False
MYH 2022/5151,Borås,Västra Götaland,False
MYH 2022/5152,Skövde,Västra Götaland,False
MYH 2022/5153,Stockholm,Stockholm,False
MYH 2022/5154,Gävle,Gävleborg,True
MYH 2022/5155,Stockholm,Stockholm,False
MYH 2022/5156,Härryda,Västra Götaland,False
MYH 2022/5157,Botkyrka,Stockholm,True
MYH 2022/5158,Skellefteå,Västerbotten,True
MYH 2022/5160,Sundsvall,Västernorrland,True
MYH 2022/5161,Västerås,Västmanland,False
MYH 2022/5162,Örebro,Örebro,True
MYH 2022/5163,Kalmar,Kalmar,False
MYH 2022/5164,Luleå,Norrbotten,True
MYH 2022/5164,Gällivare,Norrbotten,True
MYH 2022/5165,Stockholm,Stockholm,False
MYH 2022/5166,Trollhättan,Västra Götaland,True
MYH 2022/5167,Borås,Västra Götaland,False
MYH 2022/5168,Uppsala,Uppsala,False
MYH 2022/5169,Kalmar,Kalmar,True
MYH 2022/5170,Piteå,Norrbotten,False
MYH 2022/5170,Stockholm,Stockholm,False
MYH 2022/5171,Stockholm,Stockholm,False
MYH 2022/5172,Gävle,Gävleborg,True
MYH 2022/5173,Linköping,Östergötland,False
MYH 2022/5174,Växjö,Kronoberg,False
MYH 2022/5175,Helsingborg,Skåne,False
MYH 2022/5176,Värmdö,Stockholm,False
MYH 2022/5177,Örebro,Örebro,True
MYH 2022/5178,Stockholm,Stockholm,False
MYH 2022/5178,Göteborg,Västra Götaland,False
MYH 2022/5178,Karlstad,Värmland,False
MYH 2022/5179,Göteborg,Västra Götaland,True
MYH 2022/5180,Solna,Stockholm,False
MYH 2022/5180,Karlstad,Värmland,False
MYH 2022/5181,Örebro,Örebro,False
MYH 2022/5182,Göteborg,Västra Götaland,True
MYH 2022/5183,Stockholm,Stockholm,False
MYH 2022/5184,Göteborg,Västra Götaland,False
MYH 2022/5184,Stockholm,Stockholm,False
MYH 2022/5184,Malmö,Skåne,False
MYH 2022/5185,Boden,Norrbotten,True
MYH 2022/5186,Stockholm,Stockholm,False
MYH 2022/5187,Stockholm,Stockholm,False
MYH 2022/5188,Stockholm,Stockholm,True
MYH 2022/5189,Linköping,Östergötland,True
MYH 2022/5190,Skellefteå,Västerbotten,False
MYH 2022/5190,Luleå,Norrbotten,False
MYH 2022/5191,Växjö,Kronoberg,False
MYH 2022/5191,Gävle,Gävleborg,False
MYH 2022/5191,Stockholm,Stockholm,False
MYH 2022/5191,Sundsvall,Västernorrland,False
MYH 2022/5192,Umeå,Västerbotten,False
MYH 2022/5193,Stockholm,Stockholm,False
MYH 2022/5194,Eskilstuna,Södermanland,False
MYH 2022/5194,Örebro,Örebro,False
MYH 2022/5195,Linköping,Östergötland,False
MYH 2022/5196,Piteå,Norrbotten,True
MYH 2022/5197,Borås,Västra Götaland,False
MYH 2022/5198,Ljungby,Kronoberg,True
MYH 2022/5199,Gävle,Gävleborg,False
MYH 2022/5200,Borås,Västra Götaland,True
MYH 2022/5201,Stockholm,Stockholm,True
MYH 2022/5202,Skellefteå,Västerbotten,False
MYH 2022/5203,Luleå,Norrbotten,False
MYH 2022/5203,Helsingborg,Skåne,False
MYH 2022/5203,Stockholm,Stockholm,False
MYH 2022/5204,Borås,Västra Götaland,False
MYH 2022/5205,Skellefteå,Västerbotten,False
MYH 2022/5206,Skellefteå,Västerbotten,False
MYH 2022/5207,Stockholm,Stockholm,True
MYH 2022/5208,Borlänge,Dalarna,False
MYH 2022/5208,Östersund,Jämtland,False
MYH 2022/5208,Helsingborg,Skåne,False
MYH 2022/5208,Växjö,Kronoberg,False
MYH 2022/5209,Göteborg,Västra Götaland,False
MYH 2022/5210,Gävle,Gävleborg,False
MYH 2022/5211,Gotland,Gotland,True
MYH 2022/5211,Strängnäs,Södermanland,True
MYH 2022/5212,Jönköping,Jönköping,False
MYH 2022/5212,Göteborg,Västra Götaland,False
MYH 2022/5212,Norrköping,Östergötland,False
MYH 2022/5213,Linköping,Östergötland,False
MYH 2022/5214,Enköping,Uppsala,False
MYH 2022/5215,Nynäshamn,Stockholm,False
MYH 2022/5216,Göteborg,Västra Götaland,False
MYH 2022/5217,Göteborg,Västra Götaland,False
MYH 2022/5218,Eskilstuna,Södermanland,False
MYH 2022/5219,Malmö,Skåne,False
MYH 2022/5220,Linköping,Östergötland,False
MYH 2022/5221,Linköping,Östergötland,False
MYH 2022/5222,Boden,Norrbotten,True
MYH 2022/5222,Stockholm,Stockholm,True
MYH 2022/5223,Karlshamn,Blekinge,False
MYH 2022/5224,Botkyrka,Stockholm,False
MYH 2022/5225,Ljungby,Kronoberg,False
MYH 2022/5226,Malmö,Skåne,False
MYH 2022/5227,Botkyrka,Stockholm,False
MYH 2022/5228,Kiruna,Norrbotten,False
MYH 2022/5228,Gällivare,Norrbotten,False
MYH 2022/5228,Boden,Norrbotten,False
MYH 2022/5229,Botkyrka,Stockholm,False
MYH 2022/5230,Jönköping,Jönköping,False
MYH 2022/5231,Botkyrka,Stockholm,False
MYH 2022/5232,Hudiksvall,Gävleborg,False
MYH 2022/5232,Stockholm,Stockholm,False
MYH 2022/5232,Gävle,Gävleborg,False
MYH 2022/5233,Göteborg,Västra Götaland,True
MYH 2022/5234,Umeå,Västerbotten,True
MYH 2022/5234,Uppsala,Uppsala,True
MYH 2022/5235,Solna,Stockholm,True
MYH 2022/5236,Helsingborg,Skåne,False
MYH 2022/5237,Växjö,Kronoberg,False
MYH 2022/5237,Kristianstad,Skåne,False
MYH 2022/5238,Hultsfred,Kalmar,False
MYH 2022/5238,Tranås,Jönköping,False
MYH 2022/5239,Luleå,Norrbotten,False
MYH 2022/5240,Göteborg,Västra Götaland,False
MYH 2022/5241,Göteborg,Västra Götaland,False
MYH 2022/5242,Halmstad,Halland,True
MYH 2022/5243,Stockholm,Stockholm,False
MYH 2022/5244,Luleå,Norrbotten,False
MYH 2022/5245,Stockholm,Stockholm,False
MYH 2022/5246,Luleå,Norrbotten,False
MYH 2022/5247,Stockholm,Stockholm,False
MYH 2022/5248,Göteborg,Västra Götaland,True
MYH 2022/5249,Göteborg,Västra Götaland,True
MYH 2022/5250,Stockholm,Stockholm,False
MYH 2022/5251,Örebro,Örebro,False
MYH 2022/5251,Malmö,Skåne,False
MYH 2022/5252,Stockholm,Stockholm,False
MYH 2022/5253,Stockholm,Stockholm,True
MYH 2022/5254,Helsingborg,Skåne,False
MYH 2022/5255,Stockholm,Stockholm,False
MYH 2022/5256,Gotland,Gotland,False
MYH 2022/5256,Göteborg,Västra Götaland,False
MYH 2022/5257,Stockholm,Stockholm,True
MYH 2022/5258,Stockholm,Stockholm,False
MYH 2022/5258,Karlstad,Värmland,False
MYH 2022/5258,Örebro,Örebro,False
MYH 2022/5259,Solna,Stockholm,False
MYH 2022/5260,Helsingborg,Skåne,False
MYH 2022/5261,Västerås,Västmanland,False
MYH 2022/5262,Skellefteå,Västerbotten,True
MYH 2022/5263,Växjö,Kronoberg,False
MYH 2022/5264,Vetlanda,Jönköping,False
MYH 2022/5265,Göteborg,Västra Götaland,False
MYH 2022/5266,Luleå,Norrbotten,False
MYH 2022/5266,Stockholm,Stockholm,False
MYH 2022/5266,Göteborg,Västra Götaland,False
MYH 2022/5267,Stockholm,Stockholm,False
MYH 2022/5268,Båstad,Skåne,False
MYH 2022/5269,Luleå,Norrbotten,False
MYH 2022/5270,Malmö,Skåne,False
MYH 2022/5271,Stockholm,Stockholm,False
MYH 2022/5272,Stockholm,Stockholm,False
MYH 2022/5273,Södertälje,Stockholm,False
MYH 2022/5274,Nyköping,Södermanland,True
MYH 2022/5275,Mora,Dalarna,True
MYH 2022/5275,Nyköping,Södermanland,True
MYH 2022/5276,Klippan,Skåne,False
MYH 2022/5277,Malmö,Skåne,True
MYH 2022/5278,Södertälje,Stockholm,False
MYH 2022/5279,Malmö,Skåne,False
MYH 2022/5280,Göteborg,Västra Götaland,False
MYH 2022/5281,Helsingborg,Skåne,False
MYH 2022/5282,Stockholm,Stockholm,False
MYH 2022/5283,Sundsvall,Västernorrland,True
MYH 2022/5284,Nyköping,Södermanland,False
MYH 2022/5285,Luleå,Norrbotten,False
MYH 2022/5285,Göteborg,Västra Götaland,False
MYH 2022/5285,Stockholm,Stockholm,False
MYH 2022/5286,Vänersborg,Västra Götaland,False
MYH 2022/5286,Uddevalla,Västra Götaland,False
MYH 2022/5286,Stockholm,Stockholm,False
MYH 2022/5286,Göteborg,Västra Götaland,False
MYH 2022/5286,Tingsryd,Kronoberg,False
MYH 2022/5286,Hässleholm,Skåne,False
MYH 2022/5286,Malmö,Skåne,False
MYH 2022/5287,Stockholm,Stockholm,False
MYH 2022/5288,Göteborg,Västra Götaland,False
MYH 2022/5288,Gävle,Gävleborg,False
MYH 2022/5288,Jönköping,Jönköping,False
MYH 2022/5289,Jönköping,Jönköping,False
MYH 2022/5290,Ljungby,Kronoberg,False
MYH 2022/5291,Kristianstad,Skåne,False
MYH 2022/5291,Växjö,Kronoberg,False
MYH 2022/5292,Kalmar,Kalmar,False
MYH 2022/5292,Gotland,Gotland,False
MYH 2022/5293,Stockholm,Stockholm,False
MYH 2022/5294,Stockholm,Stockholm,False
MYH 2022/5294,Tranås,Jönköping,False
MYH 2022/5295,Båstad,Skåne,False
MYH 2022/5296,Göteborg,Västra Götaland,False
MYH 2022/5297,Malmö,Skåne,True
MYH 2022/5298,Göteborg,Västra Götaland,True
MYH 2022/5299,Hässleholm,Skåne,False
MYH 2022/5300,Älmhult,Kronoberg,True
MYH 2022/5301,Malmö,Skåne,False
MYH 2022/5302,Hässleholm,Skåne,False
MYH 2022/5303,Nyköping,Södermanland,False
MYH 2022/5304,Stenungsund,Västra Götaland,False
MYH 2022/5304,Helsingborg,Skåne,False
MYH 2022/5305,Hässleholm,Skåne,True
MYH 2022/5306,Stockholm,Stockholm,False
MYH 2022/5307,Nyköping,Södermanland,True
MYH 2022/5308,Borlänge,Dalarna,True
MYH 2022/5308,Göteborg,Västra Götaland,True
MYH 2022/5308,Västerås,Västmanland,True
MYH 2022/5309,Västervik,Kalmar,False
MYH 2022/5310,Göteborg,Västra Götaland,True
MYH 2022/5311,Skellefteå,Västerbotten,False
MYH 2022/5312,Uppsala,Uppsala,True
MYH 2022/5313,Malmö,Skåne,False
MYH 2022/5314,Hässleholm,Skåne,False
MYH 2022/5315,Malmö,Skåne,True
MYH 2022/5316,Hässleholm,Skåne,True
MYH 2022/5317,Hässleholm,Skåne,False
MYH 2022/5318,Halmstad,Halland,False
MYH 2022/5318,Växjö,Kronoberg,False
MYH 2022/5318,Kristianstad,Skåne,False
