Diarienummer,Kommun,Län,Beslut
MYH 2020/5612,Stockholm,Stockholm,False
MYH 2020/5613,Göteborg,Västra Götaland,False
MYH 2020/5614,Göteborg,Västra Götaland,False
MYH 2020/5615,Borås,Västra Götaland,False
MYH 2020/5615,Varberg,Halland,False
MYH 2020/5616,Härnösand,Västernorrland,False
MYH 2020/5617,Jönköping,Jönköping,False
MYH 2020/5617,Göteborg,Västra Götaland,False
MYH 2020/5618,Härnösand,Västernorrland,True
MYH 2020/5619,Stockholm,Stockholm,False
MYH 2020/5620,Jönköping,Jönköping,False
MYH 2020/5620,Göteborg,Västra Götaland,False
MYH 2020/5621,Stockholm,Stockholm,True
MYH 2020/5622,Haninge,Stockholm,False
MYH 2020/5623,Stockholm,Stockholm,False
MYH 2020/5624,Södertälje,Stockholm,True
MYH 2020/5625,Göteborg,Västra Götaland,False
MYH 2020/5626,Jönköping,Jönköping,False
MYH 2020/5627,Södertälje,Stockholm,False
MYH 2020/5628,Danderyd,Stockholm,True
MYH 2020/5629,Göteborg,Västra Götaland,False
MYH 2020/5630,Södertälje,Stockholm,False
MYH 2020/5631,Södertälje,Stockholm,False
MYH 2020/5632,Sundsvall,Västernorrland,True
MYH 2020/5632,Umeå,Västerbotten,True
MYH 2020/5632,Boden,Norrbotten,True
MYH 2020/5633,Växjö,Kronoberg,False
MYH 2020/5633,Kalmar,Kalmar,False
MYH 2020/5634,Södertälje,Stockholm,False
MYH 2020/5635,Karlstad,Värmland,False
MYH 2020/5636,Växjö,Kronoberg,False
MYH 2020/5637,Hofors,Gävleborg,False
MYH 2020/5638,Hofors,Gävleborg,False
MYH 2020/5639,Södertälje,Stockholm,True
MYH 2020/5640,Uppsala,Uppsala,False
MYH 2020/5641,Malmö,Skåne,False
MYH 2020/5642,Stockholm,Stockholm,True
MYH 2020/5643,Lund,Skåne,True
MYH 2020/5644,Malmö,Skåne,False
MYH 2020/5645,Stockholm,Stockholm,True
MYH 2020/5646,Stockholm,Stockholm,True
MYH 2020/5647,Stockholm,Stockholm,False
MYH 2020/5648,Stockholm,Stockholm,False
MYH 2020/5649,Malmö,Skåne,True
MYH 2020/5650,Göteborg,Västra Götaland,False
MYH 2020/5651,Helsingborg,Skåne,False
MYH 2020/5652,Göteborg,Västra Götaland,False
MYH 2020/5653,Örebro,Örebro,False
MYH 2020/5654,Örebro,Örebro,False
MYH 2020/5655,Göteborg,Västra Götaland,True
MYH 2020/5656,Malmö,Skåne,False
MYH 2020/5658,Linköping,Östergötland,False
MYH 2020/5659,Göteborg,Västra Götaland,False
MYH 2020/5660,Göteborg,Västra Götaland,False
MYH 2020/5661,Göteborg,Västra Götaland,False
MYH 2020/5662,Linköping,Östergötland,False
MYH 2020/5662,Örebro,Örebro,False
MYH 2020/5662,Malmö,Skåne,False
MYH 2020/5662,Sundsvall,Västernorrland,False
MYH 2020/5662,Stockholm,Stockholm,False
MYH 2020/5662,Borlänge,Dalarna,False
MYH 2020/5662,Jönköping,Jönköping,False
MYH 2020/5662,Växjö,Kronoberg,False
MYH 2020/5662,Norrköping,Östergötland,False
MYH 2020/5662,Göteborg,Västra Götaland,False
MYH 2020/5663,Stockholm,Stockholm,False
MYH 2020/5664,Malmö,Skåne,False
MYH 2020/5665,Malmö,Skåne,True
MYH 2020/5666,Stockholm,Stockholm,False
MYH 2020/5667,Stockholm,Stockholm,False
MYH 2020/5668,Båstad,Skåne,True
MYH 2020/5669,Malmö,Skåne,False
MYH 2020/5669,Stockholm,Stockholm,False
MYH 2020/5670,Göteborg,Västra Götaland,True
MYH 2020/5671,Göteborg,Västra Götaland,False
MYH 2020/5672,Stockholm,Stockholm,False
MYH 2020/5673,Stockholm,Stockholm,False
MYH 2020/5674,Göteborg,Västra Götaland,False
MYH 2020/5675,Stockholm,Stockholm,False
MYH 2020/5676,Stockholm,Stockholm,True
MYH 2020/5677,Göteborg,Västra Götaland,False
MYH 2020/5678,Stockholm,Stockholm,False
MYH 2020/5679,Göteborg,Västra Götaland,False
MYH 2020/5680,Stockholm,Stockholm,False
MYH 2020/5681,Stockholm,Stockholm,True
MYH 2020/5682,Lerum,Västra Götaland,False
MYH 2020/5683,Göteborg,Västra Götaland,True
MYH 2020/5684,Jönköping,Jönköping,False
MYH 2020/5685,Stockholm,Stockholm,False
MYH 2020/5686,Stockholm,Stockholm,False
MYH 2020/5687,Stockholm,Stockholm,True
MYH 2020/5688,Stockholm,Stockholm,False
MYH 2020/5689,Malmö,Skåne,False
MYH 2020/5690,Västerås,Västmanland,False
MYH 2020/5691,Stockholm,Stockholm,False
MYH 2020/5692,Skurup,Skåne,False
MYH 2020/5693,Malmö,Skåne,False
MYH 2020/5694,Göteborg,Västra Götaland,False
MYH 2020/5695,Göteborg,Västra Götaland,False
MYH 2020/5696,Malmö,Skåne,True
MYH 2020/5697,Norrköping,Östergötland,False
MYH 2020/5698,Västerås,Västmanland,False
MYH 2020/5699,Stockholm,Stockholm,False
MYH 2020/5700,Stockholm,Stockholm,False
MYH 2020/5701,Stockholm,Stockholm,True
MYH 2020/5702,Båstad,Skåne,True
MYH 2020/5703,Göteborg,Västra Götaland,True
MYH 2020/5704,Stockholm,Stockholm,False
MYH 2020/5705,Stockholm,Stockholm,False
MYH 2020/5706,Malmö,Skåne,False
MYH 2020/5706,Vimmerby,Kalmar,False
MYH 2020/5706,Dorotea,Västerbotten,False
MYH 2020/5706,Lycksele,Västerbotten,False
MYH 2020/5706,Norsjö,Västerbotten,False
MYH 2020/5706,Göteborg,Västra Götaland,False
MYH 2020/5706,Stockholm,Stockholm,False
MYH 2020/5707,Växjö,Kronoberg,False
MYH 2020/5708,Malmö,Skåne,False
MYH 2020/5709,Göteborg,Västra Götaland,False
MYH 2020/5710,Göteborg,Västra Götaland,False
MYH 2020/5711,Västerås,Västmanland,False
MYH 2020/5712,Storuman,Västerbotten,False
MYH 2020/5712,Sollefteå,Västernorrland,False
MYH 2020/5712,Vilhelmina,Västerbotten,False
MYH 2020/5712,Arvidsjaur,Norrbotten,False
MYH 2020/5712,Söderhamn,Gävleborg,False
MYH 2020/5712,Hudiksvall,Gävleborg,False
MYH 2020/5712,Gävle,Gävleborg,False
MYH 2020/5713,Göteborg,Västra Götaland,True
MYH 2020/5714,Stockholm,Stockholm,False
MYH 2020/5715,Västerås,Västmanland,False
MYH 2020/5715,Stockholm,Stockholm,False
MYH 2020/5715,Österåker,Stockholm,False
MYH 2020/5715,Järfälla,Stockholm,False
MYH 2020/5715,Solna,Stockholm,False
MYH 2020/5715,Tyresö,Stockholm,False
MYH 2020/5716,Umeå,Västerbotten,False
MYH 2020/5717,Stockholm,Stockholm,False
MYH 2020/5718,Stockholm,Stockholm,True
MYH 2020/5719,Stockholm,Stockholm,True
MYH 2020/5720,Borås,Västra Götaland,False
MYH 2020/5721,Stockholm,Stockholm,False
MYH 2020/5722,Stockholm,Stockholm,False
MYH 2020/5723,Stockholm,Stockholm,True
MYH 2020/5724,Stockholm,Stockholm,False
MYH 2020/5725,Malmö,Skåne,True
MYH 2020/5726,Malmö,Skåne,False
MYH 2020/5727,Göteborg,Västra Götaland,False
MYH 2020/5728,Arjeplog,Norrbotten,False
MYH 2020/5728,Arvidsjaur,Norrbotten,False
MYH 2020/5728,Dorotea,Västerbotten,False
MYH 2020/5728,Lycksele,Västerbotten,False
MYH 2020/5728,Sorsele,Västerbotten,False
MYH 2020/5728,Storuman,Västerbotten,False
MYH 2020/5728,Sollefteå,Västernorrland,False
MYH 2020/5729,Göteborg,Västra Götaland,False
MYH 2020/5730,Västervik,Kalmar,True
MYH 2020/5730,Sorsele,Västerbotten,True
MYH 2020/5730,Vilhelmina,Västerbotten,True
MYH 2020/5730,Arvidsjaur,Norrbotten,True
MYH 2020/5730,Arjeplog,Norrbotten,True
MYH 2020/5730,Sollefteå,Västernorrland,True
MYH 2020/5730,Dorotea,Västerbotten,True
MYH 2020/5731,Uppsala,Uppsala,True
MYH 2020/5732,Stockholm,Stockholm,True
MYH 2020/5733,Malmö,Skåne,False
MYH 2020/5734,Västervik,Kalmar,False
MYH 2020/5735,Göteborg,Västra Götaland,True
MYH 2020/5736,Göteborg,Västra Götaland,True
MYH 2020/5737,Arjeplog,Norrbotten,False
MYH 2020/5737,Åsele,Västerbotten,False
MYH 2020/5737,Malmö,Skåne,False
MYH 2020/5737,Vilhelmina,Västerbotten,False
MYH 2020/5737,Sorsele,Västerbotten,False
MYH 2020/5737,Hässleholm,Skåne,False
MYH 2020/5737,Simrishamn,Skåne,False
MYH 2020/5737,Arvidsjaur,Norrbotten,False
MYH 2020/5738,Kalmar,Kalmar,False
MYH 2020/5739,Skövde,Västra Götaland,False
MYH 2020/5740,Karlstad,Värmland,False
MYH 2020/5741,Malmö,Skåne,False
MYH 2020/5742,Järfälla,Stockholm,False
MYH 2020/5742,Stockholm,Stockholm,False
MYH 2020/5742,Västerås,Västmanland,False
MYH 2020/5742,Österåker,Stockholm,False
MYH 2020/5742,Tyresö,Stockholm,False
MYH 2020/5742,Solna,Stockholm,False
MYH 2020/5743,Stockholm,Stockholm,False
MYH 2020/5744,Enköping,Uppsala,False
MYH 2020/5745,Stockholm,Stockholm,False
MYH 2020/5746,Ljungby,Kronoberg,False
MYH 2020/5746,Östersund,Jämtland,False
MYH 2020/5746,Stockholm,Stockholm,False
MYH 2020/5746,Sollefteå,Västernorrland,False
MYH 2020/5746,Simrishamn,Skåne,False
MYH 2020/5746,Malmö,Skåne,False
MYH 2020/5746,Arjeplog,Norrbotten,False
MYH 2020/5747,Stockholm,Stockholm,False
MYH 2020/5748,Stockholm,Stockholm,False
MYH 2020/5749,Järfälla,Stockholm,False
MYH 2020/5750,Västerås,Västmanland,False
MYH 2020/5750,Järfälla,Stockholm,False
MYH 2020/5750,Solna,Stockholm,False
MYH 2020/5750,Stockholm,Stockholm,False
MYH 2020/5750,Österåker,Stockholm,False
MYH 2020/5751,Åsele,Västerbotten,False
MYH 2020/5751,Göteborg,Västra Götaland,False
MYH 2020/5751,Gävle,Gävleborg,False
MYH 2020/5751,Arjeplog,Norrbotten,False
MYH 2020/5751,Malmö,Skåne,False
MYH 2020/5751,Stockholm,Stockholm,False
MYH 2020/5752,Järfälla,Stockholm,False
MYH 2020/5753,Skurup,Skåne,False
MYH 2020/5754,Stockholm,Stockholm,False
MYH 2020/5755,Stockholm,Stockholm,False
MYH 2020/5756,Stockholm,Stockholm,False
MYH 2020/5757,Linköping,Östergötland,True
MYH 2020/5757,Eskilstuna,Södermanland,True
MYH 2020/5758,Ludvika,Dalarna,False
MYH 2020/5758,Strömsund,Jämtland,False
MYH 2020/5758,Arvidsjaur,Norrbotten,False
MYH 2020/5758,Göteborg,Västra Götaland,False
MYH 2020/5758,Hässleholm,Skåne,False
MYH 2020/5758,Lycksele,Västerbotten,False
MYH 2020/5758,Simrishamn,Skåne,False
MYH 2020/5759,Göteborg,Västra Götaland,True
MYH 2020/5760,Stockholm,Stockholm,True
MYH 2020/5761,Sundsvall,Västernorrland,False
MYH 2020/5762,Stockholm,Stockholm,False
MYH 2020/5763,Stockholm,Stockholm,False
MYH 2020/5764,Göteborg,Västra Götaland,True
MYH 2020/5765,Söderhamn,Gävleborg,False
MYH 2020/5766,Stockholm,Stockholm,True
MYH 2020/5767,Borås,Västra Götaland,True
MYH 2020/5768,Åsele,Västerbotten,False
MYH 2020/5768,Stockholm,Stockholm,False
MYH 2020/5768,Hässleholm,Skåne,False
MYH 2020/5768,Strömsund,Jämtland,False
MYH 2020/5768,Hudiksvall,Gävleborg,False
MYH 2020/5768,Gävle,Gävleborg,False
MYH 2020/5768,Ludvika,Dalarna,False
MYH 2020/5768,Sollefteå,Västernorrland,False
MYH 2020/5768,Sorsele,Västerbotten,False
MYH 2020/5768,Simrishamn,Skåne,False
MYH 2020/5769,Stockholm,Stockholm,True
MYH 2020/5771,Malung-Sälen,Dalarna,False
MYH 2020/5771,Solna,Stockholm,False
MYH 2020/5771,Åre,Jämtland,False
MYH 2020/5772,Malmö,Skåne,False
MYH 2020/5773,Stockholm,Stockholm,False
MYH 2020/5774,Göteborg,Västra Götaland,True
MYH 2020/5775,Stockholm,Stockholm,False
MYH 2020/5776,Ludvika,Dalarna,False
MYH 2020/5776,Malmö,Skåne,False
MYH 2020/5776,Dorotea,Västerbotten,False
MYH 2020/5776,Lycksele,Västerbotten,False
MYH 2020/5776,Norsjö,Västerbotten,False
MYH 2020/5776,Göteborg,Västra Götaland,False
MYH 2020/5777,Stockholm,Stockholm,False
MYH 2020/5778,Lidköping,Västra Götaland,False
MYH 2020/5778,Borås,Västra Götaland,False
MYH 2020/5779,Göteborg,Västra Götaland,False
MYH 2020/5780,Malmö,Skåne,False
MYH 2020/5781,Hässleholm,Skåne,False
MYH 2020/5781,Simrishamn,Skåne,False
MYH 2020/5781,Lycksele,Västerbotten,False
MYH 2020/5781,Stockholm,Stockholm,False
MYH 2020/5781,Göteborg,Västra Götaland,False
MYH 2020/5781,Malmö,Skåne,False
MYH 2020/5781,Dorotea,Västerbotten,False
MYH 2020/5782,Solna,Stockholm,False
MYH 2020/5783,Göteborg,Västra Götaland,False
MYH 2020/5784,Dorotea,Västerbotten,False
MYH 2020/5784,Arvidsjaur,Norrbotten,False
MYH 2020/5784,Åsele,Västerbotten,False
MYH 2020/5784,Stockholm,Stockholm,False
MYH 2020/5784,Norsjö,Västerbotten,False
MYH 2020/5784,Lycksele,Västerbotten,False
MYH 2020/5784,Arjeplog,Norrbotten,False
MYH 2020/5785,Stockholm,Stockholm,False
MYH 2020/5786,Göteborg,Västra Götaland,False
MYH 2020/5787,Hässleholm,Skåne,False
MYH 2020/5787,Göteborg,Västra Götaland,False
MYH 2020/5787,Norsjö,Västerbotten,False
MYH 2020/5787,Arjeplog,Norrbotten,False
MYH 2020/5787,Dorotea,Västerbotten,False
MYH 2020/5787,Lycksele,Västerbotten,False
MYH 2020/5787,Stockholm,Stockholm,False
MYH 2020/5788,Stockholm,Stockholm,False
MYH 2020/5789,Borås,Västra Götaland,True
MYH 2020/5790,Dorotea,Västerbotten,False
MYH 2020/5790,Lycksele,Västerbotten,False
MYH 2020/5790,Strömsund,Jämtland,False
MYH 2020/5790,Arvidsjaur,Norrbotten,False
MYH 2020/5790,Västervik,Kalmar,False
MYH 2020/5790,Stockholm,Stockholm,False
MYH 2020/5790,Simrishamn,Skåne,False
MYH 2020/5791,Borås,Västra Götaland,False
MYH 2020/5792,Borås,Västra Götaland,False
MYH 2020/5793,Borås,Västra Götaland,False
MYH 2020/5794,Växjö,Kronoberg,False
MYH 2020/5795,Göteborg,Västra Götaland,False
MYH 2020/5795,Gävle,Gävleborg,False
MYH 2020/5795,Malmö,Skåne,False
MYH 2020/5795,Stockholm,Stockholm,False
MYH 2020/5795,Lycksele,Västerbotten,False
MYH 2020/5795,Norsjö,Västerbotten,False
MYH 2020/5796,Malmö,Skåne,False
MYH 2020/5797,Stockholm,Stockholm,False
MYH 2020/5798,Stockholm,Stockholm,False
MYH 2020/5799,Göteborg,Västra Götaland,False
MYH 2020/5800,Sollefteå,Västernorrland,False
MYH 2020/5800,Norsjö,Västerbotten,False
MYH 2020/5800,Arjeplog,Norrbotten,False
MYH 2020/5800,Strömsund,Jämtland,False
MYH 2020/5800,Göteborg,Västra Götaland,False
MYH 2020/5800,Ludvika,Dalarna,False
MYH 2020/5800,Stockholm,Stockholm,False
MYH 2020/5801,Stockholm,Stockholm,True
MYH 2020/5802,Malmö,Skåne,False
MYH 2020/5803,Stockholm,Stockholm,True
MYH 2020/5804,Stockholm,Stockholm,False
MYH 2020/5804,Sollefteå,Västernorrland,False
MYH 2020/5804,Simrishamn,Skåne,False
MYH 2020/5804,Helsingborg,Skåne,False
MYH 2020/5804,Strömsund,Jämtland,False
MYH 2020/5804,Söderhamn,Gävleborg,False
MYH 2020/5804,Gävle,Gävleborg,False
MYH 2020/5805,Göteborg,Västra Götaland,True
MYH 2020/5806,Växjö,Kronoberg,False
MYH 2020/5807,Växjö,Kronoberg,False
MYH 2020/5808,Göteborg,Västra Götaland,False
MYH 2020/5809,Skurup,Skåne,False
MYH 2020/5810,Göteborg,Västra Götaland,True
MYH 2020/5811,Stockholm,Stockholm,False
MYH 2020/5812,Hudiksvall,Gävleborg,False
MYH 2020/5812,Göteborg,Västra Götaland,False
MYH 2020/5812,Gislaved,Jönköping,False
MYH 2020/5812,Vilhelmina,Västerbotten,False
MYH 2020/5812,Simrishamn,Skåne,False
MYH 2020/5812,Ronneby,Blekinge,False
MYH 2020/5812,Lycksele,Västerbotten,False
MYH 2020/5813,Örebro,Örebro,False
MYH 2020/5813,Västerås,Västmanland,False
MYH 2020/5814,Västerås,Västmanland,False
MYH 2020/5815,Stockholm,Stockholm,False
MYH 2020/5816,Växjö,Kronoberg,False
MYH 2020/5816,Älmhult,Kronoberg,False
MYH 2020/5817,Båstad,Skåne,False
MYH 2020/5818,Jönköping,Jönköping,False
MYH 2020/5819,Stockholm,Stockholm,False
MYH 2020/5820,Jönköping,Jönköping,False
MYH 2020/5821,Jönköping,Jönköping,False
MYH 2020/5822,Norsjö,Västerbotten,False
MYH 2020/5822,Hultsfred,Kalmar,False
MYH 2020/5822,Arvidsjaur,Norrbotten,False
MYH 2020/5822,Lycksele,Västerbotten,False
MYH 2020/5822,Simrishamn,Skåne,False
MYH 2020/5822,Dorotea,Västerbotten,False
MYH 2020/5822,Stockholm,Stockholm,False
MYH 2020/5823,Piteå,Norrbotten,False
MYH 2020/5824,Stockholm,Stockholm,True
MYH 2020/5825,Kalmar,Kalmar,False
MYH 2020/5825,Örebro,Örebro,False
MYH 2020/5826,Stockholm,Stockholm,False
MYH 2020/5827,Gävle,Gävleborg,True
MYH 2020/5828,Båstad,Skåne,True
MYH 2020/5829,Stockholm,Stockholm,False
MYH 2020/5830,Stockholm,Stockholm,False
MYH 2020/5831,Jönköping,Jönköping,False
MYH 2020/5832,Luleå,Norrbotten,False
MYH 2020/5833,Stockholm,Stockholm,False
MYH 2020/5834,Jönköping,Jönköping,False
MYH 2020/5835,Gävle,Gävleborg,False
MYH 2020/5836,Hudiksvall,Gävleborg,True
MYH 2020/5837,Linköping,Östergötland,False
MYH 2020/5838,Sundsvall,Västernorrland,False
MYH 2020/5839,Stockholm,Stockholm,False
MYH 2020/5840,Sandviken,Gävleborg,True
MYH 2020/5840,Hudiksvall,Gävleborg,True
MYH 2020/5841,Linköping,Östergötland,False
MYH 2020/5842,Stockholm,Stockholm,False
MYH 2020/5843,Hudiksvall,Gävleborg,True
MYH 2020/5843,Sundsvall,Västernorrland,True
MYH 2020/5844,Stockholm,Stockholm,False
MYH 2020/5844,Örebro,Örebro,False
MYH 2020/5845,Stockholm,Stockholm,False
MYH 2020/5846,Stockholm,Stockholm,False
MYH 2020/5847,Stockholm,Stockholm,False
MYH 2020/5848,Stockholm,Stockholm,False
MYH 2020/5849,Oskarshamn,Kalmar,False
MYH 2020/5849,Åsele,Västerbotten,False
MYH 2020/5849,Simrishamn,Skåne,False
MYH 2020/5849,Hässleholm,Skåne,False
MYH 2020/5849,Arvidsjaur,Norrbotten,False
MYH 2020/5849,Arjeplog,Norrbotten,False
MYH 2020/5849,Dorotea,Västerbotten,False
MYH 2020/5849,Ljungby,Kronoberg,False
MYH 2020/5849,Vilhelmina,Västerbotten,False
MYH 2020/5849,Sorsele,Västerbotten,False
MYH 2020/5850,Stockholm,Stockholm,True
MYH 2020/5851,Stockholm,Stockholm,False
MYH 2020/5852,Haninge,Stockholm,False
MYH 2020/5853,Umeå,Västerbotten,False
MYH 2020/5854,Västerås,Västmanland,True
MYH 2020/5855,Stockholm,Stockholm,False
MYH 2020/5856,Stockholm,Stockholm,False
MYH 2020/5857,Göteborg,Västra Götaland,False
MYH 2020/5858,Stockholm,Stockholm,False
MYH 2020/5859,Skurup,Skåne,False
MYH 2020/5860,Stockholm,Stockholm,False
MYH 2020/5861,Göteborg,Västra Götaland,False
MYH 2020/5862,Arjeplog,Norrbotten,False
MYH 2020/5862,Göteborg,Västra Götaland,False
MYH 2020/5862,Simrishamn,Skåne,False
MYH 2020/5862,Lycksele,Västerbotten,False
MYH 2020/5862,Sorsele,Västerbotten,False
MYH 2020/5862,Sollefteå,Västernorrland,False
MYH 2020/5862,Vilhelmina,Västerbotten,False
MYH 2020/5863,Stockholm,Stockholm,False
MYH 2020/5864,Stockholm,Stockholm,True
MYH 2020/5865,Stockholm,Stockholm,True
MYH 2020/5866,Göteborg,Västra Götaland,False
MYH 2020/5867,Stockholm,Stockholm,False
MYH 2020/5868,Örebro,Örebro,True
MYH 2020/5868,Eskilstuna,Södermanland,True
MYH 2020/5869,Växjö,Kronoberg,False
MYH 2020/5869,Älmhult,Kronoberg,False
MYH 2020/5870,Göteborg,Västra Götaland,False
MYH 2020/5871,Stockholm,Stockholm,False
MYH 2020/5872,Gotland,Gotland,False
MYH 2020/5872,Solna,Stockholm,False
MYH 2020/5873,Sorsele,Västerbotten,False
MYH 2020/5873,Lycksele,Västerbotten,False
MYH 2020/5873,Dorotea,Västerbotten,False
MYH 2020/5873,Simrishamn,Skåne,False
MYH 2020/5873,Malmö,Skåne,False
MYH 2020/5873,Arvidsjaur,Norrbotten,False
MYH 2020/5873,Arjeplog,Norrbotten,False
MYH 2020/5874,Lund,Skåne,False
MYH 2020/5875,Stockholm,Stockholm,False
MYH 2020/5876,Stockholm,Stockholm,False
MYH 2020/5877,Göteborg,Västra Götaland,False
MYH 2020/5878,Vilhelmina,Västerbotten,False
MYH 2020/5878,Lycksele,Västerbotten,False
MYH 2020/5878,Simrishamn,Skåne,False
MYH 2020/5878,Dorotea,Västerbotten,False
MYH 2020/5878,Västervik,Kalmar,False
MYH 2020/5878,Sorsele,Västerbotten,False
MYH 2020/5878,Arjeplog,Norrbotten,False
MYH 2020/5879,Stockholm,Stockholm,False
MYH 2020/5880,Stockholm,Stockholm,False
MYH 2020/5881,Stockholm,Stockholm,False
MYH 2020/5882,Göteborg,Västra Götaland,False
MYH 2020/5882,Dorotea,Västerbotten,False
MYH 2020/5882,Stockholm,Stockholm,False
MYH 2020/5882,Hässleholm,Skåne,False
MYH 2020/5882,Arjeplog,Norrbotten,False
MYH 2020/5882,Vimmerby,Kalmar,False
MYH 2020/5882,Lycksele,Västerbotten,False
MYH 2020/5883,Göteborg,Västra Götaland,False
MYH 2020/5884,Umeå,Västerbotten,True
MYH 2020/5885,Tranemo,Västra Götaland,False
MYH 2020/5886,Stockholm,Stockholm,False
MYH 2020/5887,Örnsköldsvik,Västernorrland,True
MYH 2020/5888,Stockholm,Stockholm,False
MYH 2020/5889,Göteborg,Västra Götaland,False
MYH 2020/5890,Västervik,Kalmar,True
MYH 2020/5890,Göteborg,Västra Götaland,True
MYH 2020/5891,Malmö,Skåne,False
MYH 2020/5892,Vänersborg,Västra Götaland,False
MYH 2020/5892,Göteborg,Västra Götaland,False
MYH 2020/5893,Stockholm,Stockholm,False
MYH 2020/5894,Malmö,Skåne,False
MYH 2021/2864,Östersund,Jämtland,False
MYH 2021/2864,Stockholm,Stockholm,False
MYH 2021/2872,Örebro,Örebro,False
MYH 2021/2873,Umeå,Västerbotten,False
MYH 2021/2876,Karlskrona,Blekinge,False
MYH 2021/2877,Karlskrona,Blekinge,False
MYH 2021/2878,Karlskrona,Blekinge,False
MYH 2021/2895,Solna,Stockholm,False
MYH 2021/2896,Solna,Stockholm,False
MYH 2021/2898,Solna,Stockholm,False
MYH 2021/2911,Umeå,Västerbotten,True
MYH 2021/2918,Göteborg,Västra Götaland,True
MYH 2021/2919,Örnsköldsvik,Västernorrland,True
MYH 2021/2919,Umeå,Västerbotten,True
MYH 2021/2938,Umeå,Västerbotten,False
MYH 2021/2939,Örebro,Örebro,True
MYH 2021/2946,Umeå,Västerbotten,False
MYH 2021/2947,Östersund,Jämtland,False
MYH 2021/2947,Umeå,Västerbotten,False
MYH 2021/2955,Göteborg,Västra Götaland,False
MYH 2021/2956,Solna,Stockholm,False
MYH 2021/2963,Borlänge,Dalarna,False
MYH 2021/2965,Kristianstad,Skåne,False
MYH 2021/2966,Lund,Skåne,False
MYH 2021/2969,Lund,Skåne,True
MYH 2021/2970,Malmö,Skåne,False
MYH 2021/2971,Umeå,Västerbotten,True
MYH 2021/2972,Göteborg,Västra Götaland,False
MYH 2021/2976,Göteborg,Västra Götaland,False
MYH 2021/2977,Göteborg,Västra Götaland,False
MYH 2021/2977,Sundsvall,Västernorrland,False
MYH 2021/2977,Uppsala,Uppsala,False
MYH 2021/2982,Kalmar,Kalmar,False
MYH 2021/2987,Kristianstad,Skåne,False
MYH 2021/2991,Göteborg,Västra Götaland,False
MYH 2021/2999,Borlänge,Dalarna,True
MYH 2021/3000,Östersund,Jämtland,False
MYH 2021/3002,Trollhättan,Västra Götaland,True
MYH 2021/3004,Trollhättan,Västra Götaland,False
MYH 2021/3007,Sundsvall,Västernorrland,True
MYH 2021/3025,Eskilstuna,Södermanland,True
MYH 2021/3031,Örnsköldsvik,Västernorrland,True
MYH 2021/3054,Östersund,Jämtland,False
MYH 2021/3057,Solna,Stockholm,False
MYH 2021/3062,Örebro,Örebro,False
MYH 2021/3067,Örebro,Örebro,False
MYH 2021/3073,Göteborg,Västra Götaland,False
MYH 2021/3076,Malmö,Skåne,False
MYH 2021/3083,Solna,Stockholm,True
MYH 2021/3083,Malmö,Skåne,True
MYH 2021/3084,Solna,Stockholm,False
MYH 2021/3085,Göteborg,Västra Götaland,True
MYH 2021/3103,Helsingborg,Skåne,False
MYH 2021/3103,Borås,Västra Götaland,False
MYH 2021/3104,Helsingborg,Skåne,False
MYH 2021/3110,Göteborg,Västra Götaland,False
MYH 2021/3111,Jönköping,Jönköping,True
MYH 2021/3111,Tranås,Jönköping,True
MYH 2021/3112,Tranås,Jönköping,True
MYH 2021/3114,Malmö,Skåne,False
MYH 2021/3115,Kalmar,Kalmar,False
MYH 2021/3118,Borgholm,Kalmar,True
MYH 2021/3118,Norrtälje,Stockholm,True
MYH 2021/3118,Stockholm,Stockholm,True
MYH 2021/3119,Stockholm,Stockholm,False
MYH 2021/3119,Norrtälje,Stockholm,False
MYH 2021/3120,Örebro,Örebro,False
MYH 2021/3120,Norrköping,Östergötland,False
MYH 2021/3121,Linköping,Östergötland,True
MYH 2021/3131,Umeå,Västerbotten,True
MYH 2021/3135,Linköping,Östergötland,False
MYH 2021/3136,Stockholm,Stockholm,True
MYH 2021/3137,Göteborg,Västra Götaland,True
MYH 2021/3138,Solna,Stockholm,False
MYH 2021/3139,Solna,Stockholm,True
MYH 2021/3141,Göteborg,Västra Götaland,False
MYH 2021/3143,Solna,Stockholm,False
MYH 2021/3150,Östersund,Jämtland,False
MYH 2021/3156,Solna,Stockholm,False
MYH 2021/3157,Solna,Stockholm,False
MYH 2021/3159,Linköping,Östergötland,False
MYH 2021/3159,Jönköping,Jönköping,False
MYH 2021/3160,Bengtsfors,Västra Götaland,True
MYH 2021/3162,Göteborg,Västra Götaland,True
MYH 2021/3165,Uddevalla,Västra Götaland,False
MYH 2021/3167,Borlänge,Dalarna,False
MYH 2021/3171,Arvika,Värmland,False
MYH 2021/3179,Solna,Stockholm,True
MYH 2021/3180,Linköping,Östergötland,False
MYH 2021/3180,Gislaved,Jönköping,False
MYH 2021/3180,Norrtälje,Stockholm,False
MYH 2021/3181,Skellefteå,Västerbotten,False
MYH 2021/3183,Umeå,Västerbotten,False
MYH 2021/3184,Solna,Stockholm,True
MYH 2021/3186,Stockholm,Stockholm,False
MYH 2021/3190,Örebro,Örebro,False
MYH 2021/3194,Göteborg,Västra Götaland,False
MYH 2021/3195,Solna,Stockholm,True
MYH 2021/3198,Stockholm,Stockholm,False
MYH 2021/3199,Stockholm,Stockholm,False
