,Utbildningsområde,Utbildningsnamn,Län,Kommun,Flera kommuner,YH-poäng,Studieform,Studietakt %,Utbildningsanordnare administrativ enhet,Huvudmannatyp,Sökta platser per utbildningsomgång,Sökta platser totalt,Beviljade platser totalt,Diarienummer,Beslut,Sökta utbildningsomgångar,Beviljade utbildningsomgångar,Ansökningsomgång,Antal kommuner
788,"Ekonomi, administration och försäljning",Varumärkesspecialist med digital kompetens,Stockholm,Stockholm,False,400,Distans,100,"Stockholms stad, Frans Schartaus Handelsinstitut",Kommun,30,120,0,MYH 2020/5777,False,4,0,2020,1
789,"Ekonomi, administration och försäljning",Varumärkesspecialist med digital kompetens,Västra Götaland,Göteborg,False,400,Distans,100,"Göteborgs Stad, Yrgo",Kommun,35,175,0,MYH 2020/5568,False,5,0,2020,1
790,"Ekonomi, administration och försäljning",Visual Merchandiser,Stockholm,Stockholm,False,300,Distans,75,Stockholm School of Business,Privat,35,105,70,MYH 2020/5732,True,3,2,2020,1
791,"Ekonomi, administration och försäljning",Visual Merchandiser - Unified Commerce,Skåne,Malmö,False,400,Bunden,100,IHM Business School AB Malmö,Privat,35,105,70,MYH 2020/4895,True,3,2,2020,1
792,"Ekonomi, administration och försäljning",Visual Merchandiser - Unified Commerce,Stockholm,Stockholm,False,400,Bunden,100,IHM Business School AB Stockholm,Privat,35,105,0,MYH 2020/4897,False,3,0,2020,1
793,"Ekonomi, administration och försäljning",Visual Merchandiser - Unified Commerce,Västra Götaland,Göteborg,False,400,Bunden,100,IHM Business School AB Göteborg,Privat,35,105,0,MYH 2020/4898,False,3,0,2020,1
794,"Ekonomi, administration och försäljning",Vårdadministratör,Västerbotten,Lycksele,True,400,Distans,100,Lernia Utbildning AB,Privat,5,15,0,MYH 2020/5174,False,3,0,2020,3
795,"Ekonomi, administration och försäljning",Vårdadministratör,Västerbotten,Skellefteå,True,400,Distans,100,Lernia Utbildning AB,Privat,7,21,0,MYH 2020/5174,False,3,0,2020,3
796,"Ekonomi, administration och försäljning",Vårdadministratör,Västerbotten,Umeå,True,400,Distans,100,Lernia Utbildning AB,Privat,22,66,0,MYH 2020/5174,False,3,0,2020,3
797,"Ekonomi, administration och försäljning",Vårdadministratör,Östergötland,Linköping,False,400,Bunden,100,Östsvenska Yrkeshögskolan AB,Privat,25,125,75,MYH 2020/4980,True,5,3,2020,1
798,"Ekonomi, administration och försäljning",Vårdadministratör - medicinsk sekreterare,Värmland,Karlstad,False,400,Bunden,100,"Karlstads kommun, Yrkeshögskolan",Kommun,25,125,75,MYH 2020/5356,True,5,3,2020,1
799,"Ekonomi, administration och försäljning",Vårdadministratör - medicinsk sekreterare,Värmland,Kristinehamn,False,400,Bunden,100,"Kristinehamns kommun, Komvux",Kommun,20,60,60,MYH 2020/4692,True,3,3,2020,1
800,"Ekonomi, administration och försäljning",Vårdadministratör - medicinsk sekreterare,Värmland,Kristinehamn,False,400,Distans,100,"Kristinehamns kommun, Komvux",Kommun,20,60,0,MYH 2020/4829,False,3,0,2020,1
801,Friskvård och kroppsvård,Bad- och hälsoförvaltare,Skåne,Kristianstad,False,250,Distans,100,Folkuniversitetet - Kursverksamheten vid Lunds Universitet,Privat,20,60,0,MYH 2020/5005,False,3,0,2020,1
802,Friskvård och kroppsvård,"Behörig frisör, eftergymnasial färdigutbildning",Skåne,Ängelholm,False,200,Bunden,100,Ängelholms kommun,Kommun,12,60,0,MYH 2020/5497,False,5,0,2020,1
803,Friskvård och kroppsvård,Frisör,Västra Götaland,Göteborg,False,225,Bunden,100,"Göteborgs Stad, Yrgo",Kommun,32,128,0,MYH 2020/5220,False,4,0,2020,1
804,Friskvård och kroppsvård,Frisör Avancerad Nivå,Västra Götaland,Tranemo,False,200,Bunden,100,Creative Academy of Hair,Privat,10,50,0,MYH 2020/5885,False,5,0,2020,1
805,Friskvård och kroppsvård,Hud- & skönhetsterapeut,Västra Götaland,Göteborg,False,200,Bunden,100,BC Academy,Privat,20,100,0,MYH 2020/4855,False,5,0,2020,1
806,Friskvård och kroppsvård,Hud- och massageterapeut,Stockholm,Stockholm,False,300,Bunden,100,Yrkeshögskolan för Hudvård & Spa AB,Privat,20,80,80,MYH 2020/5069,True,4,4,2020,1
807,Friskvård och kroppsvård,Hud- och spaterapeut,Stockholm,Stockholm,False,300,Bunden,100,Axelsons Gymnastiska Institut,Privat,20,60,0,MYH 2020/5851,False,3,0,2020,1
808,Friskvård och kroppsvård,Hud- och spaterapeut,Västra Götaland,Göteborg,False,300,Bunden,100,Yrkeshögskolan för Hudvård & Spa AB,Privat,20,80,80,MYH 2020/5079,True,4,4,2020,1
809,Friskvård och kroppsvård,Kvalificerad frisör,Västra Götaland,Göteborg,False,200,Bunden,100,Sveriges Frisörer AB,Privat,20,80,0,MYH 2020/4774,False,4,0,2020,1
810,Friskvård och kroppsvård,Kvalificerad frisör,Västra Götaland,Trollhättan,False,200,Bunden,100,Elevutbildarna i Sverige AB,Privat,20,80,0,MYH 2020/4777,False,4,0,2020,1
811,Friskvård och kroppsvård,Kvalificerad frisör ,Stockholm,Solna,False,200,Bunden,100,Svensk Helhetsdesign AB ,Privat,20,80,0,MYH 2020/4775,False,4,0,2020,1
812,Friskvård och kroppsvård,Personlig Tränare,Gävleborg,Gävle,False,200,Distans,100,Folkuniversitetet - Stiftelsen Kursverksamheten vid Uppsala universitetet,Privat,30,90,0,MYH 2020/4619,False,3,0,2020,1
813,"Hotell, restaurang och turism",Affärsutvecklare besöksnäring,Kalmar,Oskarshamn,True,400,Bunden,100,Företagsekonomiska Institutet 1888 AB,Privat,4,12,0,MYH 2020/5849,False,3,0,2020,10
814,"Hotell, restaurang och turism",Affärsutvecklare besöksnäring,Kronoberg,Ljungby,True,400,Bunden,100,Företagsekonomiska Institutet 1888 AB,Privat,4,12,0,MYH 2020/5849,False,3,0,2020,10
815,"Hotell, restaurang och turism",Affärsutvecklare besöksnäring,Norrbotten,Arjeplog,True,400,Bunden,100,Företagsekonomiska Institutet 1888 AB,Privat,3,9,0,MYH 2020/5849,False,3,0,2020,10
816,"Hotell, restaurang och turism",Affärsutvecklare besöksnäring,Norrbotten,Arvidsjaur,True,400,Bunden,100,Företagsekonomiska Institutet 1888 AB,Privat,4,12,0,MYH 2020/5849,False,3,0,2020,10
817,"Hotell, restaurang och turism",Affärsutvecklare besöksnäring,Norrbotten,Kalix,True,400,Distans,100,YrkesAkademin YH AB,Privat,10,30,30,MYH 2020/5062,True,3,3,2020,2
818,"Hotell, restaurang och turism",Affärsutvecklare besöksnäring,Norrbotten,Kiruna,True,400,Distans,100,YrkesAkademin YH AB,Privat,10,30,30,MYH 2020/5062,True,3,3,2020,2
819,"Hotell, restaurang och turism",Affärsutvecklare besöksnäring,Skåne,Hässleholm,True,400,Bunden,100,Företagsekonomiska Institutet 1888 AB,Privat,4,12,0,MYH 2020/5849,False,3,0,2020,10
820,"Hotell, restaurang och turism",Affärsutvecklare besöksnäring,Skåne,Simrishamn,True,400,Bunden,100,Företagsekonomiska Institutet 1888 AB,Privat,4,12,0,MYH 2020/5849,False,3,0,2020,10
821,"Hotell, restaurang och turism",Affärsutvecklare besöksnäring,Västerbotten,Dorotea,True,400,Bunden,100,Företagsekonomiska Institutet 1888 AB,Privat,3,9,0,MYH 2020/5849,False,3,0,2020,10
822,"Hotell, restaurang och turism",Affärsutvecklare besöksnäring,Västerbotten,Sorsele,True,400,Bunden,100,Företagsekonomiska Institutet 1888 AB,Privat,3,9,0,MYH 2020/5849,False,3,0,2020,10
823,"Hotell, restaurang och turism",Affärsutvecklare besöksnäring,Västerbotten,Vilhelmina,True,400,Bunden,100,Företagsekonomiska Institutet 1888 AB,Privat,3,9,0,MYH 2020/5849,False,3,0,2020,10
824,"Hotell, restaurang och turism",Affärsutvecklare besöksnäring,Västerbotten,Åsele,True,400,Bunden,100,Företagsekonomiska Institutet 1888 AB,Privat,3,9,0,MYH 2020/5849,False,3,0,2020,10
825,"Hotell, restaurang och turism","Arbetsledare, måltidsservice",Stockholm,Stockholm,False,200,Distans,50,TUC Sweden AB - Yrkeshögskola,Privat,35,175,105,MYH 2020/4606,True,5,3,2020,1
826,"Hotell, restaurang och turism",Arctic Hospitality Leader ,Norrbotten,Boden,False,300,Bunden,100,Changemaker Educations AB,Privat,35,140,70,MYH 2020/4826,True,4,2,2020,1
827,"Hotell, restaurang och turism",Destination Management,Skåne,Malmö,False,400,Bunden,100,TEC Travel Education Centre AB,Privat,30,90,0,MYH 2020/5641,False,3,0,2020,1
828,"Hotell, restaurang och turism",Destination Management,Stockholm,Stockholm,False,400,Bunden,100,TEC Travel Education Centre AB,Privat,35,105,105,MYH 2020/5642,True,3,3,2020,1
829,"Hotell, restaurang och turism",Digital Meetings and Event Producer,Stockholm,Stockholm,False,400,Bunden,100,TEC Travel Education Centre AB,Privat,35,105,0,MYH 2020/5714,False,3,0,2020,1
830,"Hotell, restaurang och turism",Entreprenör inom hållbar turism,Skåne,Båstad,False,160,Distans,75,Båstad kommun Akademi Båstad,Kommun,30,90,0,MYH 2020/4652,False,3,0,2020,1
831,"Hotell, restaurang och turism",Event Manager,Norrbotten,Arjeplog,True,400,Bunden,100,Företagsekonomiska Institutet 1888 AB,Privat,4,12,0,MYH 2020/5737,False,3,0,2020,8
832,"Hotell, restaurang och turism",Event Manager,Norrbotten,Arvidsjaur,True,400,Bunden,100,Företagsekonomiska Institutet 1888 AB,Privat,5,15,0,MYH 2020/5737,False,3,0,2020,8
833,"Hotell, restaurang och turism",Event Manager,Skåne,Hässleholm,True,400,Bunden,100,Företagsekonomiska Institutet 1888 AB,Privat,5,15,0,MYH 2020/5737,False,3,0,2020,8
834,"Hotell, restaurang och turism",Event Manager,Skåne,Malmö,True,400,Bunden,100,Företagsekonomiska Institutet 1888 AB,Privat,5,15,0,MYH 2020/5737,False,3,0,2020,8
835,"Hotell, restaurang och turism",Event Manager,Skåne,Simrishamn,True,400,Bunden,100,Företagsekonomiska Institutet 1888 AB,Privat,4,12,0,MYH 2020/5737,False,3,0,2020,8
836,"Hotell, restaurang och turism",Event Manager,Västerbotten,Sorsele,True,400,Bunden,100,Företagsekonomiska Institutet 1888 AB,Privat,4,12,0,MYH 2020/5737,False,3,0,2020,8
837,"Hotell, restaurang och turism",Event Manager,Västerbotten,Vilhelmina,True,400,Bunden,100,Företagsekonomiska Institutet 1888 AB,Privat,4,12,0,MYH 2020/5737,False,3,0,2020,8
838,"Hotell, restaurang och turism",Event Manager,Västerbotten,Åsele,True,400,Bunden,100,Företagsekonomiska Institutet 1888 AB,Privat,4,12,0,MYH 2020/5737,False,3,0,2020,8
839,"Hotell, restaurang och turism",Executive Food and Beverage Manager,Dalarna,Malung-Sälen,True,115,Distans,50,YrkesAkademin YH AB,Privat,7,21,0,MYH 2020/5569,False,3,0,2020,3
840,"Hotell, restaurang och turism",Executive Food and Beverage Manager,Jämtland,Åre,True,115,Distans,50,YrkesAkademin YH AB,Privat,7,21,0,MYH 2020/5569,False,3,0,2020,3
841,"Hotell, restaurang och turism",Executive Food and Beverage Manager,Stockholm,Solna,True,115,Distans,50,YrkesAkademin YH AB,Privat,6,18,0,MYH 2020/5569,False,3,0,2020,3
842,"Hotell, restaurang och turism",Food &  Beverage Manager ,Dalarna,Malung-Sälen,True,300,Distans,100,YrkesAkademin YH AB,Privat,10,30,0,MYH 2020/5771,False,3,0,2020,3
843,"Hotell, restaurang och turism",Food &  Beverage Manager ,Jämtland,Åre,True,300,Distans,100,YrkesAkademin YH AB,Privat,10,30,0,MYH 2020/5771,False,3,0,2020,3
844,"Hotell, restaurang och turism",Food &  Beverage Manager ,Stockholm,Solna,True,300,Distans,100,YrkesAkademin YH AB,Privat,10,30,0,MYH 2020/5771,False,3,0,2020,3
845,"Hotell, restaurang och turism",Food & Beverage Manager,Kalmar,Västervik,True,300,Bunden,100,Företagsekonomiska Institutet 1888 AB,Privat,7,21,14,MYH 2020/5890,True,3,2,2020,2
846,"Hotell, restaurang och turism",Food & Beverage Manager,Norrbotten,Arjeplog,True,300,Bunden,100,Företagsekonomiska Institutet 1888 AB,Privat,4,12,0,MYH 2020/5873,False,3,0,2020,7
847,"Hotell, restaurang och turism",Food & Beverage Manager,Norrbotten,Arvidsjaur,True,300,Bunden,100,Företagsekonomiska Institutet 1888 AB,Privat,5,15,0,MYH 2020/5873,False,3,0,2020,7
848,"Hotell, restaurang och turism",Food & Beverage Manager,Skåne,Malmö,True,300,Bunden,100,Företagsekonomiska Institutet 1888 AB,Privat,10,30,0,MYH 2020/5873,False,3,0,2020,7
849,"Hotell, restaurang och turism",Food & Beverage Manager,Skåne,Simrishamn,True,300,Bunden,100,Företagsekonomiska Institutet 1888 AB,Privat,4,12,0,MYH 2020/5873,False,3,0,2020,7
850,"Hotell, restaurang och turism",Food & Beverage Manager,Västerbotten,Dorotea,True,300,Bunden,100,Företagsekonomiska Institutet 1888 AB,Privat,4,12,0,MYH 2020/5873,False,3,0,2020,7
851,"Hotell, restaurang och turism",Food & Beverage Manager,Västerbotten,Lycksele,True,300,Bunden,100,Företagsekonomiska Institutet 1888 AB,Privat,4,12,0,MYH 2020/5873,False,3,0,2020,7
852,"Hotell, restaurang och turism",Food & Beverage Manager,Västerbotten,Sorsele,True,300,Bunden,100,Företagsekonomiska Institutet 1888 AB,Privat,4,12,0,MYH 2020/5873,False,3,0,2020,7
853,"Hotell, restaurang och turism",Food & Beverage Manager,Västra Götaland,Göteborg,True,300,Bunden,100,Företagsekonomiska Institutet 1888 AB,Privat,28,84,56,MYH 2020/5890,True,3,2,2020,2
854,"Hotell, restaurang och turism",Gastronomiprogrammet - inriktning mot kök respektive matsal,Västerbotten,Vilhelmina,False,200,Bunden,100,"Vilhelmina kommun, Vilhelmina Lärcentrum",Kommun,30,60,0,MYH 2020/5453,False,2,0,2020,1
855,"Hotell, restaurang och turism",Hotel & Restaurant Manager ,Stockholm,Stockholm,False,300,Distans,100,TUC Sweden AB - Yrkeshögskola,Privat,35,175,0,MYH 2020/5426,False,5,0,2020,1
856,"Hotell, restaurang och turism",Hotel management,Skåne,Malmö,False,400,Distans,100,Grit Academy AB,Privat,35,105,0,MYH 2020/4918,False,3,0,2020,1
857,"Hotell, restaurang och turism",Hotel management,Stockholm,Stockholm,False,400,Bunden,100,"Stockholms stad, Frans Schartaus Handelsinstitut",Kommun,35,175,105,MYH 2020/5565,True,5,3,2020,1
858,"Hotell, restaurang och turism",Hållbar gastronomiskt ledarskap med maritim fördjupning,Västra Götaland,Sotenäs,False,200,Bunden,100,Sotenäs kommun,Kommun,20,60,0,MYH 2020/4828,False,3,0,2020,1
859,"Hotell, restaurang och turism",Hållbar turism - destinationssamordnare ,Skåne,Lund,False,300,Distans,100,Folkuniversitetet - Kursverksamheten vid Lunds Universitet,Privat,20,60,0,MYH 2020/5503,False,3,0,2020,1
860,"Hotell, restaurang och turism","Kock, specialisering växtbaserad gastronomi",Stockholm,Stockholm,False,200,Bunden,100,Foodbrain STHLM AB,Privat,32,96,0,MYH 2020/4833,False,3,0,2020,1
861,"Hotell, restaurang och turism",Konceptutvecklare Event och Besöksnäring,Stockholm,Stockholm,False,400,Bunden,100,IHM Business School AB Stockholm,Privat,35,105,105,MYH 2020/4991,True,3,3,2020,1
862,"Hotell, restaurang och turism",Konceptutvecklare Event och Besöksnäring,Västra Götaland,Göteborg,False,400,Bunden,100,IHM Business School AB Göteborg,Privat,35,105,105,MYH 2020/4984,True,3,3,2020,1
863,"Hotell, restaurang och turism",Kökschef,Västmanland,Västerås,False,300,Distans,75,Västerås Stad/Barn- och Utbildningsförvaltningen/Västerås Yrkeshögskola,Kommun,30,90,0,MYH 2020/5698,False,3,0,2020,1
864,"Hotell, restaurang och turism",Köksmästare,Skåne,Simrishamn,True,200,Distans,50,Trelleborgs kommun,Kommun,10,30,0,MYH 2020/4618,False,3,0,2020,2
865,"Hotell, restaurang och turism",Köksmästare,Skåne,Trelleborg,True,200,Distans,50,Trelleborgs kommun,Kommun,20,60,0,MYH 2020/4618,False,3,0,2020,2
866,"Hotell, restaurang och turism",Management inom hotell och besöksnäringen,Östergötland,Motala,True,300,Bunden,100,Östsvenska Yrkeshögskolan AB,Privat,10,30,0,MYH 2020/5061,False,3,0,2020,2
867,"Hotell, restaurang och turism",Management inom hotell och besöksnäringen,Östergötland,Söderköping,True,300,Bunden,100,Östsvenska Yrkeshögskolan AB,Privat,20,60,0,MYH 2020/5061,False,3,0,2020,2
868,"Hotell, restaurang och turism",Natur- och kulturguide,Stockholm,Stockholm,False,265,Bunden,100,TEC Travel Education Centre AB,Privat,30,90,0,MYH 2020/5762,False,3,0,2020,1
869,"Hotell, restaurang och turism",Operativ ledare – inriktning Revenue Management,Skåne,Båstad,False,150,Distans,75,Båstad kommun Akademi Båstad,Kommun,32,160,96,MYH 2020/5702,True,5,3,2020,1
870,"Hotell, restaurang och turism",Outdoorproducent,Västernorrland,Härnösand,False,200,Distans,100,"Härnösands kommun, Yrkeshögskolan",Kommun,20,40,0,MYH 2020/5616,False,2,0,2020,1
871,"Hotell, restaurang och turism",Processledare inom hållbar besöksnäring,Kalmar,Kalmar,True,200,Distans,100,"Kalmarsunds Gymnasieförbund, Axel Weüdelskolan",Kommun,20,60,0,MYH 2020/4617,False,3,0,2020,2
872,"Hotell, restaurang och turism",Processledare inom hållbar besöksnäring,Kalmar,Vimmerby,True,200,Distans,100,"Kalmarsunds Gymnasieförbund, Axel Weüdelskolan",Kommun,10,30,0,MYH 2020/4617,False,3,0,2020,2
873,"Hotell, restaurang och turism",Project Manager Meetings and Events ,Västra Götaland,Göteborg,False,400,Bunden,100,TEC Travel Education Centre AB,Privat,35,105,0,MYH 2020/5650,False,3,0,2020,1
874,"Hotell, restaurang och turism","Projektledare event -hållbarhet, digitalisering & säkerhet",Jönköping,Jönköping,False,400,Distans,100,YrkesAkademin YH AB,Privat,20,60,0,MYH 2020/4814,False,3,0,2020,1
875,"Hotell, restaurang och turism","Projektledare event- hållbarhet, digitalisering, säkerhet",Västerbotten,Umeå,False,400,Distans,100,YrkesAkademin YH AB,Privat,20,60,0,MYH 2020/4815,False,3,0,2020,1
876,"Hotell, restaurang och turism",Revenue Management  & Data Analyst ,Stockholm,Stockholm,False,200,Distans,50,"Stockholms stad, Frans Schartaus Handelsinstitut",Kommun,35,175,105,MYH 2020/5864,True,5,3,2020,1
877,"Hotell, restaurang och turism","Sommelier, inriktning ledarskap ",Östergötland,Linköping,False,200,Distans,100,TUC Sweden AB - Yrkeshögskola,Privat,35,175,0,MYH 2020/5291,False,5,0,2020,1
878,"Hotell, restaurang och turism",TRAC Internationell turism- och resekonsult med IATA,Skåne,Malmö,False,400,Bunden,100,TEC Travel Education Centre AB,Privat,30,90,90,MYH 2020/5649,True,3,3,2020,1
879,"Hotell, restaurang och turism",TRAC Internationell turism- och resekonsult med IATA,Stockholm,Stockholm,False,400,Bunden,100,TEC Travel Education Centre AB,Privat,30,90,90,MYH 2020/5645,True,3,3,2020,1
880,"Hotell, restaurang och turism",TRAC Turism -och Resekonsult,Stockholm,Stockholm,False,400,Bunden,100,"Stockholms stad, Frans Schartaus Handelsinstitut",Kommun,35,175,105,MYH 2020/5308,True,5,3,2020,1
881,"Hotell, restaurang och turism",TRAC Turism- och resekonsult,Västra Götaland,Göteborg,False,400,Bunden,100,"Göteborgs Stad, Yrgo",Kommun,28,112,84,MYH 2020/5406,True,4,3,2020,1
882,Hälso- och sjukvård samt socialt arbete,Ambulanssjukvårdare,Stockholm,Stockholm,False,200,Bunden,100,MedLearn AB,Privat,35,105,105,MYH 2020/5349,True,3,3,2020,1
883,Hälso- och sjukvård samt socialt arbete,Ambulanssjukvårdare,Uppsala,Uppsala,False,200,Bunden,100,Folkuniversitetet - Stiftelsen Kursverksamheten vid Uppsala universitetet,Privat,20,40,0,MYH 2020/5397,False,2,0,2020,1
884,Hälso- och sjukvård samt socialt arbete,Ambulanssjukvårdare,Västra Götaland,Skövde,False,200,Bunden,100,"Skövde kommun, Skövde Yrkeshögskola",Kommun,25,125,75,MYH 2020/5330,True,5,3,2020,1
885,Hälso- och sjukvård samt socialt arbete,Apotekstekniker,Jönköping,Jönköping,False,300,Distans,100,TUC Sweden AB - Yrkeshögskola,Privat,35,175,70,MYH 2020/4481,True,5,2,2020,1
886,Hälso- och sjukvård samt socialt arbete,Apotekstekniker,Skåne,Malmö,False,300,Distans,100,Lernia Utbildning AB,Privat,35,35,0,MYH 2020/5126,False,1,0,2020,1
887,Hälso- och sjukvård samt socialt arbete,Apotekstekniker,Västernorrland,Sundsvall,False,300,Distans,100,Lernia Utbildning AB,Privat,35,70,70,MYH 2020/5128,True,2,2,2020,1
888,Hälso- och sjukvård samt socialt arbete,Apotekstekniker,Västmanland,Västerås,False,300,Distans,100,Plushögskolan AB - Vårdyrkeshögskolan,Privat,35,175,0,MYH 2020/4681,False,5,0,2020,1
889,Hälso- och sjukvård samt socialt arbete,Apotekstekniker,Östergötland,Linköping,False,300,Distans,100,Plushögskolan AB - Vårdyrkeshögskolan,Privat,35,175,0,MYH 2020/4679,False,5,0,2020,1
890,Hälso- och sjukvård samt socialt arbete,Apotekstekniker,Östergötland,Linköping,False,300,Distans,100,Lernia Utbildning AB,Privat,35,70,70,MYH 2020/5130,True,2,2,2020,1
891,Hälso- och sjukvård samt socialt arbete,Barnspecialiserad undersköterska med inriktning mot funktionsnedsättning,Värmland,Karlstad,False,200,Distans,100,"Karlstads kommun, Yrkeshögskolan",Kommun,25,75,75,MYH 2020/5393,True,3,3,2020,1
892,Hälso- och sjukvård samt socialt arbete,Behandlingsassistent,Värmland,Forshaga,False,400,Bunden,100,"Forshaga kommun, Forshaga Yrkeshögskola",Kommun,27,135,81,MYH 2020/5189,True,5,3,2020,1
893,Hälso- och sjukvård samt socialt arbete,Behandlingspedagog,Stockholm,Nynäshamn,False,400,Distans,100,Campus Nynäshamn,Kommun,35,105,0,MYH 2020/4970,False,3,0,2020,1
894,Hälso- och sjukvård samt socialt arbete,Behandlingspedagog,Stockholm,Stockholm,False,420,Distans,100,TUC Sweden AB - Yrkeshögskola,Privat,35,175,0,MYH 2020/4820,False,5,0,2020,1
895,Hälso- och sjukvård samt socialt arbete,Behandlingspedagog,Stockholm,Stockholm,False,400,Distans,100,Lernia Utbildning AB,Privat,35,140,0,MYH 2020/5277,False,4,0,2020,1
896,Hälso- och sjukvård samt socialt arbete,Behandlingspedagog,Södermanland,Nyköping,False,400,Bunden,100,Campus Nyköping,Kommun,35,140,105,MYH 2020/3237,True,4,3,2020,1
897,Hälso- och sjukvård samt socialt arbete,Behandlingspedagog,Västra Götaland,Göteborg,False,400,Bunden,100,ABF Göteborg Vuxenutbildning AB,Privat,30,120,0,MYH 2020/5614,False,4,0,2020,1
898,Hälso- och sjukvård samt socialt arbete,Behandlingspedagog ,Västernorrland,Sundsvall,False,400,Distans,100,YrkesAkademin YH AB,Privat,35,175,105,MYH 2020/5359,True,5,3,2020,1
899,Hälso- och sjukvård samt socialt arbete,Behandlingspedagog  ,Örebro,Örebro,False,400,Distans,100,Lernia Utbildning AB,Privat,35,105,0,MYH 2020/5355,False,3,0,2020,1
900,Hälso- och sjukvård samt socialt arbete,Behandlingspedagog - Neuropsykiatriska funktionsnedsättningar,Jönköping,Eksjö,False,400,Bunden,100,Högskolan för lärande och kommunikation i Jönköping AB,Privat,20,100,60,MYH 2020/5288,True,5,3,2020,1
901,Hälso- och sjukvård samt socialt arbete,"Behandlingspedagog med inriktning mot missbruk och beroende eller LSS, bunden",Västra Götaland,Göteborg,False,400,Bunden,100,AF Affärseffekt Framtidsskola AB,Privat,30,90,0,MYH 2020/5659,False,3,0,2020,1
902,Hälso- och sjukvård samt socialt arbete,"Behandlingspedagog med inriktning mot missbruk och beroende eller LSS, Distans",Västra Götaland,Göteborg,False,400,Distans,100,AF Affärseffekt Framtidsskola AB,Privat,30,90,0,MYH 2020/5660,False,3,0,2020,1
903,Hälso- och sjukvård samt socialt arbete,"Behandlingspedagog, inriktning barn och unga",Stockholm,Stockholm,False,425,Bunden,100,TUC Sweden AB - Yrkeshögskola,Privat,35,175,0,MYH 2020/4696,False,5,0,2020,1
904,Hälso- och sjukvård samt socialt arbete,Behandlingspedagog/socialpedagog,Stockholm,Stockholm,False,400,Bunden,100,Stadsmissionens Yrkeshögskola,Privat,35,175,105,MYH 2020/5318,True,5,3,2020,1
905,Hälso- och sjukvård samt socialt arbete,Behandlingspedagog/socialpedagog,Stockholm,Stockholm,True,400,Distans,100,Stadsmissionens Yrkeshögskola,Privat,20,100,0,MYH 2020/5324,False,5,0,2020,2
906,Hälso- och sjukvård samt socialt arbete,Behandlingspedagog/socialpedagog,Örebro,Örebro,True,400,Distans,100,Stadsmissionens Yrkeshögskola,Privat,15,75,0,MYH 2020/5324,False,5,0,2020,2
907,Hälso- och sjukvård samt socialt arbete,Beroendeterapeut,Västernorrland,Örnsköldsvik,False,400,Bunden,100,Föreningen Mellansels folkhögskola,Privat,16,48,0,MYH 2020/5306,False,3,0,2020,1
908,Hälso- och sjukvård samt socialt arbete,Demens- och äldrepsykiatrispecialiserad undersköterska,Västerbotten,Skellefteå,False,200,Distans,50,Skellefteå kommun Vuxenutbildningen,Kommun,25,125,75,MYH 2020/3833,True,5,3,2020,1
909,Hälso- och sjukvård samt socialt arbete,Digitaliseringsledare inom välfärdssektorn,Värmland,Arvika,False,110,Distans,50,Arvika Kommun,Kommun,25,75,0,MYH 2020/4952,False,3,0,2020,1
910,Hälso- och sjukvård samt socialt arbete,Humanistisk socialpedagog med interkulturell inriktning,Stockholm,Norrtälje,False,400,Bunden,100,Väddö folkhögskola,Privat,30,60,0,MYH 2020/5090,False,2,0,2020,1
911,Hälso- och sjukvård samt socialt arbete,Instrument- och steriltekniker,Dalarna,Falun,False,315,Distans,75,Svensk vård och kompetensutveckling i Stockholm AB,Privat,25,75,0,MYH 2020/5419,False,3,0,2020,1
912,Hälso- och sjukvård samt socialt arbete,Instrument- och steriltekniker,Skåne,Lund,False,315,Distans,100,Consensum YH Lund,Privat,30,90,0,MYH 2020/4522,False,3,0,2020,1
913,Hälso- och sjukvård samt socialt arbete,Instrument- och steriltekniker,Stockholm,Järfälla,False,315,Distans,100,YrkesAkademin YH AB,Privat,35,175,0,MYH 2020/3657,False,5,0,2020,1
914,Hälso- och sjukvård samt socialt arbete,Instrument- och steriltekniker,Stockholm,Stockholm,False,315,Distans,100,Plushögskolan AB - Vårdyrkeshögskolan,Privat,35,175,105,MYH 2020/4454,True,5,3,2020,1
915,Hälso- och sjukvård samt socialt arbete,Instrument- och steriltekniker,Västerbotten,Umeå,False,315,Distans,100,Plushögskolan AB - Vårdyrkeshögskolan,Privat,35,175,105,MYH 2020/4298,True,5,3,2020,1
916,Hälso- och sjukvård samt socialt arbete,Instrument- och steriltekniker,Västmanland,Västerås,False,315,Distans,100,MedLearn AB,Privat,35,35,0,MYH 2020/5304,False,1,0,2020,1
917,Hälso- och sjukvård samt socialt arbete,Instrument- och steriltekniker,Västra Götaland,Göteborg,False,315,Distans,100,Hermods AB Göteborg,Privat,35,140,105,MYH 2020/3806,True,4,3,2020,1
918,Hälso- och sjukvård samt socialt arbete,Instrument- och steriltekniker,Östergötland,Linköping,False,315,Distans,75,Svensk vård och kompetensutveckling i Stockholm AB,Privat,30,90,0,MYH 2020/5425,False,3,0,2020,1
919,Hälso- och sjukvård samt socialt arbete,Instrument- och steriltekniker ,Skåne,Malmö,True,315,Distans,100,Plushögskolan AB - Vårdyrkeshögskolan,Privat,10,50,30,MYH 2020/4448,True,5,3,2020,2
