Diarienummer,Ansökningsomgång,Beslut,Utbildningsanordnare,Huvudmannatyp,Utbildningsområde,Utbildningsnamn,YH-poäng,Studieform,Studietakt %,Sökta utbildningsomgångar,Beviljade utbildningsomgångar,Sökta platser totalt,Beviljade platser totalt,Sökta platser per utbildningsomgång,Län,Kommun,Antal kommuner,Flera kommuner
MYH 2024/3732,2024,False,Newton Kompetensutveckling AB,Privat,Samhällsbyggnad och byggteknik,Energi- och miljösamordnare,400,Bunden,100,3,0,96,0.0,32,Västra Götaland,Göteborg,2,True
MYH 2024/3733,2024,False,KYH AB,Privat,Teknik och tillverkning,Kyl- och värmepumpstekniker,400,Bunden,100,5,0,175,0.0,35,Gotland,Gotland,4,True
MYH 2024/3733,2024,False,KYH AB,Privat,Teknik och tillverkning,Kyl- och värmepumpstekniker,400,Bunden,100,5,0,175,0.0,35,Halland,Falkenberg,4,True
MYH 2024/3733,2024,False,KYH AB,Privat,Teknik och tillverkning,Kyl- och värmepumpstekniker,400,Bunden,100,5,0,175,0.0,35,Södermanland,Eskilstuna,4,True
MYH 2024/3733,2024,False,KYH AB,Privat,Teknik och tillverkning,Kyl- och värmepumpstekniker,400,Bunden,100,5,0,175,0.0,35,Västra Götaland,Göteborg,4,True
MYH 2024/3734,2024,True,Lernia Utbildning AB,Privat,Teknik och tillverkning,Automationstekniker träindustri,300,Distans,100,3,3,60,60.0,20,Västerbotten,Skellefteå,1,False
MYH 2024/3735,2024,True,Stiftelsen Tillskärarakademin i Göteborg,Privat,Teknik och tillverkning,"Skräddare - herr, dam och klänning",600,Bunden,100,5,4,40,32.0,8,Västra Götaland,Göteborg,1,False
MYH 2024/3736,2024,True,"Hässleholms kommun, Yrkeshögskolan Syd",Kommun,Samhällsbyggnad och byggteknik,"Entreprenadingenjör - kalkyl, inköp, hållbar planering",400,Bunden,100,4,3,88,66.0,22,Skåne,Hässleholm,1,False
MYH 2024/3737,2024,False,Skill Utbildning AB,Privat,Data/IT,Data Engineer,400,Distans,100,4,0,100,0.0,25,Östergötland,Linköping,1,False
MYH 2024/3738,2024,False,Montico Kompetensutveckling AB,Privat,Teknik och tillverkning,Robot- och robotsvetstekniker,130,Bunden,75,2,0,40,0.0,20,Kronoberg,Ljungby,1,False
MYH 2024/3739,2024,False,KYH AB Göteborg,Privat,Samhällsbyggnad och byggteknik,Fastighetstekniker,400,Bunden,100,5,0,160,0.0,32,Västra Götaland,Göteborg,1,False
MYH 2024/3740,2024,False,Lernia Utbildning AB,Privat,"Ekonomi, administration och försäljning",Inköpare träindustri,200,Distans,100,2,0,40,0.0,20,Västerbotten,Skellefteå,1,False
MYH 2024/3741,2024,False,"Hässleholms kommun, Yrkeshögskolan Syd",Kommun,Samhällsbyggnad och byggteknik,"Fastighets- & driftingenjör - miljö, hållbarhet, energieffektivisering",400,Bunden,100,3,0,60,0.0,20,Skåne,Hässleholm,1,False
MYH 2024/3742,2024,False,Futuregames Umeå,Privat,Data/IT,AI Programmer,550,Bunden,100,3,0,90,0.0,30,Västerbotten,Umeå,1,False
MYH 2024/3743,2024,True,KYH AB Stockholm,Privat,Samhällsbyggnad och byggteknik,Fastighetstekniker,400,Bunden,100,5,3,175,105.0,35,Stockholm,Stockholm,1,False
MYH 2024/3744,2024,False,Skill Utbildning AB,Privat,Data/IT,Data Manager,400,Bunden,100,4,0,100,0.0,25,Östergötland,Linköping,1,False
MYH 2024/3745,2024,False,Lernia Utbildning AB,Privat,"Ekonomi, administration och försäljning",Industrilogistiker,400,Distans,100,3,0,60,0.0,20,Norrbotten,Luleå,2,True
MYH 2024/3745,2024,False,Lernia Utbildning AB,Privat,"Ekonomi, administration och försäljning",Industrilogistiker,400,Distans,100,3,0,60,0.0,20,Stockholm,Stockholm,2,True
MYH 2024/3746,2024,True,Handelsakademin i Göteborg AB,Privat,Samhällsbyggnad och byggteknik,Anläggningsingenjör - hållbart och digitalt samhällsbyggande,415,Bunden,100,3,3,90,90.0,30,Västra Götaland,Göteborg,1,False
MYH 2024/3747,2024,False,Chas Academy AB,Privat,Data/IT,IT-projektledare,280,Bunden,100,4,0,140,0.0,35,Stockholm,Stockholm,1,False
MYH 2024/3748,2024,False,Plushögskolan AB - Teknikhögskolan,Privat,"Kultur, media och design",Product Visual Designer - 3D Animator,410,Bunden,100,4,0,120,0.0,30,Östergötland,Linköping,1,False
MYH 2024/3749,2024,True,Lexicon Yrkeshögskola AB,Privat,Samhällsbyggnad och byggteknik,"Miljö- och drifttekniker, vatten och avlopp",210,Distans,100,3,3,75,75.0,25,Västerbotten,Umeå,1,False
MYH 2024/3751,2024,False,Lexicon Yrkeshögskola AB,Privat,Samhällsbyggnad och byggteknik,"Miljö- och drifttekniker, vatten och avlopp",210,Distans,100,3,0,75,0.0,25,Skåne,Malmö,1,False
MYH 2024/3752,2024,True,Montico Kompetensutveckling AB,Privat,Samhällsbyggnad och byggteknik,Byggnadsinspektör/tillsynshandläggare PBL,410,Distans,100,3,3,75,75.0,25,Blekinge,Ronneby,2,True
MYH 2024/3752,2024,True,Montico Kompetensutveckling AB,Privat,Samhällsbyggnad och byggteknik,Byggnadsinspektör/tillsynshandläggare PBL,410,Distans,100,3,3,75,75.0,25,Östergötland,Norrköping,2,True
MYH 2024/3753,2024,False,Montico Kompetensutveckling AB,Privat,Samhällsbyggnad och byggteknik,Byggprojektledare,335,Distans,100,3,0,66,0.0,22,Jönköping,Jönköping,1,False
MYH 2024/3754,2024,True,One Academy AB,Privat,"Ekonomi, administration och försäljning",Strategiskt inköp och upphandling,430,Bunden,100,4,3,140,105.0,35,Västra Götaland,Göteborg,1,False
MYH 2024/3755,2024,False,Plushögskolan AB - Teknikhögskolan,Privat,Teknik och tillverkning,Processoperatör livsmedel,210,Distans,100,5,0,175,0.0,35,Stockholm,Stockholm,1,False
MYH 2024/3756,2024,True,KYH AB Stockholm,Privat,Samhällsbyggnad och byggteknik,Projektledare solenergi,400,Bunden,100,4,3,140,105.0,35,Stockholm,Stockholm,1,False
MYH 2024/3757,2024,True,"Arboga kommun, Vuxenutbildningen",Kommun,Hälso- och sjukvård samt socialt arbete,Specialistundersköterska inom vård och omsorg av äldre,200,Distans,50,5,3,125,75.0,25,Västmanland,Arboga,1,False
MYH 2024/3758,2024,False,Montico Kompetensutveckling AB,Privat,"Ekonomi, administration och försäljning",HR-generalist,220,Bunden,100,2,0,48,0.0,24,Kronoberg,Växjö,2,True
MYH 2024/3758,2024,False,Montico Kompetensutveckling AB,Privat,"Ekonomi, administration och försäljning",HR-generalist,220,Bunden,100,2,0,48,0.0,24,Östergötland,Mjölby,2,True
MYH 2024/3759,2024,False,KYH AB Stockholm,Privat,Data/IT,Frontend Developer,400,Bunden,100,5,0,175,0.0,35,Stockholm,Stockholm,1,False
MYH 2024/3760,2024,True,Eslövs Folkhögskola,Privat,Hälso- och sjukvård samt socialt arbete,Socialpedagog,400,Bunden,100,5,3,135,81.0,27,Skåne,Eslöv,1,False
MYH 2024/3761,2024,True,Montico Kompetensutveckling AB,Privat,"Ekonomi, administration och försäljning",Lönekonsult med systeminriktning,335,Bunden,100,4,3,120,90.0,30,Kronoberg,Ljungby,2,True
MYH 2024/3761,2024,True,Montico Kompetensutveckling AB,Privat,"Ekonomi, administration och försäljning",Lönekonsult med systeminriktning,335,Bunden,100,4,3,120,90.0,30,Kronoberg,Växjö,2,True
MYH 2024/3762,2024,False,Plushögskolan AB - Teknikhögskolan,Privat,Teknik och tillverkning,Processoperatör livsmedel,210,Distans,100,5,0,175,0.0,35,Västra Götaland,Göteborg,1,False
MYH 2024/3763,2024,False,KYH AB,Privat,Data/IT,Mjukvarutestare,320,Bunden,100,3,0,90,0.0,30,Stockholm,Stockholm,3,True
MYH 2024/3763,2024,False,KYH AB,Privat,Data/IT,Mjukvarutestare,320,Bunden,100,3,0,90,0.0,30,Västernorrland,Härnösand,3,True
MYH 2024/3763,2024,False,KYH AB,Privat,Data/IT,Mjukvarutestare,320,Bunden,100,3,0,90,0.0,30,Västra Götaland,Göteborg,3,True
MYH 2024/3764,2024,False,Västerås Stad/Barn- och Utbildningsförvaltningen/Västerås Yrkeshögskola,Kommun,Hälso- och sjukvård samt socialt arbete,Socialpedagog,400,Bunden,100,3,0,105,0.0,35,Västmanland,Västerås,1,False
MYH 2024/3765,2024,False,IHM Business School AB Stockholm,Privat,"Ekonomi, administration och försäljning",Digital Analytics Specialist,415,Bunden,100,3,0,105,0.0,35,Stockholm,Stockholm,1,False
MYH 2024/3766,2024,False,"Arboga kommun, Vuxenutbildningen",Kommun,Hälso- och sjukvård samt socialt arbete,Specialistundersköterska inom vård och omsorg av äldre,200,Distans,50,4,0,100,0.0,25,Västmanland,Arboga,1,False
MYH 2024/3767,2024,False,Lernia Utbildning AB,Privat,Teknik och tillverkning,Automationstekniker smart industri,400,Distans,100,5,0,100,0.0,20,Västmanland,Västerås,1,False
MYH 2024/3768,2024,True,TUC Sweden AB - Yrkeshögskola,Privat,Data/IT,Webbutvecklare,400,Distans,100,5,3,175,105.0,35,Jönköping,Jönköping,1,False
MYH 2024/3769,2024,True,One Academy AB,Privat,"Ekonomi, administration och försäljning",Strategiskt inköp och upphandling,430,Bunden,100,3,3,105,105.0,35,Östergötland,Linköping,1,False
MYH 2024/3770,2024,True,Västerås Stad/Barn- och Utbildningsförvaltningen/Västerås Yrkeshögskola,Kommun,"Ekonomi, administration och försäljning",Lönekonsult,335,Bunden,100,3,3,105,105.0,35,Västmanland,Västerås,1,False
MYH 2024/3771,2024,True,Östsvenska Yrkeshögskolan AB,Privat,"Ekonomi, administration och försäljning",Logistik och Supply Chain,400,Bunden,100,5,3,150,90.0,30,Östergötland,Norrköping,1,False
MYH 2024/3772,2024,False,KYH AB,Privat,Data/IT,Fullstack Developer,400,Bunden,100,4,0,120,0.0,30,Gävleborg,Gävle,2,True
MYH 2024/3772,2024,False,KYH AB,Privat,Data/IT,Fullstack Developer,400,Bunden,100,4,0,120,0.0,30,Västernorrland,Härnösand,2,True
MYH 2024/3773,2024,False,KYH AB,Privat,Data/IT,Java Developer,400,Bunden,100,5,0,160,0.0,32,Skåne,Malmö,3,True
MYH 2024/3773,2024,False,KYH AB,Privat,Data/IT,Java Developer,400,Bunden,100,5,0,160,0.0,32,Västernorrland,Härnösand,3,True
MYH 2024/3773,2024,False,KYH AB,Privat,Data/IT,Java Developer,400,Bunden,100,5,0,160,0.0,32,Västra Götaland,Göteborg,3,True
MYH 2024/3774,2024,True,"Göteborgs Stad, Yrgo",Kommun,Teknik och tillverkning,Elektronikingenjör autonoma system,400,Bunden,100,5,3,100,60.0,20,Västra Götaland,Göteborg,1,False
MYH 2024/3775,2024,True,Företagsekonomiska Institutet 1888 AB,Privat,"Ekonomi, administration och försäljning",Försäkringsrådgivare/Skadereglerare/Riskbedömare,400,Bunden,100,5,3,175,105.0,35,Stockholm,Stockholm,1,False
MYH 2024/3776,2024,False,Montico Kompetensutveckling AB,Privat,Teknik och tillverkning,Produktionsledare tillverkande industri,110,Distans,50,3,0,75,0.0,25,Kronoberg,Växjö,1,False
MYH 2024/3777,2024,False,Stockholms Internationella Handelsskola AB,Privat,"Ekonomi, administration och försäljning",Lönekonsult,415,Bunden,100,3,0,105,0.0,35,Skåne,Malmö,2,True
MYH 2024/3777,2024,False,Stockholms Internationella Handelsskola AB,Privat,"Ekonomi, administration och försäljning",Lönekonsult,415,Bunden,100,3,0,105,0.0,35,Stockholm,Stockholm,2,True
MYH 2024/3778,2024,False,Stockholms Internationella Handelsskola AB,Privat,"Ekonomi, administration och försäljning",Hållbarhetsstrateg,400,Distans,100,3,0,105,0.0,35,Stockholm,Stockholm,1,False
MYH 2024/3779,2024,False,KYH AB Malmö,Privat,Data/IT,Fullstack Developer,400,Bunden,100,5,0,175,0.0,35,Skåne,Malmö,1,False
MYH 2024/3780,2024,True,TUC Sweden AB - Yrkeshögskola,Privat,Hälso- och sjukvård samt socialt arbete,Socialpedagog,400,Bunden,100,3,3,105,105.0,35,Kronoberg,Växjö,1,False
MYH 2024/3781,2024,False,Lernia Utbildning AB,Privat,Hälso- och sjukvård samt socialt arbete,Socialpedagog,400,Distans,100,5,0,175,0.0,35,Stockholm,Stockholm,1,False
MYH 2024/3782,2024,True,One Academy AB,Privat,"Ekonomi, administration och försäljning",Strategiskt inköp och upphandling,430,Bunden,100,3,3,105,105.0,35,Kronoberg,Ljungby,2,True
MYH 2024/3782,2024,True,One Academy AB,Privat,"Ekonomi, administration och försäljning",Strategiskt inköp och upphandling,430,Bunden,100,3,3,105,105.0,35,Skåne,Malmö,2,True
MYH 2024/3783,2024,False,Campus Nyköping,Kommun,Teknik och tillverkning,Stagehand,200,Bunden,100,3,0,90,0.0,30,Södermanland,Nyköping,1,False
MYH 2024/3784,2024,False,KYH AB Göteborg,Privat,Data/IT,Fullstack Developer,400,Bunden,100,5,0,160,0.0,32,Västra Götaland,Göteborg,1,False
MYH 2024/3785,2024,True,Väddö folkhögskola,Privat,"Lantbruk, djurvård, trädgård, skog och fiske",Akvaponiingenjör,400,Distans,100,3,3,96,96.0,32,Stockholm,Norrtälje,3,True
MYH 2024/3785,2024,True,Väddö folkhögskola,Privat,"Lantbruk, djurvård, trädgård, skog och fiske",Akvaponiingenjör,400,Distans,100,3,3,96,96.0,32,Västernorrland,Härnösand,3,True
MYH 2024/3785,2024,True,Väddö folkhögskola,Privat,"Lantbruk, djurvård, trädgård, skog och fiske",Akvaponiingenjör,400,Distans,100,3,3,96,96.0,32,Västra Götaland,Lysekil,3,True
MYH 2024/3786,2024,True,Campus Nyköping,Kommun,"Hotell, restaurang och turism",Musik- och eventarrangör,400,Bunden,100,3,3,90,90.0,30,Södermanland,Nyköping,1,False
MYH 2024/3787,2024,False,Plushögskolan AB - Vårdyrkeshögskolan,Privat,Hälso- och sjukvård samt socialt arbete,Socialpedagog,400,Distans,100,5,0,175,0.0,35,Gävleborg,Gävle,2,True
MYH 2024/3787,2024,False,Plushögskolan AB - Vårdyrkeshögskolan,Privat,Hälso- och sjukvård samt socialt arbete,Socialpedagog,400,Distans,100,5,0,175,0.0,35,Östergötland,Linköping,2,True
MYH 2024/3788,2024,False,TUC Sweden AB - Yrkeshögskola,Privat,Samhällsbyggnad och byggteknik,Fastighetsförvaltare,500,Distans,100,3,0,105,0.0,35,Östergötland,Linköping,1,False
MYH 2024/3789,2024,False,KYH AB,Privat,Data/IT,IT-infrastrukturtekniker,400,Bunden,100,5,0,175,0.0,35,Halland,Falkenberg,4,True
MYH 2024/3789,2024,False,KYH AB,Privat,Data/IT,IT-infrastrukturtekniker,400,Bunden,100,5,0,175,0.0,35,Södermanland,Katrineholm,4,True
MYH 2024/3789,2024,False,KYH AB,Privat,Data/IT,IT-infrastrukturtekniker,400,Bunden,100,5,0,175,0.0,35,Västernorrland,Härnösand,4,True
MYH 2024/3789,2024,False,KYH AB,Privat,Data/IT,IT-infrastrukturtekniker,400,Bunden,100,5,0,175,0.0,35,Västra Götaland,Göteborg,4,True
MYH 2024/3790,2024,False,KYH AB Stockholm,Privat,Data/IT,IT-säkerhetsanalytiker SOC,400,Bunden,100,5,0,175,0.0,35,Stockholm,Stockholm,1,False
MYH 2024/3791,2024,False,KYH AB Göteborg,Privat,Data/IT,IoT Developer,400,Bunden,100,4,0,120,0.0,30,Västra Götaland,Göteborg,1,False
MYH 2024/3792,2024,False,One Academy AB,Privat,"Ekonomi, administration och försäljning",Strategiskt inköp och upphandling,430,Bunden,100,4,0,140,0.0,35,Stockholm,Stockholm,1,False
MYH 2024/3793,2024,True,TUC Sweden AB - Yrkeshögskola,Privat,Hälso- och sjukvård samt socialt arbete,Apotekstekniker,300,Distans,100,4,3,140,105.0,35,Stockholm,Stockholm,1,False
MYH 2024/3794,2024,False,INSU AB,Privat,Samhällsbyggnad och byggteknik,VVS-ingenjör,400,Distans,100,5,0,175,0.0,35,Södermanland,Nyköping,1,False
MYH 2024/3795,2024,True,TUC Sweden AB - Yrkeshögskola,Privat,Hälso- och sjukvård samt socialt arbete,Socialpedagog,400,Bunden,100,5,3,175,105.0,35,Östergötland,Linköping,1,False
MYH 2024/3796,2024,False,Nackademin AB,Privat,Samhällsbyggnad och byggteknik,Platschef,200,Distans,75,3,0,105,0.0,35,Stockholm,Solna,1,False
MYH 2024/3797,2024,False,"Göteborgs Stad, Yrgo",Kommun,"Ekonomi, administration och försäljning",AI Manager,400,Bunden,100,3,0,90,0.0,30,Västra Götaland,Göteborg,1,False
MYH 2024/3798,2024,False,Stiftelsen Capellagården,Privat,"Lantbruk, djurvård, trädgård, skog och fiske",Trädgårdsmästare med kulturhistorisk kompetens,200,Distans,50,3,0,54,0.0,18,Kalmar,Mörbylånga,1,False
MYH 2024/3799,2024,True,"Göteborgs Stad, Yrgo",Kommun,"Ekonomi, administration och försäljning",Hållbarhetsutvecklare,400,Distans,100,3,3,105,105.0,35,Västra Götaland,Göteborg,1,False
MYH 2024/3800,2024,True,Nackademin AB,Privat,Samhällsbyggnad och byggteknik,Byggnadsingenjör digitalt byggande,400,Distans,100,3,3,105,105.0,35,Stockholm,Solna,1,False
MYH 2024/3801,2024,True,Nackademin AB,Privat,Samhällsbyggnad och byggteknik,Järnvägsingenjör,400,Bunden,100,4,3,140,105.0,35,Stockholm,Solna,1,False
MYH 2024/3802,2024,False,Montico Kompetensutveckling AB,Privat,"Ekonomi, administration och försäljning",Redovisningskonsult gröna näringar,425,Bunden,100,4,0,104,0.0,26,Jönköping,Vetlanda,2,True
MYH 2024/3802,2024,False,Montico Kompetensutveckling AB,Privat,"Ekonomi, administration och försäljning",Redovisningskonsult gröna näringar,425,Bunden,100,4,0,104,0.0,26,Kronoberg,Växjö,2,True
MYH 2024/3803,2024,True,Dans i Göteborg AB,Privat,Teknik och tillverkning,"Event-, Scen- och Digital Produktionsteknik",400,Bunden,100,5,3,140,84.0,28,Västra Götaland,Göteborg,1,False
MYH 2024/3804,2024,False,TUC Sweden AB - Yrkeshögskola,Privat,"Ekonomi, administration och försäljning",Software Account Manager,400,Distans,100,5,0,175,0.0,35,Stockholm,Stockholm,1,False
MYH 2024/3805,2024,True,Nackademin AB,Privat,Data/IT,Pythonutvecklare inom AI,400,Bunden,100,3,3,105,105.0,35,Stockholm,Solna,1,False
MYH 2024/3806,2024,False,TS Sale ab,Privat,Friskvård och kroppsvård,Education by Belle www.educationbybelle.com,300,Distans,100,1,0,12,0.0,12,Kalmar,Kalmar,1,False
MYH 2024/3807,2024,True,Amsac Kompetenspartner YH AB,Privat,Teknik och tillverkning,Elkrafttekniker för högspänningsanläggningar,210,Distans,100,4,3,120,90.0,30,Västerbotten,Vindeln,2,True
MYH 2024/3807,2024,True,Amsac Kompetenspartner YH AB,Privat,Teknik och tillverkning,Elkrafttekniker för högspänningsanläggningar,210,Distans,100,4,3,120,90.0,30,Västra Götaland,Göteborg,2,True
MYH 2024/3808,2024,False,INSU AB,Privat,Samhällsbyggnad och byggteknik,VVS-ingenjör,255,Distans,50,5,0,175,0.0,35,Södermanland,Nyköping,1,False
MYH 2024/3809,2024,True,Nackademin AB,Privat,Data/IT,Data Engineer,400,Bunden,100,3,3,105,105.0,35,Stockholm,Solna,1,False
MYH 2024/3810,2024,False,Region Uppsala folkhögskola,Region,Teknik och tillverkning,Ljus och ljudteknik inom scen,400,Bunden,100,2,0,40,0.0,20,Uppsala,Uppsala,1,False
MYH 2024/3811,2024,False,Sveriges Yrkeshögskola AB - Stockholm Yrkeshögskola,Privat,"Kultur, media och design",Content Producer,400,Bunden,100,3,0,105,0.0,35,Stockholm,Stockholm,1,False
MYH 2024/3812,2024,True,Plushögskolan AB - Vårdyrkeshögskolan,Privat,Hälso- och sjukvård samt socialt arbete,Handledare inom LSS och socialpsykiatri,260,Distans,50,5,3,175,105.0,35,Östergötland,Linköping,1,False
MYH 2024/3813,2024,False,Nackademin AB,Privat,Data/IT,Kvalitetssäkrare och testare inom IT,400,Bunden,100,3,0,105,0.0,35,Stockholm,Solna,1,False
MYH 2024/3814,2024,True,Yrkeshögskolan Halmstad,Kommun,Teknik och tillverkning,Elkraftsingenjör,400,Bunden,100,2,2,40,40.0,20,Halland,Halmstad,1,False
MYH 2024/3815,2024,False,One Academy AB,Privat,"Ekonomi, administration och försäljning",Demand chain management - digitala lösningar för hållbara globala försörjningskedjor,425,Bunden,100,3,0,105,0.0,35,Skåne,Malmö,3,True
MYH 2024/3815,2024,False,One Academy AB,Privat,"Ekonomi, administration och försäljning",Demand chain management - digitala lösningar för hållbara globala försörjningskedjor,425,Bunden,100,3,0,105,0.0,35,Stockholm,Stockholm,3,True
MYH 2024/3815,2024,False,One Academy AB,Privat,"Ekonomi, administration och försäljning",Demand chain management - digitala lösningar för hållbara globala försörjningskedjor,425,Bunden,100,3,0,105,0.0,35,Västra Götaland,Göteborg,3,True
MYH 2024/3816,2024,True,Nackademin AB,Privat,Data/IT,Javautvecklare,400,Distans,100,3,3,105,105.0,35,Stockholm,Solna,1,False
MYH 2024/3817,2024,True,"Sandvikens kommun, Yrkeshögskolan",Kommun,Teknik och tillverkning,Produktionstekniker - CNC/3D,400,Bunden,100,3,3,45,45.0,15,Gävleborg,Sandviken,1,False
MYH 2024/3818,2024,False,Nackademin AB,Privat,Samhällsbyggnad och byggteknik,VA-projektör,300,Bunden,100,3,0,105,0.0,35,Stockholm,Solna,1,False
MYH 2024/3819,2024,False,Amsac Kompetenspartner YH AB,Privat,Teknik och tillverkning,Elkrafttekniker med vindkraft och energilager,225,Distans,100,3,0,90,0.0,30,Gävleborg,Sandviken,2,True
MYH 2024/3819,2024,False,Amsac Kompetenspartner YH AB,Privat,Teknik och tillverkning,Elkrafttekniker med vindkraft och energilager,225,Distans,100,3,0,90,0.0,30,Västerbotten,Vindeln,2,True
MYH 2024/3820,2024,True,Campus Nyköping,Kommun,"Lantbruk, djurvård, trädgård, skog och fiske",Odlare  -  företagande och innovation,380,Distans,100,3,3,72,72.0,24,Södermanland,Nyköping,1,False
MYH 2024/3822,2024,False,Falkenbergs kommun,Kommun,Hälso- och sjukvård samt socialt arbete,"Specialistundersköterska i kvalificerad sjukvård, inriktning psykiatri",230,Bunden,50,3,0,60,0.0,20,Halland,Falkenberg,1,False
MYH 2024/3823,2024,True,Folkuniversitetet - Kursverksamheten vid Stockholms universitet,Privat,Samhällsbyggnad och byggteknik,Fastighetsförvaltare,500,Distans,100,4,3,140,105.0,35,Jönköping,Jönköping,2,True
MYH 2024/3823,2024,True,Folkuniversitetet - Kursverksamheten vid Stockholms universitet,Privat,Samhällsbyggnad och byggteknik,Fastighetsförvaltare,500,Distans,100,4,3,140,105.0,35,Östergötland,Norrköping,2,True
MYH 2024/3824,2024,False,Nackademin AB,Privat,Data/IT,Spelprogrammerare,500,Distans,100,3,0,105,0.0,35,Värmland,Karlstad,1,False
MYH 2024/3825,2024,False,Nackademin AB,Privat,Data/IT,Cybersäkerhetsspecialist,500,Bunden,100,4,0,140,0.0,35,Stockholm,Solna,1,False
MYH 2024/3826,2024,False,Föreningen Furuboda,Privat,Hälso- och sjukvård samt socialt arbete,Behandlingspedagog med inriktning samsjuklighet,400,Bunden,100,3,0,75,0.0,25,Skåne,Malmö,1,False
MYH 2024/3827,2024,True,Stiftelsen Tillskärarakademin i Göteborg,Privat,Teknik och tillverkning,Modist,400,Bunden,100,5,3,25,15.0,5,Västra Götaland,Göteborg,1,False
MYH 2024/3828,2024,False,Nackademin AB,Privat,Data/IT,Data Engineer,400,Distans,100,3,0,105,0.0,35,Västernorrland,Sundsvall,1,False
MYH 2024/3829,2024,True,Yrkeshögskolan Malmö stad,Kommun,"Ekonomi, administration och försäljning",Service Manager,400,Bunden,100,3,3,90,90.0,30,Skåne,Malmö,1,False
MYH 2024/3830,2024,False,Plushögskolan AB - Teknikhögskolan,Privat,Teknik och tillverkning,Auktoriserad Servicetekniker vitvaror,220,Distans,100,5,0,175,0.0,35,Skåne,Lund,2,True
MYH 2024/3830,2024,False,Plushögskolan AB - Teknikhögskolan,Privat,Teknik och tillverkning,Auktoriserad Servicetekniker vitvaror,220,Distans,100,5,0,175,0.0,35,Stockholm,Stockholm,2,True
MYH 2024/3831,2024,True,Nackademin AB,Privat,Samhällsbyggnad och byggteknik,Järnvägsingenjör,400,Distans,100,4,3,140,105.0,35,Gävleborg,Gävle,1,False
MYH 2024/3832,2024,False,TUC Sweden AB - Yrkeshögskola,Privat,"Ekonomi, administration och försäljning",Account Manager,400,Bunden,100,5,0,175,0.0,35,Kalmar,Vimmerby,2,True
MYH 2024/3832,2024,False,TUC Sweden AB - Yrkeshögskola,Privat,"Ekonomi, administration och försäljning",Account Manager,400,Bunden,100,5,0,175,0.0,35,Stockholm,Stockholm,2,True
MYH 2024/3833,2024,False,Montico Kompetensutveckling AB,Privat,Samhällsbyggnad och byggteknik,Hållbarhetsspecialist biobaserat samhällsbyggande,430,Bunden,100,2,0,40,0.0,20,Jönköping,Nässjö,1,False
MYH 2024/3834,2024,False,Nackademin AB,Privat,"Kultur, media och design",Förpackningsutvecklare,400,Distans,100,3,0,105,0.0,35,Stockholm,Solna,1,False
MYH 2024/3835,2024,False,INSU AB,Privat,Samhällsbyggnad och byggteknik,Kalkylator El,110,Distans,50,5,0,175,0.0,35,Södermanland,Nyköping,1,False
MYH 2024/3836,2024,False,Nackademin AB,Privat,Samhällsbyggnad och byggteknik,Entreprenadingenjör,400,Distans,100,3,0,105,0.0,35,Stockholm,Solna,1,False
MYH 2024/3837,2024,False,TUC Sweden AB - Yrkeshögskola,Privat,Data/IT,Pythonutvecklare med AI kompetens,410,Distans,100,5,0,150,0.0,30,Kronoberg,Ljungby,2,True
MYH 2024/3837,2024,False,TUC Sweden AB - Yrkeshögskola,Privat,Data/IT,Pythonutvecklare med AI kompetens,410,Distans,100,5,0,150,0.0,30,Stockholm,Stockholm,2,True
MYH 2024/3838,2024,True,"Göteborgs Stad, Yrgo",Kommun,"Kultur, media och design",Art Director & Copywriter,400,Bunden,100,4,3,112,84.0,28,Västra Götaland,Göteborg,1,False
MYH 2024/3839,2024,True,YH Akademin AB,Privat,"Lantbruk, djurvård, trädgård, skog och fiske",Arbetsledare – Utemiljö,290,Distans,75,3,3,90,90.0,30,Skåne,Helsingborg,2,True
MYH 2024/3839,2024,True,YH Akademin AB,Privat,"Lantbruk, djurvård, trädgård, skog och fiske",Arbetsledare – Utemiljö,290,Distans,75,3,3,90,90.0,30,Stockholm,Huddinge,2,True
MYH 2024/3840,2024,False,Grit Academy,Privat,Data/IT,Javautvecklare,400,Bunden,100,3,0,96,0.0,32,Stockholm,Stockholm,1,False
MYH 2024/3841,2024,True,TUC Sweden AB - Yrkeshögskola,Privat,Teknik och tillverkning,CAD-konstruktör inom mekanik,400,Bunden,100,3,3,75,75.0,25,Jönköping,Jönköping,1,False
MYH 2024/3842,2024,False,Nackademin AB,Privat,Säkerhetstjänster,OT-säkerhetsingenjör,400,Distans,100,3,0,105,0.0,35,Västernorrland,Sundsvall,1,False
MYH 2024/3843,2024,True,"Göteborgs Stad, Yrgo",Kommun,"Hotell, restaurang och turism",Hotel Supervisor,210,Bunden,100,3,3,90,90.0,30,Västra Götaland,Göteborg,1,False
MYH 2024/3844,2024,True,Nackademin AB,Privat,Samhällsbyggnad och byggteknik,Underhållsingenjör infrastruktur,400,Bunden,100,3,3,105,105.0,35,Stockholm,Solna,1,False
MYH 2024/3845,2024,False,Stockholms Internationella Handelsskola AB,Privat,"Ekonomi, administration och försäljning",Försäljning och inköp av logistiktjänster,400,Bunden,100,3,0,96,0.0,32,Stockholm,Stockholm,1,False
MYH 2024/3846,2024,False,Nackademin AB,Privat,Samhällsbyggnad och byggteknik,Underhållsingenjör infrastruktur,400,Distans,100,3,0,105,0.0,35,Västmanland,Västerås,1,False
