,Utbildningsområde,Utbildningsnamn,Län,Kommun,Flera kommuner,Antal kommuner,YH-poäng,Utbildningsanordnare administrativ enhet,Diarienummer,Ansökningsomgång
1041,Hälso- och sjukvård samt socialt arbete,Aktiveringspedagog inom LSS,Västra Götaland,Mölndal,False,1,300,Campus Mölndal,MYH 2022/4964,2022
1042,Hälso- och sjukvård samt socialt arbete,Ambulanssjukvårdare,Stockholm,Södertälje,False,1,200,Lernia Utbildning AB,MYH 2022/4700,2022
1043,Hälso- och sjukvård samt socialt arbete,Behandlingspedagog,Jönköping,Jönköping,False,1,420,TUC Sweden AB - Yrkeshögskola,MYH 2022/4790,2022
1044,Hälso- och sjukvård samt socialt arbete,Behandlingspedagog,Västra Götaland,Lidköping,False,1,420,TUC Sweden AB - Yrkeshögskola,MYH 2022/4356,2022
1045,Hälso- och sjukvård samt socialt arbete,Instrument- och steriltekniker,Skåne,Kristianstad,False,1,315,YrkesAkademin YH AB,MYH 2022/4000,2022
1046,Hälso- och sjukvård samt socialt arbete,Instrument- och steriltekniker,Flera kommuner,Flera kommuner,True,2,315,Hermods AB Örebro,MYH 2022/4020,2022
1047,Hälso- och sjukvård samt socialt arbete,Medicinsk Fotterapeut,Jönköping,Tranås,False,1,300,TUC Sweden AB - Yrkeshögskola,MYH 2022/4049,2022
1048,Hälso- och sjukvård samt socialt arbete,Medicinsk Fotterapeut,Västernorrland,Örnsköldsvik,False,1,300,Kunskap & Kompetens i Sverige AB,MYH 2022/5021,2022
1049,Hälso- och sjukvård samt socialt arbete,Medicinsk Fotterapeut,Västra Götaland,Göteborg,False,1,300,"Göteborgs Stad, Yrgo",MYH 2022/5102,2022
1050,Hälso- och sjukvård samt socialt arbete,Medicinsk Massageterapeut,Östergötland,Linköping,False,1,400,Bergqvists Massage & Friskvårdsutbildningar AB,MYH 2022/4426,2022
1051,Hälso- och sjukvård samt socialt arbete,Ortopedtekniker,Jönköping,Jönköping,False,1,400,Hälsohögskolan i Jönköping AB,MYH 2022/4958,2022
1052,Hälso- och sjukvård samt socialt arbete,Psykiatrispecialiserad undersköterska/vårdare med beroendekompetens,Västernorrland,Kramfors,False,1,200,"Kramfors kommun, Yrkeshögskolan Höga kusten",MYH 2022/4746,2022
1053,Hälso- och sjukvård samt socialt arbete,Specialistundersköterska - demens,Flera kommuner,Flera kommuner,True,2,200,Campus Nyköping,MYH 2022/5275,2022
1054,Hälso- och sjukvård samt socialt arbete,"Specialistundersköterska inom neurologi, neurokirurgi och neurointensivvård",Västra Götaland,Göteborg,False,1,200,Folkuniversitetet Kursverksamheten vid Göteborgs universitet,MYH 2022/4587,2022
1055,Hälso- och sjukvård samt socialt arbete,Specialistundersköterska med Neuropsykiatrikompetens,Uppsala,Uppsala,False,1,225,YrkesAkademin YH AB,MYH 2022/4561,2022
1056,Hälso- och sjukvård samt socialt arbete,Specialistundersköterska Multisjuka äldre,Norrbotten,Piteå,False,1,200,MedLearn AB,MYH 2022/5196,2022
1057,Hälso- och sjukvård samt socialt arbete,Specialistundersköterska Multisjuka äldre,Flera kommuner,Flera kommuner,True,2,200,KompetensUtvecklingsInstitutet Sverige AB,MYH 2022/4319,2022
1058,Hälso- och sjukvård samt socialt arbete,Specialistundersköterska Multisjuka Äldre,Flera kommuner,Flera kommuner,True,2,200,KompetensUtvecklingsInstitutet Sverige AB,MYH 2022/4461,2022
1059,Hälso- och sjukvård samt socialt arbete,"Specialistundersköterska operation, anestesi och intensivvård",Kronoberg,Växjö,False,1,200,"Region Kronoberg, YH Region Kronoberg",MYH 2022/5065,2022
1060,Hälso- och sjukvård samt socialt arbete,"Specialistundersköterska operation, anestesi och intensivvård",Stockholm,Stockholm,False,1,200,MedLearn AB,MYH 2022/4874,2022
1061,Hälso- och sjukvård samt socialt arbete,Specialistutbildad undersköterska - Demensvård,Flera kommuner,Flera kommuner,True,2,210,TUC Sweden AB - Yrkeshögskola,MYH 2022/4536,2022
1062,Hälso- och sjukvård samt socialt arbete,Specialistutbildad undersköterska - multisjuklighet/palliativ vård,Västra Götaland,Vänersborg,False,1,200,"Kunskapsförbundet Väst, Vuxenutbildningen",MYH 2022/4713,2022
1063,Hälso- och sjukvård samt socialt arbete,Specialistutbildad undersköterska - Psykiatri,Flera kommuner,Flera kommuner,True,2,210,TUC Sweden AB - Yrkeshögskola,MYH 2022/5373,2022
1064,Hälso- och sjukvård samt socialt arbete,Specialistutbildad undersköterska inom demens,Skåne,Lund,False,1,200,Consensum YH L,MYH 2022/4221,2022
1065,Hälso- och sjukvård samt socialt arbete,Specialistutbildad undersköterska inom palliativ vård,Stockholm,Stockholm,False,1,200,Consensum YH S,MYH 2022/4517,2022
1066,Hälso- och sjukvård samt socialt arbete,Specialistutbildad undersköterska inom psykisk ohälsa,Stockholm,Stockholm,False,1,200,Consensum YH S,MYH 2022/4647,2022
1067,Hälso- och sjukvård samt socialt arbete,Stödpedagog,Jönköping,Tranås,False,1,200,TUC Sweden AB - Yrkeshögskola,MYH 2022/4208,2022
1068,Hälso- och sjukvård samt socialt arbete,Stödpedagog,Stockholm,Stockholm,False,1,200,Consensum YH S,MYH 2022/4173,2022
1069,Hälso- och sjukvård samt socialt arbete,Stödpedagog,Västernorrland,Sollefteå,False,1,200,Sollefteå kommun - Reveljen,MYH 2022/4581,2022
1070,Hälso- och sjukvård samt socialt arbete,Stödpedagog,Flera kommuner,Flera kommuner,True,2,200,KompetensUtvecklingsInstitutet Sverige AB,MYH 2022/4249,2022
1071,Hälso- och sjukvård samt socialt arbete,Stödpedagog inom funktionshinderområdet,Skåne,Kristianstad,False,1,200,"Kristianstad kommun, Vuxenutbildningen",MYH 2022/4577,2022
1072,Hälso- och sjukvård samt socialt arbete,Stödpedagog inom funktionshinderområdet,Skåne,Simrishamn,False,1,200,Folkuniversitetet - Kursverksamheten vid Lunds Universitet,MYH 2022/5396,2022
1073,Hälso- och sjukvård samt socialt arbete,Stödpedagog inom funktionshinderområdet,Södermanland,Nyköping,False,1,200,Campus Nyköping,MYH 2022/5274,2022
1074,Hälso- och sjukvård samt socialt arbete,Stödpedagog inom funktionshinderområdet,Västra Götaland,Göteborg,False,1,200,Hermods AB Göteborg,MYH 2022/4276,2022
1075,Hälso- och sjukvård samt socialt arbete,Stödpedagog inom funktionshinderområdet,Flera kommuner,Flera kommuner,True,2,200,Hälsohögskolan i Jönköping AB,MYH 2022/4706,2022
1076,Hälso- och sjukvård samt socialt arbete,Tandsköterska,Norrbotten,Luleå,False,1,325,"Luleå kommun, Vuxenutbildningen",MYH 2022/5049,2022
1077,Journalistik och information,Social Media Manager,Stockholm,Solna,False,1,310,Nackademin AB,MYH 2022/4641,2022
1078,Journalistik och information,Webbkommunikatör Sociala Medier,Skåne,Malmö,False,1,400,Medieinstitutet i Sverige AB,MYH 2022/5445,2022
1079,Juridik,Paralegal,Skåne,Malmö,False,1,400,NBI,MYH 2022/5091,2022
1080,"Kultur, media och design",Content Developer,Stockholm,Stockholm,False,1,325,Hyper Island Program AB - Stockholm,MYH 2022/4763,2022
1081,"Kultur, media och design",Designer-/produktutvecklare med 3D kompetens,Skåne,Malmö,False,1,200,Malmö Tillskärarakademi AB,MYH 2022/4649,2022
1082,"Kultur, media och design",Designmodellör,Västra Götaland,Lidköping,False,1,400,Formakademin i Lidköping AB,MYH 2022/4931,2022
1083,"Kultur, media och design",Digital Art Director och Copywriter,Västra Götaland,Borås,False,1,400,Borås Stad - Yrkeshögskolan i Borås,MYH 2022/5475,2022
1084,"Kultur, media och design",Digital Content Designer,Stockholm,Stockholm,False,1,400,Medieinstitutet i Sverige AB,MYH 2022/5484,2022
1085,"Kultur, media och design",Filmarbetare i kreativ teamfunktion – mask,Västra Götaland,Trollhättan,False,1,400,"Kunskapsförbundet Väst, Vuxenutbildningen",MYH 2022/4969,2022
1086,"Kultur, media och design",Filmarbetare i kreativ teamfunktion – scenografi och kostym,Västra Götaland,Trollhättan,False,1,400,"Kunskapsförbundet Väst, Vuxenutbildningen",MYH 2022/4994,2022
1087,"Kultur, media och design","Filmarbetare i teknisk teamfunktion – ljud, ljus och kamera",Västra Götaland,Trollhättan,False,1,400,"Kunskapsförbundet Väst, Vuxenutbildningen",MYH 2022/4997,2022
1088,"Kultur, media och design",Futuregames Animator and VFX Artist,Flera kommuner,Flera kommuner,True,2,550,Changemaker Educations AB,MYH 2022/5222,2022
1089,"Kultur, media och design",Futuregames Game Artist,Skåne,Malmö,False,1,550,Changemaker Educations AB,MYH 2022/5122,2022
1090,"Kultur, media och design",Futuregames Game Designer,Stockholm,Stockholm,False,1,550,Changemaker Educations AB,MYH 2022/5093,2022
1091,"Kultur, media och design",Game & UX Designer,Västerbotten,Skellefteå,False,1,400,Changemaker Educations AB,MYH 2022/4936,2022
1092,"Kultur, media och design",Game Audio Producent & Sound Designer,Stockholm,Stockholm,False,1,400,Audio Production Academy AB,MYH 2022/4651,2022
1093,"Kultur, media och design",Game Creator Artist,Västra Götaland,Göteborg,False,1,430,"Göteborgs Stad, Yrgo",MYH 2022/5179,2022
1094,"Kultur, media och design",Guldsmed,Västra Götaland,Falköping,False,1,600,"Falköpings kommun, Lärcenter",MYH 2022/4486,2022
1095,"Kultur, media och design",Motion Creative,Stockholm,Stockholm,False,1,225,Hyper Island Program AB - Stockholm,MYH 2022/4751,2022
1096,"Kultur, media och design",Podcastproduktion,Stockholm,Stockholm,False,1,330,Medieinstitutet i Sverige AB,MYH 2022/5423,2022
1097,"Kultur, media och design",Procedural Artist,Stockholm,Stockholm,False,1,550,TGA Utbildning AB,MYH 2022/4467,2022
1098,"Kultur, media och design",Produktionsdrejare,Västra Götaland,Lidköping,False,1,400,Formakademin i Lidköping AB,MYH 2022/4929,2022
1099,"Kultur, media och design",Projektledare inom möbel- och inredningsbranschen,Västra Götaland,Tibro,False,1,400,Tibro Hantverksakademi,MYH 2022/5454,2022
1100,"Kultur, media och design",Spelanimatör,Skåne,Malmö,False,1,550,TGA Utbildning AB,MYH 2022/4469,2022
1101,"Kultur, media och design",Teknisk 3D artist inom spel,Stockholm,Solna,False,1,500,Nackademin AB,MYH 2022/4472,2022
1102,"Kultur, media och design",TV-produktionsspecialist,Kalmar,Västervik,False,1,400,Gamleby Folkhögskola,MYH 2022/4592,2022
1103,"Lantbruk, djurvård, trädgård, skog och fiske",Akvaponiingenjör,Flera kommuner,Flera kommuner,True,2,400,Väddö folkhögskola,MYH 2022/4568,2022
1104,"Lantbruk, djurvård, trädgård, skog och fiske",Arbetsledare – Hållbar grönyteförvaltning,Uppsala,Uppsala,False,1,325,YrkesAkademin YH AB,MYH 2022/4495,2022
1105,"Lantbruk, djurvård, trädgård, skog och fiske",Arborist,Stockholm,Stockholm,False,1,400,Hvilan Utbildning AB,MYH 2022/5350,2022
1106,"Lantbruk, djurvård, trädgård, skog och fiske",Driftledare lantbruk,Västerbotten,Umeå,False,1,250,Umeå kommun - Forslundagymnasiet,MYH 2022/5404,2022
1107,"Lantbruk, djurvård, trädgård, skog och fiske",Förädlingsodlare,Västra Götaland,Mariestad,False,1,200,"Mariestads kommun, Dacapo Mariestad",MYH 2022/4926,2022
1108,"Lantbruk, djurvård, trädgård, skog och fiske",Kvalificerad trädgårdsanläggare,Skåne,Båstad,False,1,300,Båstad kommun Akademi Båstad,MYH 2022/5507,2022
1109,"Lantbruk, djurvård, trädgård, skog och fiske",Ridlärare,Västerbotten,Umeå,False,1,220,Umeå kommun - Forslundagymnasiet,MYH 2022/5488,2022
1110,"Lantbruk, djurvård, trädgård, skog och fiske",Skogsbrukstekniker,Flera kommuner,Flera kommuner,True,2,300,Alfta Skogstekniska Utbildning AB,MYH 2022/4941,2022
1111,"Lantbruk, djurvård, trädgård, skog och fiske",Skogsplanerare,Flera kommuner,Flera kommuner,True,2,210,Hermods AB Umeå,MYH 2022/4334,2022
1112,"Lantbruk, djurvård, trädgård, skog och fiske",Stadsodlare,Västernorrland,Härnösand,False,1,400,"Härnösands kommun, Yrkeshögskolan",MYH 2022/4915,2022
1113,"Lantbruk, djurvård, trädgård, skog och fiske",Stall- och verksamhetsledare inom hästrelaterade näringar,Stockholm,Sigtuna,False,1,300,JENSEN Education School AB,MYH 2022/5500,2022
1114,"Lantbruk, djurvård, trädgård, skog och fiske","Trädgårdsmästare – odling, förädling och entreprenörskap",Skåne,Staffanstorp,False,1,390,Hvilan Utbildning AB,MYH 2022/5497,2022
1115,"Lantbruk, djurvård, trädgård, skog och fiske",Trädgårdsmästare inom park och kulturlandskap,Blekinge,Karlskrona,False,1,400,Hermods AB Karlskrona,MYH 2022/4277,2022
1116,"Lantbruk, djurvård, trädgård, skog och fiske",Trädgårdsmästare inriktning arbetsledning,Västra Götaland,Göteborg,False,1,400,Hermods AB Göteborg,MYH 2022/4388,2022
1117,"Lantbruk, djurvård, trädgård, skog och fiske",Trädgårdsmästare inriktning hållbarhet,Stockholm,Solna,False,1,400,Hermods AB Stockholm,MYH 2022/4329,2022
1118,"Lantbruk, djurvård, trädgård, skog och fiske","Trädgårdsmästare- natur, kultur och hållbarhet",Västra Götaland,Mölndal,False,1,400,Gunnebo Slott och Trädgårdar AB,MYH 2022/4492,2022
1119,"Lantbruk, djurvård, trädgård, skog och fiske","Trädgårdsmästare, ekologi och entreprenörskap",Stockholm,Södertälje,False,1,400,"Södertälje kommun, Campus Telge",MYH 2022/4780,2022
1120,Pedagogik och undervisning,Trafiklärare,Kalmar,Kalmar,False,1,300,SYAB Gruppen AB,MYH 2022/4634,2022
1121,Pedagogik och undervisning,Trafiklärare,Norrbotten,Luleå,False,1,300,YrkesAkademin YH AB,MYH 2022/4016,2022
1122,Pedagogik och undervisning,Trafiklärare,Skåne,Helsingborg,False,1,300,Utbildarna i Helsingborg AB,MYH 2022/4335,2022
1123,Pedagogik och undervisning,Trafiklärare,Stockholm,Upplands-Bro,False,1,300,"Upplands-Bro kommun, Vuxenutbildningen",MYH 2022/4407,2022
1124,Pedagogik och undervisning,Trafiklärare,Värmland,Karlstad,False,1,300,"Karlstads kommun, Yrkeshögskolan",MYH 2022/5365,2022
1125,Pedagogik och undervisning,Trafiklärare,Västmanland,Västerås,False,1,300,Västerås Stad/Barn- och Utbildningsförvaltningen/Västerås Yrkeshögskola,MYH 2022/4624,2022
1126,Pedagogik och undervisning,Trafiklärare,Västra Götaland,Lerum,False,1,300,"Lerums kommun, Vuxenutbildningen",MYH 2022/4215,2022
1127,Samhällsbyggnad och byggteknik,Anläggningsingenjör - infrastruktur,Västerbotten,Umeå,False,1,400,Hermods AB Umeå,MYH 2022/4619,2022
1128,Samhällsbyggnad och byggteknik,"Anläggningsingenjör - infrastruktur, miljö och klimat",Flera kommuner,Flera kommuner,True,4,420,KYH AB,MYH 2022/4819,2022
1129,Samhällsbyggnad och byggteknik,Anläggningsingenjör med BIM- och Hållbarhetskompetens,Norrbotten,Luleå,False,1,415,Handelsakademin i Göteborg AB,MYH 2022/4962,2022
1130,Samhällsbyggnad och byggteknik,Anläggningsingenjör väg och vatten,Västra Götaland,Göteborg,False,1,410,Plushögskolan AB - Teknikhögskolan,MYH 2022/4906,2022
1131,Samhällsbyggnad och byggteknik,Arbetsledare Anläggning,Flera kommuner,Flera kommuner,True,4,435,KYH AB,MYH 2022/4660,2022
