,Utbildningsområde,Utbildningsnamn,Län,Kommun,Flera kommuner,Antal kommuner,YH-poäng,Utbildningsanordnare administrativ enhet,Diarienummer,Ansökningsomgång
381,Teknik och tillverkning,Elkonstruktör,Stockholm,Botkyrka,False,1,315,"Botkyrka kommun, Xenter Botkyrka",MYH 2020/4994,2020
382,Teknik och tillverkning,Elkonstruktör,Södermanland,Nyköping,False,1,315,Campus Nyköping,MYH 2020/4752,2020
383,Teknik och tillverkning,Elkraftingenjör,Södermanland,Nyköping,False,1,280,Campus Nyköping,MYH 2020/4747,2020
384,Teknik och tillverkning,"Elkraftingenjör- produktion, distribution och miljö",Västmanland,Arboga,False,1,420,"Arboga kommun, Vuxenutbildningen",MYH 2020/4978,2020
385,Teknik och tillverkning,Elkraftsingenjör,Stockholm,Solna,False,1,400,Nackademin AB,MYH 2020/5294,2020
386,Teknik och tillverkning,Elkraftsingenjör,Västmanland,Västerås,False,1,415,Västerås Stad/Barn- och Utbildningsförvaltningen/Västerås Yrkeshögskola,MYH 2020/5537,2020
387,Teknik och tillverkning,Elkraftsingenjör ,Gävleborg,Gävle,False,1,400,Plushögskolan AB - Teknikhögskolan,MYH 2020/4796,2020
388,Teknik och tillverkning,Elkraftsingenjör ,Västmanland,Västerås,False,1,400,Plushögskolan AB - Teknikhögskolan,MYH 2020/4537,2020
389,Teknik och tillverkning,Elkraftsingenjör ,Västra Götaland,Göteborg,False,1,400,Plushögskolan AB - Teknikhögskolan,MYH 2020/4809,2020
390,Teknik och tillverkning,Elnätsdesigner ,Stockholm,Stockholm,False,1,400,Stiftelsen Stockholms Tekniska Institut,MYH 2020/5452,2020
391,Teknik och tillverkning,Elnätsprojektör,Skåne,Lund,False,1,245,Plushögskolan AB - Teknikhögskolan,MYH 2020/4531,2020
392,Teknik och tillverkning,Elnätsspecialist inom Reläskydd,Västernorrland,Sundsvall,False,1,215,YrkesAkademin YH AB,MYH 2020/3939,2020
393,Teknik och tillverkning,Elnätsspecialist inom Ställverk och Transformatorteknik ,Skåne,Malmö,False,1,225,YrkesAkademin YH AB,MYH 2020/3858,2020
394,Teknik och tillverkning,Elprojektör,Jönköping,Jönköping,False,1,300,Tekniska Högskolan i Jönköping AB,MYH 2020/5431,2020
395,Teknik och tillverkning,Energiingenjör,Flera kommuner,Flera kommuner,True,7,400,Företagsekonomiska Institutet 1888 AB,MYH 2020/5730,2020
396,Teknik och tillverkning,Energiingenjör,Stockholm,Solna,False,1,420,Nackademin AB,MYH 2020/5296,2020
397,Teknik och tillverkning,"Energiingenjör miljö, klimat och förnybart",Skåne,Hässleholm,False,1,400,"Hässleholms kommun, Yrkeshögskolan Syd",MYH 2020/5287,2020
398,Teknik och tillverkning,Energitekniker specialisering vindkraft,Halland,Varberg,False,1,400,Campus Varberg/Varbergs kommun,MYH 2020/5299,2020
399,Teknik och tillverkning,Fibertekniker,Gävleborg,Hudiksvall,False,1,220,Edugrade AB,MYH 2020/5836,2020
400,Teknik och tillverkning,Finsnickare eller  Möbelrestauratör,Västra Götaland,Bengtsfors,False,1,400,Stiftelsen Stenebyskolan,MYH 2020/4497,2020
401,Teknik och tillverkning,Fordonstekniker El/IT - Göteborg,Västra Götaland,Göteborg,False,1,400,Movant AB,MYH 2020/4955,2020
402,Teknik och tillverkning,Förpackningstekniker,Skåne,Helsingborg,False,1,400,Prepress & Print Developing PPD,MYH 2020/4185,2020
403,Teknik och tillverkning,Geometrisäkring,Västra Götaland,Göteborg,False,1,200,"Göteborgs Stad, Yrgo",MYH 2020/5429,2020
404,Teknik och tillverkning,Hydraultekniker,Västernorrland,Örnsköldsvik,False,1,150,"ITH, Institutet För Tillämpad Hydraulik",MYH 2020/4719,2020
405,Teknik och tillverkning,Hållbar livsmedelsintraprenör,Skåne,Lund,False,1,250,Folkuniversitetet - Kursverksamheten vid Lunds Universitet,MYH 2020/5643,2020
406,Teknik och tillverkning,Hållbar produktion - Plast och Polymeringenjör,Jönköping,Jönköping,False,1,400,Tekniska Högskolan i Jönköping AB,MYH 2020/5199,2020
407,Teknik och tillverkning,Inspektions- och provningsingenjör,Västmanland,Västerås,False,1,430,NDT Training Center AB,MYH 2020/4801,2020
408,Teknik och tillverkning,Järnvägstekniker / Kvalificerad kontaktledningstekniker,Skåne,Ängelholm,False,1,200,Trafikverket Trafikverksskolan,MYH 2020/4751,2020
409,Teknik och tillverkning,Järnvägstekniker / Kvalificerad signaltekniker,Skåne,Ängelholm,False,1,200,Trafikverket Trafikverksskolan,MYH 2020/4748,2020
410,Teknik och tillverkning,Kvalificerad servicetekniker inom lantbruk  ,Västra Götaland,Skara,False,1,250,"Västra Götalands läns landsting, Biologiska Yrkeshögskolan i Skara - BYS",MYH 2020/5269,2020
411,Teknik och tillverkning,Kyl- och värmepumpstekniker,Stockholm,Södertälje,False,1,350,"Södertälje kommun, Campus Telge",MYH 2020/5639,2020
412,Teknik och tillverkning,Kyl- och värmepumpstekniker,Värmland,Arvika,False,1,400,Arvika Kommun,MYH 2020/5498,2020
413,Teknik och tillverkning,Kyl- och värmepumpstekniker,Örebro,Örebro,False,1,400,Hermods AB Örebro,MYH 2020/4053,2020
414,Teknik och tillverkning,Kyl- och värmepumptekniker,Jönköping,Tranås,False,1,400,TUC Sweden AB - Yrkeshögskola,MYH 2020/4808,2020
415,Teknik och tillverkning,Logistiker ,Östergötland,Linköping,False,1,400,TUC Sweden AB - Yrkeshögskola,MYH 2020/5195,2020
416,Teknik och tillverkning,Läke- och livsmedelstekniker,Skåne,Lund,False,1,400,Folkuniversitetet - Kursverksamheten vid Lunds Universitet,MYH 2020/5203,2020
417,Teknik och tillverkning,Läke- och livsmedelstekniker,Uppsala,Uppsala,False,1,400,Folkuniversitetet - Stiftelsen Kursverksamheten vid Uppsala universitetet,MYH 2020/5505,2020
418,Teknik och tillverkning,Läkemedelstekniker,Stockholm,Stockholm,False,1,300,"Stockholms stad, Frans Schartaus Handelsinstitut",MYH 2020/5760,2020
419,Teknik och tillverkning,Marintekniker,Stockholm,Nynäshamn,False,1,400,Campus Nynäshamn,MYH 2020/5554,2020
420,Teknik och tillverkning,Marintekniker,Stockholm,Värmdö,False,1,400,ALEA Kompetenshöjning AB,MYH 2020/5552,2020
421,Teknik och tillverkning,"Mathantverk; bagare, bär-, frukt- och grönsaksförädlare, charkuterist, mejerist",Jämtland,Krokom,False,1,200,Torsta AB,MYH 2020/4867,2020
422,Teknik och tillverkning,Mejeritekniker,Västra Götaland,Götene,False,1,300,Lernia Utbildning AB,MYH 2020/5134,2020
423,Teknik och tillverkning,Möbelsnickare - Historiskt hantverk,Västernorrland,Kramfors,False,1,400,"Kramfors kommun, Yrkeshögskolan Höga kusten",MYH 2020/5377,2020
424,Teknik och tillverkning,Mönsterkonstruktör,Västra Götaland,Göteborg,False,1,200,Stiftelsen Tillskärarakademin i Göteborg,MYH 2020/5007,2020
425,Teknik och tillverkning,Network Engineer - Nätverksspecialist,Flera kommuner,Flera kommuner,True,2,415,Edugrade AB,MYH 2020/5840,2020
426,Teknik och tillverkning,Operativ Produktionstekniker,Flera kommuner,Flera kommuner,True,2,300,Lidköpings kommun Campus Lidköping,MYH 2020/4773,2020
427,Teknik och tillverkning,Process- och automationsingenjör,Flera kommuner,Flera kommuner,True,2,400,Tekniska Högskolan i Jönköping AB,MYH 2020/5258,2020
428,Teknik och tillverkning,Processoperatör livsmedel,Halland,Halmstad,False,1,200,Plushögskolan AB - Teknikhögskolan,MYH 2020/4405,2020
429,Teknik och tillverkning,Processoperatör livsmedel,Stockholm,Stockholm,False,1,200,Plushögskolan AB - Teknikhögskolan,MYH 2020/4401,2020
430,Teknik och tillverkning,Processtekniker - Smart industri,Blekinge,Olofström,False,1,400,"Olofströms kommun, Yrkeshögskolan Syd",MYH 2020/4743,2020
431,Teknik och tillverkning,"Production Planner, Change & Sustainability",Kronoberg,Ljungby,False,1,400,Centrum för Informationslogistik i Ljungby AB,MYH 2020/5519,2020
432,Teknik och tillverkning,Produktionslogistik,Västra Götaland,Göteborg,False,1,210,Göteborgs Tekniska College AB,MYH 2020/5590,2020
433,Teknik och tillverkning,Produktionstekniker,Flera kommuner,Flera kommuner,True,4,390,Köpings kommun,MYH 2020/4683,2020
434,Teknik och tillverkning,"Produktionstekniker, inriktning ständiga förbättringar/Lean production",Skåne,Eslöv,False,1,210,"Eslövs kommun, Yrkeshögskolan i Eslöv",MYH 2020/5361,2020
435,Teknik och tillverkning,Produktionsutveckling,Flera kommuner,Flera kommuner,True,4,300,Tekniska Högskolan i Jönköping AB,MYH 2020/5117,2020
436,Teknik och tillverkning,Produktionsutveckling,Västra Götaland,Göteborg,False,1,400,Göteborgs Tekniska College AB,MYH 2020/5524,2020
437,Teknik och tillverkning,Produktionsutveckling Industri 4.0  ,Flera kommuner,Flera kommuner,True,2,325,YrkesAkademin YH AB,MYH 2020/4714,2020
438,Teknik och tillverkning,Projektledare Elinstallation,Stockholm,Stockholm,False,1,235,Stiftelsen Stockholms Tekniska Institut,MYH 2020/5546,2020
439,Teknik och tillverkning,Projektledare Elkraft distans,Örebro,Askersund,False,1,215,Åsbro Kursgård AB,MYH 2020/5008,2020
440,Teknik och tillverkning,Projektledare Elteknik ,Södermanland,Nyköping,False,1,280,Campus Nyköping,MYH 2020/4787,2020
441,Teknik och tillverkning,"Provtekniker, maskinutveckling",Västernorrland,Örnsköldsvik,False,1,200,"ITH, Institutet För Tillämpad Hydraulik",MYH 2020/4816,2020
442,Teknik och tillverkning,Reläskyddsspecialist,Västra Götaland,Göteborg,False,1,215,Lernia Utbildning AB,MYH 2020/5136,2020
443,Teknik och tillverkning,Rörtekniker med svetscertifikat,Östergötland,Norrköping,False,1,400,Östsvenska Yrkeshögskolan AB,MYH 2020/5077,2020
444,Teknik och tillverkning,Servicetekniker Elkraft,Örebro,Askersund,False,1,335,Åsbro Kursgård AB,MYH 2020/5018,2020
445,Teknik och tillverkning,Solenergitekniker ,Skåne,Malmö,False,1,220,Nercia Utbildning,MYH 2020/5319,2020
446,Teknik och tillverkning,Specialiserad möbelsnickare med inriktning mot gesäll ,Västernorrland,Kramfors,False,1,200,"Kramfors kommun, Yrkeshögskolan Höga kusten",MYH 2020/5380,2020
447,Teknik och tillverkning,Svetsansvarig IWS och Svetsinspektör IWI-S,Jönköping,Jönköping,False,1,225,Tekniska Högskolan i Jönköping AB,MYH 2020/5212,2020
448,Teknik och tillverkning,Systemtekniker spårfordon,Västmanland,Västerås,False,1,400,Västerås Stad/Barn- och Utbildningsförvaltningen/Västerås Yrkeshögskola,MYH 2020/5854,2020
449,Teknik och tillverkning,Tekniker - robot och automatiserad logistik,Stockholm,Järfälla,False,1,430,Stiftelsen Yrkeshögskolan Sverige,MYH 2020/5430,2020
450,Teknik och tillverkning,Tekniker spårbundna fordon (säkerhetscertifierad),Västra Götaland,Falköping,False,1,300,"Falköpings kommun, Lärcenter",MYH 2020/4421,2020
451,Teknik och tillverkning,Tekniker tunga maskiner och fordon,Norrbotten,Gällivare,False,1,300,YrkesAkademin YH AB,MYH 2020/3811,2020
452,Teknik och tillverkning,Tekniker tunga maskiner och fordon,Västra Götaland,Göteborg,False,1,300,YrkesAkademin YH AB,MYH 2020/3810,2020
453,Teknik och tillverkning,Tillämpad elektronik för inbyggda system,Västmanland,Surahammar,False,1,220,AGSTU AB,MYH 2020/4713,2020
454,Teknik och tillverkning,Tågtekniker,Stockholm,Stockholm,False,1,300,MTR Nordic ,MYH 2020/5403,2020
455,Teknik och tillverkning,Underhållstekniker,Östergötland,Linköping,False,1,380,TUC Sweden AB - Yrkeshögskola,MYH 2020/5416,2020
456,Teknik och tillverkning,Underhållstekniker inom automatiserad tillverkningsindustri,Flera kommuner,Flera kommuner,True,2,315,Gislaveds Kommun Vuxenutbildningen /Hph,MYH 2020/5347,2020
457,Teknik och tillverkning,Underhållstekniker/ Automationstekniker ,Stockholm,Nynäshamn,False,1,425,Campus Nynäshamn,MYH 2020/5057,2020
458,Teknik och tillverkning,Vattenkrafttekniker,Norrbotten,Jokkmokk,False,1,400,"Lapplands kommunalförbund, Lapplands lärcentra",MYH 2020/4388,2020
459,Teknik och tillverkning,Ventilationsingenjör,Dalarna,Borlänge,False,1,400,Lernia Utbildning AB,MYH 2020/5161,2020
460,Teknik och tillverkning,Ventilationsingenjör,Kalmar,Kalmar,False,1,400,Lernia Utbildning AB,MYH 2020/5164,2020
461,Teknik och tillverkning,Ventilationsingenjör,Norrbotten,Piteå,False,1,400,Lernia Utbildning AB,MYH 2020/5169,2020
462,Teknik och tillverkning,Verksamhetsutvecklare,Stockholm,Södertälje,False,1,305,"Södertälje kommun, Campus Telge",MYH 2020/5624,2020
463,Teknik och tillverkning,Ytbehandlingsspecialist ,Västra Götaland,Trollhättan,False,1,215,YrkesAkademin YH AB,MYH 2020/3865,2020
464,Transporttjänster, Helikopterpilotutbildning,Västra Götaland,Göteborg,False,1,480,Svensk Pilotutbildning AB,MYH 2020/5558,2020
465,Transporttjänster,Affärsinriktad speditör med inriktning lönsamma och hållbara logistiklösningar,Flera kommuner,Flera kommuner,True,2,400,"Göteborgs Stad, Yrgo",MYH 2020/5437,2020
466,Transporttjänster,"Fartygs- och Maskinbefäl 8, Skärgårdsentreprenör ",Västra Götaland,Göteborg,False,1,210,Sjösportskolan Swedish Maritime Academy AB,MYH 2020/5581,2020
467,Transporttjänster,Integrerad trafikflygarutbildning,Skåne,Klippan,False,1,500,Lunds universitet Trafikflyghögskolan,MYH 2020/5035,2020
468,Transporttjänster,Integrerad trafikflygarutbildning,Västmanland,Västerås,False,1,505,OSM Aviation Academy AB,MYH 2020/5056,2020
469,Transporttjänster,Internationell affärslogistiker inriktning hållbarhet och digitalisering,Skåne,Helsingborg,False,1,425,Hermods AB Helsingborg,MYH 2020/3789,2020
470,Transporttjänster,Kommersiell drönaroperatör,Skåne,Klippan,False,1,250,Folkuniversitetet - Kursverksamheten vid Lunds Universitet,MYH 2020/5490,2020
471,Transporttjänster,"Logistiker, arbetsledning och flerpartslogistik",Örebro,Örebro,False,1,430,Stiftelsen Yrkeshögskolan Sverige,MYH 2020/5428,2020
472,Transporttjänster,Logistiker/speditör med hållbarhetsprofil,Skåne,Malmö,False,1,400,Stockholms Internationella Handelsskola i Malmö AB,MYH 2020/4745,2020
473,Transporttjänster,Logistiker/speditör med hållbarhetsprofil,Stockholm,Stockholm,False,1,400,Stockholms Internationella Handelsskola AB,MYH 2020/4724,2020
474,Transporttjänster,Logistiker/speditör med hållbarhetsprofil,Stockholm,Stockholm,False,1,400,Stockholms Internationella Handelsskola AB,MYH 2020/4725,2020
475,Transporttjänster,Lokförare,Jönköping,Nässjö,False,1,220,"Nässjö kommun, Nässjöakademin",MYH 2020/5548,2020
476,Transporttjänster,Lokförare,Norrbotten,Boden,False,1,220,"Bodens kommun, Vuxenutbildningen",MYH 2020/5228,2020
477,Transporttjänster,Lokförare,Stockholm,Stockholm,False,1,220,MTR Nordic ,MYH 2020/5412,2020
478,Transporttjänster,Lokförare,Västra Götaland,Göteborg,False,1,220,Stiftelsen Yrkeshögskolan Sverige,MYH 2020/5232,2020
479,Transporttjänster,Lokförare,Örebro,Hallsberg,False,1,220,Stiftelsen Yrkeshögskolan Sverige,MYH 2020/5261,2020
480,Transporttjänster,"Skärgårdskapten, Härnösand",Västernorrland,Härnösand,False,1,400,Klart Skepp Marinteknik AB,MYH 2020/5618,2020
481,Transporttjänster,"Skärgårdskapten, Stocksund",Stockholm,Danderyd,False,1,400,Klart Skepp Marinteknik AB,MYH 2020/5628,2020
482,Transporttjänster,Transportledare - Grön logistik ,Västra Götaland,Uddevalla,False,1,400,Plushögskolan AB - Teknikhögskolan,MYH 2020/4458,2020
483,Övrigt,Hantverkslärling,Dalarna,Leksand,False,1,500,Stiftelsen Hantverk & Utbildning,MYH 2020/3475,2020
484,Data/IT,.NET Developer ,Stockholm,Nacka,False,1,430,KYH AB Stockholm,MYH 2021/3639,2021
485,Data/IT,.NET-utvecklare,Stockholm,Stockholm,False,1,400,IT-Högskolan Stockholm AB,MYH 2021/3446,2021
486,Data/IT,Advanced Software Developer Electrical & Autonomous Vehicles,Västra Götaland,Trollhättan,False,1,400,YrkesAkademin YH AB,MYH 2021/3002,2021
487,Data/IT,AI Business Consultant,Stockholm,Stockholm,False,1,400,Hyper Island Program AB - Stockholm,MYH 2021/3595,2021
488,Data/IT,AI Developer,Stockholm,Stockholm,False,1,400,JENSEN Education School AB,MYH 2021/4142,2021
489,Data/IT,BI-Analyst med AI-kompetens,Västra Götaland,Uddevalla,False,1,400,YrkesAkademin YH AB,MYH 2021/4084,2021
490,Data/IT,Blockchainutvecklare,Stockholm,Stockholm,False,1,400,Medieinstitutet i Sverige AB,MYH 2021/4416,2021
491,Data/IT,Business Intelligence-analytiker,Stockholm,Solna,False,1,400,Nackademin AB,MYH 2021/3749,2021
492,Data/IT,Cloud- och Infrastrukturspecialist,Kronoberg,Växjö,False,1,420,EC Utbildning AB Växjö,MYH 2021/3380,2021
493,Data/IT,Cloudutvecklare,Västra Götaland,Mölndal,False,1,400,Campus Mölndal,MYH 2021/3991,2021
494,Data/IT,Cloudutvecklare AWS,Stockholm,Stockholm,False,1,400,JENSEN Education School AB,MYH 2021/3922,2021
495,Data/IT,Cloudutvecklare AWS,Västra Götaland,Göteborg,False,1,400,JENSEN Education School AB,MYH 2021/3853,2021
496,Data/IT,Cloudutvecklare Azure,Stockholm,Stockholm,False,1,400,JENSEN Education School AB,MYH 2021/3960,2021
497,Data/IT,Customer Data Developer,Stockholm,Stockholm,False,1,400,IHM Business School AB Stockholm,MYH 2021/3460,2021
498,Data/IT,Data Engineer,Stockholm,Solna,False,1,400,Nackademin AB,MYH 2021/3763,2021
499,Data/IT,Data Scientist,Västra Götaland,Göteborg,False,1,400,EC Utbildning AB Göteborg,MYH 2021/3676,2021
500,Data/IT,"Dataanalytiker - digitala spel, upplevelser, produkter och tjänster",Västerbotten,Skellefteå,False,1,300,Skellefteå kommun Vuxenutbildningen,MYH 2021/3877,2021
501,Data/IT,Experience Designer -  Stockholm,Stockholm,Stockholm,False,1,400,Changemaker Educations AB,MYH 2021/4386,2021
502,Data/IT,FPGA Systemutvecklare,Västmanland,Surahammar,False,1,220,AGSTU AB,MYH 2021/3464,2021
503,Data/IT,Front End Developer,Skåne,Malmö,False,1,400,Medieinstitutet i Sverige AB,MYH 2021/4341,2021
504,Data/IT,Front End Developer,Stockholm,Stockholm,False,1,400,Medieinstitutet i Sverige AB,MYH 2021/4336,2021
505,Data/IT,Front End Developer ,Stockholm,Stockholm,False,1,405,KYH AB Stockholm,MYH 2021/3655,2021
506,Data/IT,Frontend Developer,Stockholm,Stockholm,False,1,400,Hyper Island Program AB - Stockholm,MYH 2021/3599,2021
507,Data/IT,Frontendutvecklare,Skåne,Helsingborg,False,1,400,EC Utbildning AB Helsingborg,MYH 2021/3415,2021
508,Data/IT,Frontendutvecklare,Stockholm,Stockholm,False,1,400,JENSEN Education School AB,MYH 2021/3941,2021
509,Data/IT,Frontendutvecklare,Västra Götaland,Göteborg,False,1,400,Folkuniversitetet Kursverksamheten vid Göteborgs universitet,MYH 2021/4033,2021
510,Data/IT,Frontendutvecklare,Västra Götaland,Göteborg,False,1,400,JENSEN Education School AB,MYH 2021/3838,2021
511,Data/IT,Frontend-utvecklare,Kronoberg,Växjö,False,1,400,EC Utbildning AB Växjö,MYH 2021/3383,2021
512,Data/IT,Frontend-utvecklare,Stockholm,Stockholm,False,1,400,IT-Högskolan Stockholm AB,MYH 2021/3443,2021
513,Data/IT,Frontend-utvecklare,Västra Götaland,Göteborg,False,1,400,IT-Högskolan Sverige AB,MYH 2021/3444,2021
514,Data/IT,Frontendutvecklare för mobil och webb,Stockholm,Stockholm,False,1,425,Chas Academy AB,MYH 2021/3896,2021
515,Data/IT,Frontendutvecklare inriktning webbsäkerhet,Stockholm,Stockholm,False,1,400,JENSEN Education School AB,MYH 2021/3894,2021
516,Data/IT,Frontendutvecklare inriktning webbsäkerhet,Västra Götaland,Göteborg,False,1,400,JENSEN Education School AB,MYH 2021/3848,2021
517,Data/IT,Fullstackutvecklare .NET,Stockholm,Stockholm,False,1,410,Chas Academy AB,MYH 2021/3928,2021
518,Data/IT,Fullstackutvecklare JavaScript ,Stockholm,Stockholm,False,1,430,Chas Academy AB,MYH 2021/3900,2021
519,Data/IT,Futuregames QA / Game Tester,Norrbotten,Boden,False,1,300,Changemaker Educations AB,MYH 2021/4291,2021
520,Data/IT,Industrial Technical Artist,Västra Götaland,Göteborg,False,1,400,"Göteborgs Stad, Yrgo",MYH 2021/3862,2021
521,Data/IT,IoT-utvecklare,Stockholm,Stockholm,False,1,400,Stiftelsen Stockholms Tekniska Institut,MYH 2021/3850,2021
522,Data/IT,IT-infrastrukturtekniker - moln & säkerhet,Kronoberg,Ljungby,False,1,400,Idé & Resurscentrum i Ljungby AB,MYH 2021/3500,2021
523,Data/IT,IT-projektledare,Halland,Varberg,False,1,400,Campus Varberg/Varbergs kommun,MYH 2021/3544,2021
524,Data/IT,IT-projektledare,Stockholm,Stockholm,False,1,300,JENSEN Education School AB,MYH 2021/3906,2021
525,Data/IT,IT-säkerhetsspecialist,Västra Götaland,Göteborg,False,1,425,EC Utbildning AB Göteborg,MYH 2021/3683,2021
526,Data/IT,IT-säkerhetstekniker - Etisk Hackare,Flera kommuner,Flera kommuner,True,2,440,Edugrade AB,MYH 2021/4311,2021
527,Data/IT,JavaScriptutvecklare,Västra Götaland,Göteborg,False,1,400,Folkuniversitetet Kursverksamheten vid Göteborgs universitet,MYH 2021/4031,2021
528,Data/IT,Javascript-utvecklare,Västra Götaland,Göteborg,False,1,400,IT-Högskolan Sverige AB,MYH 2021/3430,2021
529,Data/IT,Javautvecklare,Skåne,Malmö,False,1,400,Grit Academy AB,MYH 2021/3565,2021
530,Data/IT,Javautvecklare,Stockholm,Stockholm,False,1,415,Stiftelsen Stockholms Tekniska Institut,MYH 2021/4323,2021
531,Data/IT,Javautvecklare,Västra Götaland,Mölndal,False,1,400,Campus Mölndal,MYH 2021/3997,2021
532,Data/IT,Javautvecklare ,Västra Götaland,Göteborg,False,1,405,Plushögskolan AB - Teknikhögskolan,MYH 2021/3785,2021
533,Data/IT,Kvalitetssäkrare och testare inom IT,Stockholm,Solna,False,1,400,Nackademin AB,MYH 2021/3778,2021
534,Data/IT,Mjukvarutestare,Örebro,Örebro,False,1,325,EC Utbildning AB Örebro,MYH 2021/3390,2021
535,Data/IT,Mjukvaruutvecklare,Östergötland,Norrköping,False,1,400,Östsvenska Yrkeshögskolan AB,MYH 2021/3760,2021
536,Data/IT,Mjukvaruutvecklare för mobilitetstjänster,Västra Götaland,Göteborg,False,1,400,Folkuniversitetet Kursverksamheten vid Göteborgs universitet,MYH 2021/4052,2021
537,Data/IT,Mobilapplikationsutvecklare,Västra Götaland,Göteborg,False,1,400,Folkuniversitetet Kursverksamheten vid Göteborgs universitet,MYH 2021/4037,2021
538,Data/IT,Moln- och virtualiseringsspecialist,Västra Götaland,Mölndal,False,1,400,Campus Mölndal,MYH 2021/3995,2021
539,Data/IT,Moln- och virtualiseringstekniker,Skåne,Malmö,False,1,400,Folkuniversitetet - Kursverksamheten vid Lunds Universitet,MYH 2021/4101,2021
540,Data/IT,Objektorienterad programmering med inriktning AI - Göteborg,Västra Götaland,Göteborg,False,1,400,Handelsakademin i Göteborg AB,MYH 2021/4086,2021
541,Data/IT,Programutvecklare Java,Stockholm,Solna,False,1,400,Nackademin AB,MYH 2021/3851,2021
542,Data/IT,Pythonutvecklare inom AI,Stockholm,Solna,False,1,400,Nackademin AB,MYH 2021/3860,2021
543,Data/IT,Pythonutvecklare inriktning AI,Västra Götaland,Göteborg,False,1,405,Plushögskolan AB - Teknikhögskolan,MYH 2021/3674,2021
544,Data/IT,Server- och virtualiseringsspecialist,Örebro,Örebro,False,1,400,EC Utbildning AB Örebro,MYH 2021/3388,2021
545,Data/IT,Spelprogrammerare,Skåne,Malmö,False,1,550,TGA Utbildning AB,MYH 2021/3360,2021
546,Data/IT,Systemutvecklare .NET,Skåne,Malmö,False,1,400,Newton Kompetensutveckling AB,MYH 2021/3700,2021
547,Data/IT,Systemutvecklare .NET,Västerbotten,Umeå,False,1,400,YrkesAkademin YH AB,MYH 2021/3131,2021
548,Data/IT,Systemutvecklare inriktning säkerhet,Skåne,Malmö,False,1,400,JENSEN Education School AB,MYH 2021/4132,2021
549,Data/IT,Systemutvecklare.net,Västra Götaland,Borås,False,1,400,Borås Stad - Borås Yrkeshögskola,MYH 2021/3931,2021
550,Data/IT,Systemutvecklare.net,Östergötland,Linköping,False,1,420,TUC Sweden AB - Yrkeshögskola,MYH 2021/3580,2021
551,Data/IT,Säkerhetsspecialist,Flera kommuner,Flera kommuner,True,2,400,IT-Högskolan Sverige AB,MYH 2021/3448,2021
552,Data/IT,Teknisk testare,Västra Götaland,Göteborg,False,1,300,JENSEN Education School AB,MYH 2021/3808,2021
553,Data/IT,UX Designer,Flera kommuner,Flera kommuner,True,2,405,EC Utbildning AB Malmö,MYH 2021/3412,2021
554,Data/IT,UX Designer,Västra Götaland,Göteborg,False,1,400,"Göteborgs Stad, Yrgo",MYH 2021/3834,2021
555,Data/IT,UX/UI-designer med frontendkompetens,Stockholm,Stockholm,False,1,420,Chas Academy AB,MYH 2021/3815,2021
556,Data/IT,UX-Designer,Stockholm,Nacka,False,1,400,KYH AB Stockholm,MYH 2021/3705,2021
557,Data/IT,Virtual Reality-utvecklare,Stockholm,Solna,False,1,400,Nackademin AB,MYH 2021/3795,2021
558,Data/IT,Webbutvecklare,Jönköping,Jönköping,False,1,400,TUC Sweden AB - Yrkeshögskola,MYH 2021/4129,2021
559,Data/IT,Webbutvecklare,Västra Götaland,Göteborg,False,1,400,"Göteborgs Stad, Yrgo",MYH 2021/3787,2021
560,Data/IT,Webbutvecklare .NET,Jönköping,Värnamo,False,1,400,Tekniska Högskolan i Jönköping AB,MYH 2021/4160,2021
561,Data/IT,Webbutvecklare FrontEnd,Flera kommuner,Flera kommuner,True,2,400,Borås Stad - Borås Yrkeshögskola,MYH 2021/3920,2021
562,Data/IT,Webbutvecklare inom .NET,Halland,Halmstad,False,1,400,EC Utbildning AB Halmstad,MYH 2021/3692,2021
563,Data/IT,Webbutvecklare inom .NET,Värmland,Karlstad,False,1,400,EC Utbildning AB Örebro,MYH 2021/3374,2021
564,Data/IT,Webbutvecklare inom .NET,Västra Götaland,Göteborg,False,1,400,EC Utbildning AB Göteborg,MYH 2021/3689,2021
565,Data/IT,Webbutvecklare inom .NET,Örebro,Örebro,False,1,400,EC Utbildning AB Örebro,MYH 2021/3389,2021
566,Data/IT,XR Creative Developer,Stockholm,Stockholm,False,1,400,Hyper Island Program AB - Stockholm,MYH 2021/3716,2021
567,"Ekonomi, administration och försäljning",Administratör inom vård och omsorg och funktionsstöd,Västra Götaland,Göteborg,False,1,200,"Göteborgs Stad, Yrgo",MYH 2021/3563,2021
568,"Ekonomi, administration och försäljning",Bank- och försäkringsrådgivare,Västra Götaland,Göteborg,False,1,400,"Göteborgs Stad, Yrgo",MYH 2021/3904,2021
569,"Ekonomi, administration och försäljning",Butiksledare inom handel och dagligvaror,Stockholm,Stockholm,False,1,300,"Stockholms stad, Frans Schartaus Handelsinstitut",MYH 2021/3929,2021
570,"Ekonomi, administration och försäljning",Customer Experience Specialist,Stockholm,Stockholm,False,1,420,IHM Business School AB Stockholm,MYH 2021/3417,2021
571,"Ekonomi, administration och försäljning",Demand chain management - digitala lösningar för hållbara globala försörjningskedjor   ,Flera kommuner,Flera kommuner,True,2,425,One Academy AB,MYH 2021/4400,2021
