Diarienummer,Ansökningsomgång,Beslut,Utbildningsanordnare,Utbildningsnamn,Utbildningsområde,YH-poäng,Beviljade platser,Beviljade platser totalt,Start,Län,Kommun,Antal kommuner,Flera kommuner
MYH 2024/1421,2024,False,"Stockholms stad, Frans Schartaus Handelsinstitut",Arbetsrätt i besöksnäringen,"Ekonomi, administration och försäljning",15,0,0,2024,Stockholm,Stockholm,1,False
MYH 2024/1422,2024,False,Xenter Yrkeshögskola ,Hållbarhetscontroller,"Ekonomi, administration och försäljning",90,0,0,2024,Stockholm,Tumba,1,False
MYH 2024/1423,2024,False,"Stockholms stad, Frans Schartaus Handelsinstitut",Praktisk HR i besöksnäringen,"Ekonomi, administration och försäljning",25,0,0,2024,Stockholm,Stockholm,1,False
MYH 2024/1424,2024,False,"Stockholms stad, Frans Schartaus Handelsinstitut","Total Revenue Management, Distribution och Channel Management","Ekonomi, administration och försäljning",45,0,0,2024,Stockholm,Stockholm,1,False
MYH 2024/1425,2024,True,Företagsekonomiska Institutet 1888 AB,AI Engineering - Utveckling och Optimering,Data/IT,90,50,100,2024,Stockholm,Stockholm,1,False
MYH 2024/1425,2024,True,Företagsekonomiska Institutet 1888 AB,AI Engineering - Utveckling och Optimering,Data/IT,90,50,100,2025,Stockholm,Stockholm,1,False
MYH 2024/1426,2024,False,Information & kompetensförsörjning i Sverige Aktiebolag,Energieffektivisering - Industriservice,Samhällsbyggnad och byggteknik,50,0,0,2024,Skåne,Lund,1,False
MYH 2024/1427,2024,False,Företagsekonomiska Institutet 1888 AB,Kompetenshöjande kurs inom Fullstackutveckling,Data/IT,95,0,0,2024,Stockholm,Stockholm,1,False
MYH 2024/1428,2024,True,YH Akademin AB,Hot och våld på arbetsplatsen,Hälso- och sjukvård samt socialt arbete,20,35,35,2024,Uppsala,Uppsala,1,False
MYH 2024/1429,2024,False,Information & kompetensförsörjning i Sverige Aktiebolag,Excel/Kalkylblad till App – Nocode/LowCode,"Ekonomi, administration och försäljning",45,0,0,2024,Skåne,Lund,1,False
MYH 2024/1430,2024,False,"Göteborgs Stad, Yrgo",Kognitiv svikt och demens i yngre åldrar,Hälso- och sjukvård samt socialt arbete,30,0,0,2024,Västra Götaland,Göteborg,1,False
MYH 2024/1431,2024,False,Borås Stad - Yrkeshögskolan i Borås,Digital Business,"Ekonomi, administration och försäljning",35,0,0,2024,Västra Götaland,Borås,1,False
MYH 2024/1432,2024,False,Movant AB,El- och hybridfordonsteknik - Lund/Malmö,Teknik och tillverkning,50,0,0,2024,,,2,True
MYH 2024/1433,2024,False,Borås Stad - Yrkeshögskolan i Borås,Growth Hacking,"Ekonomi, administration och försäljning",30,0,0,2024,Västra Götaland,Borås,1,False
MYH 2024/1434,2024,True,"ITH, Institutet För Tillämpad Hydraulik","Eko-Hydraulik, smarta strategier för hållbarhet",Teknik och tillverkning,50,25,50,2024,Västernorrland,Örnsköldsvik,1,False
MYH 2024/1434,2024,True,"ITH, Institutet För Tillämpad Hydraulik","Eko-Hydraulik, smarta strategier för hållbarhet",Teknik och tillverkning,50,25,50,2025,Västernorrland,Örnsköldsvik,1,False
MYH 2024/1435,2024,True,Stockholms Stadsmission,Bostad först för yrkesverksamma - från teori till praktik ,Hälso- och sjukvård samt socialt arbete,25,40,40,2024,Stockholm,Stockholm,1,False
MYH 2024/1436,2024,True,Xenter Yrkeshögskola ,Diagnosklassificering,"Ekonomi, administration och försäljning",25,25,50,2024,Stockholm,Tumba,1,False
MYH 2024/1436,2024,True,Xenter Yrkeshögskola ,Diagnosklassificering,"Ekonomi, administration och försäljning",25,25,50,2025,Stockholm,Tumba,1,False
MYH 2024/1437,2024,True,TEC Travel Education Centre AB,"Hållbar produktutveckling, Naturturism","Hotell, restaurang och turism",40,32,64,2024,Stockholm,Stockholm,1,False
MYH 2024/1437,2024,True,TEC Travel Education Centre AB,"Hållbar produktutveckling, Naturturism","Hotell, restaurang och turism",40,32,64,2025,Stockholm,Stockholm,1,False
MYH 2024/1438,2024,True,TEC Travel Education Centre AB,Affärsengelska och interkulturella relationer,"Hotell, restaurang och turism",30,32,32,2024,Stockholm,Stockholm,1,False
MYH 2024/1439,2024,False,Newton Kompetensutveckling AB,Cirkulär ekonomi inom samhällsbyggnad,"Ekonomi, administration och försäljning",30,0,0,2024,Skåne,Malmö,1,False
MYH 2024/1440,2024,False,Xenter Yrkeshögskola ,Administrativ IT för medicinska administratörer,"Ekonomi, administration och försäljning",30,0,0,2024,Stockholm,Tumba,1,False
MYH 2024/1441,2024,True,TEC Travel Education Centre AB,GDS och andra bokningssystem,"Hotell, restaurang och turism",30,40,40,2024,Stockholm,Stockholm,1,False
MYH 2024/1442,2024,True,Sunne kommun/Brobygrafiska,Front-End med säkerhet och tillgänglighet.,Data/IT,60,30,60,2024,Värmland,Sunne,1,False
MYH 2024/1442,2024,True,Sunne kommun/Brobygrafiska,Front-End med säkerhet och tillgänglighet.,Data/IT,60,30,60,2025,Värmland,Sunne,1,False
MYH 2024/1443,2024,True,TEC Travel Education Centre AB,Hållbar platsutveckling,"Hotell, restaurang och turism",40,35,35,2024,Stockholm,Stockholm,1,False
MYH 2024/1444,2024,True,Sunne kommun/Brobygrafiska,Hållbar varumärkesstrategi,Journalistik och information,50,25,50,2024,Värmland,Sunne,1,False
MYH 2024/1444,2024,True,Sunne kommun/Brobygrafiska,Hållbar varumärkesstrategi,Journalistik och information,50,25,50,2025,Värmland,Sunne,1,False
MYH 2024/1445,2024,True,Sunne kommun/Brobygrafiska,Hållbara och tillgängliga förpackningar,"Kultur, media och design",30,20,20,2024,Värmland,Sunne,1,False
MYH 2024/1446,2024,False,Sunne kommun/Brobygrafiska,UX/UI-Design och tillgänglighet,Data/IT,60,0,0,2024,Värmland,Sunne,1,False
MYH 2024/1447,2024,False,Gislaveds Kommun Vuxenutbildningen /Hph,Automation för industri- och underhållspersonal,Teknik och tillverkning,60,0,0,2024,Jönköping,Gislaved,1,False
MYH 2024/1448,2024,False,Xenter Yrkeshögskola ,Handledarutbildning för medicinska sekreterare,"Ekonomi, administration och försäljning",25,0,0,2024,Stockholm,Tumba,1,False
MYH 2024/1449,2024,False,Omsorgsförlaget,Utemiljö i förskolan för hållbar utveckling,Pedagogik och undervisning,50,0,0,2024,Gävleborg,Torsåker,1,False
MYH 2024/1450,2024,False,Montico Kompetensutveckling AB,Engelska för lönekonsulter,Pedagogik och undervisning,20,0,0,2024,Kronoberg,Växjö,1,False
MYH 2024/1451,2024,True,Montico Kompetensutveckling AB,HR för lönekonsulter,"Ekonomi, administration och försäljning",20,20,20,2024,Kronoberg,Växjö,1,False
MYH 2024/1452,2024,True,TEC Travel Education Centre AB,"Hållbarhet, säkerhet och krisberedskap","Hotell, restaurang och turism",30,40,40,2024,Stockholm,Stockholm,1,False
MYH 2024/1453,2024,True,Montico Kompetensutveckling AB,Lönehantering för redovisningskonsulter,"Ekonomi, administration och försäljning",25,30,60,2024,Kronoberg,Växjö,1,False
MYH 2024/1453,2024,True,Montico Kompetensutveckling AB,Lönehantering för redovisningskonsulter,"Ekonomi, administration och försäljning",25,30,60,2025,Kronoberg,Växjö,1,False
MYH 2024/1454,2024,False,Movant AB,HMI och PLC-programmering,Teknik och tillverkning,50,0,0,2024,,,4,True
MYH 2024/1455,2024,False,Xenter Yrkeshögskola ,Ledarskap för chefer inom medicinsk administration,"Ekonomi, administration och försäljning",30,0,0,2024,Stockholm,Tumba,1,False
MYH 2024/1456,2024,False,TEC Travel Education Centre AB,Lagar och regler för turism- och besöksnäring,"Hotell, restaurang och turism",30,0,0,2024,Stockholm,Stockholm,1,False
MYH 2024/1457,2024,False,TEC Travel Education Centre AB,Marknadsföring och Sociala medier för besöksnäringen,"Ekonomi, administration och försäljning",30,0,0,2024,Stockholm,Stockholm,1,False
MYH 2024/1458,2024,False,Plushögskolan AB - Teknikhögskolan,GMP- Good Manufacturing Practice,Teknik och tillverkning,30,0,0,2024,,,4,True
MYH 2024/1460,2024,False,Xenter Yrkeshögskola ,Skrivregler för administratörer inom hälso- och sjukvård,"Ekonomi, administration och försäljning",25,0,0,2024,Stockholm,Tumba,1,False
MYH 2024/1461,2024,True,IT-Högskolan Stockholm AB,Digital marknadsföring med AI,"Ekonomi, administration och försäljning",35,30,30,2024,Stockholm,Stockholm,1,False
MYH 2024/1462,2024,True,Montico Kompetensutveckling AB,Pensioner och försäkringar för lönekonsulter,"Ekonomi, administration och försäljning",15,30,60,2024,Kronoberg,Växjö,1,False
MYH 2024/1462,2024,True,Montico Kompetensutveckling AB,Pensioner och försäkringar för lönekonsulter,"Ekonomi, administration och försäljning",15,30,60,2025,Kronoberg,Växjö,1,False
MYH 2024/1463,2024,False,"Klippans kommun, Flygteknikcenter",Konverteringskurs El- & avionik (B2) för flygtekniker (B1.1),Teknik och tillverkning,99,0,0,2024,Skåne,Ljungbyhed,1,False
MYH 2024/1464,2024,False,Montico Kompetensutveckling AB,Produktionsledning inom tillverkande industri,Teknik och tillverkning,95,0,0,2024,Kronoberg,Växjö,1,False
MYH 2024/1465,2024,False,"Arboga kommun, Vuxenutbildningen",Närståendestöd,Hälso- och sjukvård samt socialt arbete,15,0,0,2024,Västmanland,Arboga,1,False
MYH 2024/1466,2024,True,IT-Högskolan Stockholm AB,GDPR och juridik för IT-utveckling,Juridik,30,25,25,2024,Stockholm,Stockholm,1,False
MYH 2024/1467,2024,False,"Arboga kommun, Vuxenutbildningen",Arbetsmetoder inom demens ,Hälso- och sjukvård samt socialt arbete,40,0,0,2024,Västmanland,Arboga,1,False
MYH 2024/1468,2024,True,Medieinstitutet i Sverige AB,Videoproduktion för yrkesverksamma inom content,"Kultur, media och design",50,35,35,2024,Stockholm,Stockholm,1,False
MYH 2024/1469,2024,False,"Arboga kommun, Vuxenutbildningen",Demenssjukdomar,Hälso- och sjukvård samt socialt arbete,30,0,0,2024,Västmanland,Arboga,1,False
MYH 2024/1470,2024,True,IT-Högskolan Stockholm AB,Molnutveckling med AWS,Data/IT,30,25,25,2024,Stockholm,Stockholm,1,False
MYH 2024/1471,2024,False,"Skövde kommun, Skövde Yrkeshögskola",Räddningsfridykare och instruktör i räddningsfridykning,Säkerhetstjänster,40,0,0,2024,Västra Götaland,Skövde,1,False
MYH 2024/1472,2024,True,IT-Högskolan Sverige AB,DevOps-utveckling,Data/IT,30,35,35,2024,Västra Götaland,Göteborg,1,False
MYH 2024/1473,2024,True,Sverigehälsan AB,Hälsofrämjande och förebyggande arbete med äldre,Hälso- och sjukvård samt socialt arbete,45,40,40,2024,Skåne,Malmö,1,False
MYH 2024/1474,2024,False,Dille Gård AB,Hållbarhetsanalytiker,"Ekonomi, administration och försäljning",30,0,0,2024,,,3,True
MYH 2024/1475,2024,True,"Göteborgs Stad, Yrgo","Informationssäkerhet, policyfrågor och juridik",Juridik,20,25,25,2024,,,2,True
MYH 2024/1476,2024,False,Movant AB,Batterilagring,Teknik och tillverkning,60,0,0,2024,,,5,True
MYH 2024/1477,2024,True,IT-Högskolan Sverige AB,Embedded systems,Data/IT,30,30,60,2024,Västra Götaland,Göteborg,1,False
MYH 2024/1477,2024,True,IT-Högskolan Sverige AB,Embedded systems,Data/IT,30,30,60,2025,Västra Götaland,Göteborg,1,False
MYH 2024/1478,2024,True,Medieinstitutet i Sverige AB,UX och tillgänglighet för utvecklare,Data/IT,25,45,90,2024,Stockholm,Stockholm,1,False
MYH 2024/1478,2024,True,Medieinstitutet i Sverige AB,UX och tillgänglighet för utvecklare,Data/IT,25,45,90,2025,Stockholm,Stockholm,1,False
MYH 2024/1479,2024,False,"Göteborgs Stad, Yrgo",Game Production & Management,Data/IT,60,0,0,2024,Västra Götaland,Göteborg,1,False
MYH 2024/1480,2024,True,Folkuniversitetet - Kursverksamheten vid Lunds Universitet,Kvalitet och miljö i livsmedel,Teknik och tillverkning,30,20,40,2024,Skåne,Lund,1,False
MYH 2024/1480,2024,True,Folkuniversitetet - Kursverksamheten vid Lunds Universitet,Kvalitet och miljö i livsmedel,Teknik och tillverkning,30,20,40,2025,Skåne,Lund,1,False
MYH 2024/1481,2024,True,IT-Högskolan Sverige AB,IT-säkerhet,Data/IT,40,40,80,2024,Västra Götaland,Göteborg,1,False
MYH 2024/1481,2024,True,IT-Högskolan Sverige AB,IT-säkerhet,Data/IT,40,40,80,2025,Västra Götaland,Göteborg,1,False
MYH 2024/1482,2024,True,One Academy AB,Dialog och förhandling i offentlig upphandling,"Ekonomi, administration och försäljning",15,40,80,2024,,,2,True
MYH 2024/1482,2024,True,One Academy AB,Dialog och förhandling i offentlig upphandling,"Ekonomi, administration och försäljning",15,40,80,2025,,,2,True
MYH 2024/1483,2024,True,Medieinstitutet i Sverige AB,Cybersäkerhet för SME-bolag,Data/IT,40,50,50,2024,Västra Götaland,Göteborg,1,False
MYH 2024/1484,2024,True,YH Akademin AB,Grön gastronomi för kockar och kökschefer,"Hotell, restaurang och turism",25,30,30,2024,,,2,True
MYH 2024/1485,2024,False,"Göteborgs Stad, Yrgo",Äldrepsykiatri och bemötande,Hälso- och sjukvård samt socialt arbete,30,0,0,2024,Västra Götaland,Göteborg,1,False
MYH 2024/1487,2024,False,Medieinstitutet i Sverige AB,AI i contentproduktion,"Kultur, media och design",30,0,0,2024,Stockholm,Bromma,1,False
MYH 2024/1488,2024,True,Medieinstitutet i Sverige AB,Compliance inom IT-säkerhet,Data/IT,30,35,35,2024,Stockholm,Stockholm,1,False
MYH 2024/1489,2024,True,Elevera Education Group,Arbetsmiljö och social hållbarhet,"Ekonomi, administration och försäljning",30,40,80,2024,Stockholm,Stockholm,1,False
MYH 2024/1489,2024,True,Elevera Education Group,Arbetsmiljö och social hållbarhet,"Ekonomi, administration och försäljning",30,40,80,2025,Stockholm,Stockholm,1,False
MYH 2024/1490,2024,True,Medieinstitutet i Sverige AB,Digitalt lärande/e-learning - för dig som jobbar med kompetensutveckling,"Ekonomi, administration och försäljning",35,35,35,2024,Stockholm,Stockholm,1,False
MYH 2024/1491,2024,True,IT-Högskolan Sverige AB,Pythonprogrammering för AI-utveckling,Data/IT,30,70,140,2024,Västra Götaland,Göteborg,1,False
MYH 2024/1491,2024,True,IT-Högskolan Sverige AB,Pythonprogrammering för AI-utveckling,Data/IT,30,70,140,2025,Västra Götaland,Göteborg,1,False
MYH 2024/1492,2024,True,IT-Högskolan Sverige AB,Scrum Master,"Ekonomi, administration och försäljning",30,30,30,2024,Västra Götaland,Göteborg,1,False
MYH 2024/1493,2024,True,IT-Högskolan Sverige AB,UX och användarcentrerad design,Data/IT,30,40,40,2024,Västra Götaland,Göteborg,1,False
MYH 2024/1494,2024,False,Movant AB,Ventilation Mätning/Injustering,Samhällsbyggnad och byggteknik,50,0,0,2024,,,5,True
MYH 2024/1495,2024,True,"Stockholms stad, Frans Schartaus Handelsinstitut",Samordning och strategiarbete inom elektrifiering för grön omställning,Samhällsbyggnad och byggteknik,25,35,70,2024,Stockholm,Stockholm,1,False
MYH 2024/1495,2024,True,"Stockholms stad, Frans Schartaus Handelsinstitut",Samordning och strategiarbete inom elektrifiering för grön omställning,Samhällsbyggnad och byggteknik,25,35,70,2025,Stockholm,Stockholm,1,False
MYH 2024/1496,2024,False,Amsac AB,Business in sustainable fashion,"Ekonomi, administration och försäljning",50,0,0,2024,Stockholm,Botkyrka,1,False
MYH 2024/1497,2024,True,Medieinstitutet i Sverige AB,IoT och digital tvilling - förändrade krav och möjligheter i offentlig verksamhet,Data/IT,30,32,64,2024,Stockholm,Stockholm,1,False
MYH 2024/1497,2024,True,Medieinstitutet i Sverige AB,IoT och digital tvilling - förändrade krav och möjligheter i offentlig verksamhet,Data/IT,30,32,64,2025,Stockholm,Stockholm,1,False
MYH 2024/1498,2024,True,Medieinstitutet i Sverige AB,Postproduktion för yrkesverksamma inom content,"Kultur, media och design",40,35,35,2024,Stockholm,Stockholm,1,False
MYH 2024/1499,2024,True,Edugrade AB,Cybersäkerhet enligt NIS2-direktivet: från teori till praktik,Data/IT,30,25,50,2024,Västernorrland,Sundsvall,1,False
MYH 2024/1499,2024,True,Edugrade AB,Cybersäkerhet enligt NIS2-direktivet: från teori till praktik,Data/IT,30,25,50,2025,Västernorrland,Sundsvall,1,False
MYH 2024/1500,2024,True,Campus Ljungby AB,Hållbar produktionsplanering för tillverkningsindustrin.,Teknik och tillverkning,30,20,30,2024,Kronoberg,Ljungby,1,False
MYH 2024/1500,2024,True,Campus Ljungby AB,Hållbar produktionsplanering för tillverkningsindustrin.,Teknik och tillverkning,30,10,30,2025,Kronoberg,Ljungby,1,False
MYH 2024/1501,2024,False,Edugrade AB,Pythonprogrammering,Data/IT,30,0,0,2024,Gävleborg,Gävle,1,False
MYH 2024/1502,2024,True,Medieinstitutet i Sverige AB,Sökmarknadsföring - nya förutsättningar för marknadsförare,"Ekonomi, administration och försäljning",40,80,160,2024,Stockholm,Stockholm,1,False
MYH 2024/1502,2024,True,Medieinstitutet i Sverige AB,Sökmarknadsföring - nya förutsättningar för marknadsförare,"Ekonomi, administration och försäljning",40,80,160,2025,Stockholm,Stockholm,1,False
MYH 2024/1503,2024,False,"Göteborgs Stad, Yrgo","Informationssäkerhet, skapa och förändra kulturen",Säkerhetstjänster,20,0,0,2024,,,2,True
MYH 2024/1504,2024,True,Medieinstitutet i Sverige AB,Mjukvarutestning,Data/IT,30,30,60,2024,Stockholm,Stockholm,1,False
MYH 2024/1504,2024,True,Medieinstitutet i Sverige AB,Mjukvarutestning,Data/IT,30,30,60,2025,Stockholm,Stockholm,1,False
MYH 2024/1505,2024,False,Folkuniversitetet - Stiftelsen Kursverksamheten vid Uppsala universitetet,Främja närvaro - psykisk och social hälsa i skolan,Hälso- och sjukvård samt socialt arbete,40,0,0,2024,Uppsala,Uppsala,1,False
MYH 2024/1506,2024,False,Campus Ljungby AB,Produktionseffektivisering/Lean för tillverkningsindustrin.,Teknik och tillverkning,30,0,0,2024,Kronoberg,Ljungby,1,False
MYH 2024/1507,2024,False,Edugrade AB,Gröna transporter & cirkulär logistik (40 YH-poäng),"Ekonomi, administration och försäljning",40,0,0,2024,Gävleborg,Gävle,1,False
MYH 2024/1508,2024,True,Plushögskolan AB - Teknikhögskolan,Automation för livsmedelsindustrin,Teknik och tillverkning,35,40,80,2024,,,3,True
MYH 2024/1508,2024,True,Plushögskolan AB - Teknikhögskolan,Automation för livsmedelsindustrin,Teknik och tillverkning,35,40,80,2025,,,3,True
MYH 2024/1509,2024,True,Göteborgs Tekniska College AB,Batterielektriska system för konstruktörer,Teknik och tillverkning,50,20,40,2024,Västra Götaland,Göteborg,1,False
MYH 2024/1509,2024,True,Göteborgs Tekniska College AB,Batterielektriska system för konstruktörer,Teknik och tillverkning,50,20,40,2025,Västra Götaland,Göteborg,1,False
MYH 2024/1510,2024,True,Medieinstitutet i Sverige AB,UX och tillgänglighet för digitala designers,Data/IT,30,35,35,2024,Stockholm,Bromma,1,False
MYH 2024/1511,2024,True,Folkuniversitetet - Kursverksamheten vid Lunds Universitet,Råvarukunskap och förädling av livsmedel,Teknik och tillverkning,25,20,40,2024,Skåne,Lund,1,False
MYH 2024/1511,2024,True,Folkuniversitetet - Kursverksamheten vid Lunds Universitet,Råvarukunskap och förädling av livsmedel,Teknik och tillverkning,25,20,40,2025,Skåne,Lund,1,False
MYH 2024/1512,2024,False,Svenska Ledargruppen AB,Civil beredskap ,Säkerhetstjänster,50,0,0,2024,Västra Götaland,Göteborg,1,False
MYH 2024/1513,2024,False,Svenska Ledargruppen AB,Informations- och cybersäkerhet,Säkerhetstjänster,30,0,0,2024,Västra Götaland,Göteborg,1,False
MYH 2024/1514,2024,False,Svenska Ledargruppen AB,"Informationssäkerhet för samhällsviktig verksamhet, inriktning mot NIS2",Säkerhetstjänster,30,0,0,2024,Västra Götaland,Göteborg,1,False
MYH 2024/1515,2024,False,EdUP Group AB,Hållbar utveckling av kommunens företagsklimat ,"Ekonomi, administration och försäljning",60,0,0,2024,Stockholm,Stockholm,1,False
MYH 2024/1516,2024,True,EdUP Group AB,Förhindra välfärdsbrott i kommunen,"Ekonomi, administration och försäljning",60,40,80,2024,Stockholm,Stockholm,1,False
MYH 2024/1516,2024,True,EdUP Group AB,Förhindra välfärdsbrott i kommunen,"Ekonomi, administration och försäljning",60,40,80,2025,Stockholm,Stockholm,1,False
MYH 2024/1517,2024,False,Medieinstitutet i Sverige AB,UX-writing och tillgängligt skrivande,Journalistik och information,30,0,0,2024,Stockholm,Stockholm,1,False
MYH 2024/1518,2024,False,EdUP Group AB,AI för effektiva arbetsprocesser,Data/IT,50,0,0,2024,Stockholm,Stockholm,1,False
MYH 2024/1519,2024,False,EdUP Group AB,IT-projektledning med hållbarhetsfokus,Data/IT,60,0,0,2024,Stockholm,Stockholm,1,False
MYH 2024/1520,2024,False,Stiftelsen PROTEKO - Nordiska Textilakademin,AI in textile & fashion,Teknik och tillverkning,20,0,0,2024,Västra Götaland,Borås,1,False
MYH 2024/1521,2024,True,Stiftelsen PROTEKO - Nordiska Textilakademin,Framtidens textila material,Teknik och tillverkning,20,30,30,2024,Västra Götaland,Borås,1,False
MYH 2024/1522,2024,True,Stiftelsen PROTEKO - Nordiska Textilakademin,Hållbarhetsredovisning enligt CSRD,"Ekonomi, administration och försäljning",20,30,30,2024,Västra Götaland,Borås,1,False
MYH 2024/1523,2024,True,Stiftelsen PROTEKO - Nordiska Textilakademin,Livscykelanalys (LCA) i praktiken,Teknik och tillverkning,20,30,30,2024,Västra Götaland,Borås,1,False
MYH 2024/1524,2024,True,Stiftelsen PROTEKO - Nordiska Textilakademin,Textil- och klädvärdering,"Ekonomi, administration och försäljning",30,30,30,2024,Västra Götaland,Borås,1,False
MYH 2024/1525,2024,True,Stiftelsen PROTEKO - Nordiska Textilakademin,Yrkesvalidering i praktiken,Pedagogik och undervisning,20,25,25,2024,Västra Götaland,Borås,1,False
MYH 2024/1526,2024,True,Medieinstitutet i Sverige AB,Martech Operations,"Ekonomi, administration och försäljning",40,40,80,2024,Stockholm,Stockholm,1,False
MYH 2024/1526,2024,True,Medieinstitutet i Sverige AB,Martech Operations,"Ekonomi, administration och försäljning",40,40,80,2025,Stockholm,Stockholm,1,False
MYH 2024/1527,2024,True,Chas Academy AB,Tillgänglighet inom digitala tjänster och produkter,Data/IT,25,30,30,2024,Stockholm,Globen,1,False
MYH 2024/1528,2024,False,Chas Academy AB,UX-writing,Journalistik och information,25,0,0,2024,Stockholm,Globen,1,False
MYH 2024/1529,2024,True,John Ericsson Institutet,EU:s taxonomi,"Ekonomi, administration och försäljning",30,40,80,2024,Stockholm,Stockholm,1,False
MYH 2024/1529,2024,True,John Ericsson Institutet,EU:s taxonomi,"Ekonomi, administration och försäljning",30,40,80,2025,Stockholm,Stockholm,1,False
MYH 2024/1530,2024,False,Chas Academy AB,DevOps för utvecklare,Data/IT,25,0,0,2024,Stockholm,Globen,1,False
MYH 2024/1531,2024,False,Chas Academy AB,Etisk och Ansvarsfull AI,Juridik,30,0,0,2024,Stockholm,Globen,1,False
MYH 2024/1532,2024,True,Medieinstitutet i Sverige AB,Digital Events / Livestreaming,"Kultur, media och design",50,30,30,2024,Stockholm,Stockholm,1,False
MYH 2024/1533,2024,False,Chas Academy AB,Kubernetes administration,Data/IT,30,0,0,2024,Stockholm,Globen,1,False
MYH 2024/1534,2024,True,Göteborgs Tekniska College AB,Batteri- och elfordonssystem,Teknik och tillverkning,40,20,40,2024,Västra Götaland,Göteborg,1,False
MYH 2024/1534,2024,True,Göteborgs Tekniska College AB,Batteri- och elfordonssystem,Teknik och tillverkning,40,20,40,2025,Västra Götaland,Göteborg,1,False
MYH 2024/1535,2024,False,Bergsskolan Kompetensutveckling AB,Avancerad bearbetningsteknik,Teknik och tillverkning,25,0,0,2024,Värmland,Filipstad,1,False
MYH 2024/1536,2024,False,Bergsskolan Kompetensutveckling AB,Grundläggande bearbetning,Teknik och tillverkning,20,0,0,2024,Värmland,Filipstad,1,False
MYH 2024/1537,2024,False,Bergsskolan Kompetensutveckling AB,Stål och dess legeringselement,Teknik och tillverkning,25,0,0,2024,Värmland,Filipstad,1,False
MYH 2024/1538,2024,False,Bergsskolan Kompetensutveckling AB,Stålets mikrostruktur och egenskaper,Teknik och tillverkning,25,0,0,2024,Värmland,Filipstad,1,False
MYH 2024/1539,2024,False,Bergsskolan Kompetensutveckling AB,Värmebehandling och ugnsteknik,Teknik och tillverkning,20,0,0,2024,Värmland,Filipstad,1,False
MYH 2024/1540,2024,False,Falkenbergs kommun,Kock - hållbar och klimatsmart matlagning,"Hotell, restaurang och turism",30,0,0,2024,Halland,Falkenberg,1,False
MYH 2024/1541,2024,False,Medieinstitutet i Sverige AB,Web-api:er i .Net,Data/IT,30,0,0,2024,Stockholm,Stockholm,1,False
MYH 2024/1542,2024,True,Sverigehälsan AB,Problematisk skolfrånvaro och hemmasittarproblematik,Hälso- och sjukvård samt socialt arbete,45,40,80,2024,Skåne,Malmö,1,False
MYH 2024/1542,2024,True,Sverigehälsan AB,Problematisk skolfrånvaro och hemmasittarproblematik,Hälso- och sjukvård samt socialt arbete,45,40,80,2025,Skåne,Malmö,1,False
MYH 2024/1543,2024,False,Almost There AB,Hållbart matsvinnsarbete,"Hotell, restaurang och turism",50,0,0,2024,,,2,True
MYH 2024/1544,2024,True,Stockholm School of Business,IT-säkerhet,Data/IT,40,60,60,2024,Västra Götaland,Göteborg,1,False
MYH 2024/1545,2024,False,Newton Kompetensutveckling AB,AI och automation inom administration ,"Ekonomi, administration och försäljning",35,0,0,2024,Skåne,Malmö,1,False
MYH 2024/1546,2024,True,Göteborgs Tekniska College AB,Drivsystem El- och hybridfordon,Teknik och tillverkning,25,20,40,2024,Västra Götaland,Göteborg,1,False
MYH 2024/1546,2024,True,Göteborgs Tekniska College AB,Drivsystem El- och hybridfordon,Teknik och tillverkning,25,20,40,2025,Västra Götaland,Göteborg,1,False
MYH 2024/1547,2024,False,Stiftelsen PROTEKO - Nordiska Textilakademin,Hållbarhetslagstiftning med fokus textil,"Ekonomi, administration och försäljning",20,0,0,2024,Västra Götaland,Borås,1,False
MYH 2024/1548,2024,True,EdUP Group AB,Samhällsplanering för hållbara städer och samhällen,Samhällsbyggnad och byggteknik,60,45,45,2024,Stockholm,Stockholm,1,False
MYH 2024/1549,2024,True,"Göteborgs Stad, Yrgo",Kvalitetsteknik,Teknik och tillverkning,30,25,25,2024,,,2,True
MYH 2024/1550,2024,False,Unestål Education,Stressförebyggande självledarskap för medarbetare och chefer,Friskvård och kroppsvård,20,0,0,2024,Örebro,Örebro,1,False
MYH 2024/1551,2024,True,Chas Academy AB,IT-säkerhet för utvecklare ,Data/IT,30,35,35,2024,Stockholm,Globen,1,False
MYH 2024/1552,2024,True,ABF Göteborg Vuxenutbildning AB,AI i utbildning,Pedagogik och undervisning,30,30,30,2024,Västra Götaland,Göteborg,1,False
MYH 2024/1553,2024,True,Campus Nyköping,Palliativ vård,Hälso- och sjukvård samt socialt arbete,30,50,50,2024,Södermanland,Nyköping,1,False
MYH 2024/1554,2024,True,ABF Göteborg Vuxenutbildning AB,Design av digital didaktik,Pedagogik och undervisning,30,30,30,2024,Västra Götaland,Göteborg,1,False
MYH 2024/1555,2024,True,Stiftelsen PROTEKO - Nordiska Textilakademin,Cirkulär design inom textil/mode,"Kultur, media och design",20,50,50,2024,Västra Götaland,Borås,1,False
MYH 2024/1556,2024,True,ABF Göteborg Vuxenutbildning AB,Förskolan i ett digitalt samhälle,Pedagogik och undervisning,40,30,30,2024,Västra Götaland,Göteborg,1,False
MYH 2024/1557,2024,True,Stiftelsen PROTEKO - Nordiska Textilakademin,Design för en cirkulär textilbransch,"Kultur, media och design",90,20,40,2024,Västra Götaland,Borås,1,False
