Diarienummer,Ansökningsomgång,Beslut,Utbildningsanordnare,Utbildningsnamn,Utbildningsområde,YH-poäng,Beviljade platser,Beviljade platser totalt,Start,Län,Kommun,Antal kommuner,Flera kommuner
MYH 2024/1146,2024,True,KYH AB,Energisimulering i IDA ICE,Samhällsbyggnad och byggteknik,30,30,30,2024,Skåne,Malmö,1,False
MYH 2024/1147,2024,False,Digitala lyftet i Sverige AB,C# och .NET för Python-utvecklare,Data/IT,25,0,0,2024,Stockholm,Stockholm,1,False
MYH 2024/1148,2024,False,KYH AB,Etiska aspekter kopplat till AI,Juridik,10,0,0,2024,Stockholm,Liljeholmen,1,False
MYH 2024/1149,2024,False,KYH AB,Generativ AI för marknadskommunikation,"Ekonomi, administration och försäljning",15,0,0,2024,Stockholm,Liljeholmen,1,False
MYH 2024/1150,2024,False,KYH AB,Generativ AI för systemutveckling,Data/IT,15,0,0,2024,Stockholm,Liljeholmen,1,False
MYH 2024/1151,2024,False,KYH AB,Generativ AI för UX-design,Data/IT,15,0,0,2024,Stockholm,Liljeholmen,1,False
MYH 2024/1152,2024,True,KYH AB,Kyl- och värmepumpsteknik,Teknik och tillverkning,30,30,30,2024,,,2,True
MYH 2024/1153,2024,True,KYH AB,Marketing Automation,"Ekonomi, administration och försäljning",20,35,35,2024,Stockholm,Liljeholmen,1,False
MYH 2024/1154,2024,True,KYH AB,Mätteknisk datainsamling och modellhantering för BIM,Samhällsbyggnad och byggteknik,30,30,30,2024,,,2,True
MYH 2024/1155,2024,False,KYH AB,Programmerbara styrsystem inom fastighetsteknik,Samhällsbyggnad och byggteknik,30,0,0,2024,Stockholm,Liljeholmen,1,False
MYH 2024/1156,2024,True,KYH AB,Smart och hållbar energilagring inom batteri och vätgas,Teknik och tillverkning,40,30,30,2024,Västra Götaland,Göteborg,1,False
MYH 2024/1158,2024,False,Iterum Education AB,Personalekonomi med fokus på hållbarhet,"Ekonomi, administration och försäljning",25,0,0,2024,Västra Götaland,Göteborg,1,False
MYH 2024/1159,2024,False,KYH AB,Tillgänglighet inom byggnation,Samhällsbyggnad och byggteknik,15,0,0,2024,Stockholm,Liljeholmen,1,False
MYH 2024/1160,2024,False,KYH AB,Tillsyn inom byggnadsnämnd,Samhällsbyggnad och byggteknik,30,0,0,2024,Stockholm,Liljeholmen,1,False
MYH 2024/1161,2024,False,"Vilhelmina kommun, Vilhelmina Lärcentrum",Välfärdsteknik i morgondagens vård och omsorg,Hälso- och sjukvård samt socialt arbete,45,0,0,2024,Västerbotten,Vilhelmina,1,False
MYH 2024/1162,2024,True,Företagsekonomiska Institutet 1888 AB,"Hållbarhet, miljö och samhällsansvar i inköpsprocessen","Ekonomi, administration och försäljning",25,25,25,2024,Stockholm,Stockholm,1,False
MYH 2024/1163,2024,False,Företagsekonomiska Institutet 1888 AB,Hållbart samhällsbyggande,Samhällsbyggnad och byggteknik,40,0,0,2024,Stockholm,Stockholm,1,False
MYH 2024/1164,2024,True,Företagsekonomiska Institutet 1888 AB,Strategier för Supply Chain och inköp,"Ekonomi, administration och försäljning",25,25,25,2024,Stockholm,Stockholm,1,False
MYH 2024/1165,2024,True,TUC Sweden AB - Yrkeshögskola,IT- och informationssäkerhet för administrativ personal,Data/IT,30,45,45,2024,,,3,True
MYH 2024/1166,2024,True,TUC Sweden AB - Yrkeshögskola,Digitala flöden och automatiserad redovisning  ,"Ekonomi, administration och försäljning",30,25,25,2024,,,4,True
MYH 2024/1167,2024,True,Företagsekonomiska Institutet 1888 AB,Rådgivande kommunikation för redovisningskonsulten  ,"Ekonomi, administration och försäljning",25,25,25,2024,Stockholm,Stockholm,1,False
MYH 2024/1168,2024,True,Företagsekonomiska Institutet 1888 AB,Specialiserad kurs om Anti-Money Laundering för redovisningskonsulten,Säkerhetstjänster,25,25,25,2024,Stockholm,Stockholm,1,False
MYH 2024/1169,2024,False,Plushögskolan AB - Affärshögskolan,"KMA (Kvalite, Miljö- och Arbetsmiljö)",Samhällsbyggnad och byggteknik,30,0,0,2024,,,3,True
MYH 2024/1170,2024,True,Företagsekonomiska Institutet 1888 AB,Revenue Management för Restaurang - lär dig att öka en verksamhets lönsamhet genom intäktsoptimering,"Hotell, restaurang och turism",35,25,25,2024,,,2,True
MYH 2024/1171,2024,False,Företagsekonomiska Institutet 1888 AB,Hållbar Restaurangverksamhet,"Hotell, restaurang och turism",35,0,0,2024,,,2,True
MYH 2024/1172,2024,False,Lexicon Yrkeshögskola AB,Beredning och distribution av dricksvatten,Samhällsbyggnad och byggteknik,20,0,0,2024,Västerbotten,Umeå,1,False
MYH 2024/1173,2024,False,Östsvenska Yrkeshögskolan AB,Påbyggnad växtkunskap för offentlig miljö,"Lantbruk, djurvård, trädgård, skog och fiske",60,0,0,2024,Östergötland,Norrköping,1,False
MYH 2024/1174,2024,False,Östsvenska Yrkeshögskolan AB,Florist fördjupning,"Kultur, media och design",30,0,0,2024,Östergötland,Norrköping,1,False
MYH 2024/1175,2024,False,Östsvenska Yrkeshögskolan AB,Påbyggnad beskärning och växtvård,"Lantbruk, djurvård, trädgård, skog och fiske",30,0,0,2024,Östergötland,Norrköping,1,False
MYH 2024/1176,2024,True,"Enköpings kommun, Yrkeshögskolan i Enköping","Hydroponisk odling i urbana, rurala och vertikala miljöer ","Lantbruk, djurvård, trädgård, skog och fiske",30,30,30,2024,,,2,True
MYH 2024/1177,2024,True,"Mariestads kommun, Dacapo Mariestad",Att tillvarata trädens nytta i staden- från planering till anläggning och skötsel,"Lantbruk, djurvård, trädgård, skog och fiske",30,25,50,2024,Västra Götaland,Mariestad,1,False
MYH 2024/1177,2024,True,"Mariestads kommun, Dacapo Mariestad",Att tillvarata trädens nytta i staden- från planering till anläggning och skötsel,"Lantbruk, djurvård, trädgård, skog och fiske",30,25,50,2025,Västra Götaland,Mariestad,1,False
MYH 2024/1178,2024,True,TUC Sweden AB - Yrkeshögskola,Hållbar och klimatsmart mat i restaurang,"Hotell, restaurang och turism",20,25,25,2024,,,3,True
MYH 2024/1179,2024,True,"Mariestads kommun, Dacapo Mariestad",Bevara och återskapa natur- att integrera natur och naturbaserade lösningar i samhällsbyggnadsprocessen,"Lantbruk, djurvård, trädgård, skog och fiske",30,25,50,2024,Västra Götaland,Mariestad,1,False
MYH 2024/1179,2024,True,"Mariestads kommun, Dacapo Mariestad",Bevara och återskapa natur- att integrera natur och naturbaserade lösningar i samhällsbyggnadsprocessen,"Lantbruk, djurvård, trädgård, skog och fiske",30,25,50,2025,Västra Götaland,Mariestad,1,False
MYH 2024/1180,2024,True,"Mariestads kommun, Dacapo Mariestad",Hållbara våtmarker i stad och på landsbygd,"Lantbruk, djurvård, trädgård, skog och fiske",30,25,50,2024,Västra Götaland,Mariestad,1,False
MYH 2024/1180,2024,True,"Mariestads kommun, Dacapo Mariestad",Hållbara våtmarker i stad och på landsbygd,"Lantbruk, djurvård, trädgård, skog och fiske",30,25,50,2025,Västra Götaland,Mariestad,1,False
MYH 2024/1181,2024,False,"Mariestads kommun, Dacapo Mariestad",Hållbar hantering av kulturföremål,"Kultur, media och design",25,0,0,2024,,,2,True
MYH 2024/1182,2024,False,"Mariestads kommun, Dacapo Mariestad",Digitala verktyg för berättande inom kulturarvsförmedling,"Kultur, media och design",30,0,0,2024,Västra Götaland,Mariestad,1,False
MYH 2024/1183,2024,False,TUC Sweden AB - Yrkeshögskola,IT- och digitaliseringsstrategi,"Ekonomi, administration och försäljning",95,0,0,2024,,,4,True
MYH 2024/1184,2024,True,TUC Sweden AB - Yrkeshögskola,Generativ AI inom kommunikation och marknadsföring,Data/IT,40,45,45,2024,,,2,True
MYH 2024/1185,2024,False,TUC Sweden AB - Yrkeshögskola,Generativ AI för yrkesverksamma,Data/IT,35,0,0,2024,,,4,True
MYH 2024/1186,2024,False,TUC Sweden AB - Yrkeshögskola,Growth Marketing,"Ekonomi, administration och försäljning",50,0,0,2024,,,3,True
MYH 2024/1187,2024,True,Stockholms Internationella Handelsskola AB,Hållbarhetscontroller CSRD,"Ekonomi, administration och försäljning",70,40,40,2024,Stockholm,Stockholm,1,False
MYH 2024/1188,2024,False,TUC Sweden AB - Yrkeshögskola,Avancerad cybersäkerhet för yrkesverksamma,Data/IT,55,0,0,2024,,,4,True
MYH 2024/1189,2024,False,Köpings kommun,Avancerad omsorg-fördjupad sjukdomslära,Hälso- och sjukvård samt socialt arbete,40,0,0,2024,,,2,True
MYH 2024/1190,2024,False,TUC Sweden AB - Yrkeshögskola,Optimering av e-handel med AI,"Ekonomi, administration och försäljning",45,0,0,2024,Jönköping,Huskvarna,1,False
MYH 2024/1191,2024,False,Köpings kommun,Palliativ vård,Hälso- och sjukvård samt socialt arbete,30,0,0,2024,,,2,True
MYH 2024/1192,2024,False,Köpings kommun,Välfärdsteknik och medicinteknik i hemmet,Hälso- och sjukvård samt socialt arbete,20,0,0,2024,,,2,True
MYH 2024/1193,2024,False,Köpings kommun,Äldrepsykiatri,Hälso- och sjukvård samt socialt arbete,25,0,0,2024,,,2,True
MYH 2024/1194,2024,False,Företagsuniversitetet AB,Grundutredning inom ramen för säkerhetsprövning,Säkerhetstjänster,24,0,0,2024,Stockholm,Stockholm,1,False
MYH 2024/1195,2024,True,Företagsekonomiska Institutet 1888 AB,Effektiv och hållbar säljorganisation med hjälp av AI,"Ekonomi, administration och försäljning",30,25,25,2024,Stockholm,Stockholm,1,False
MYH 2024/1196,2024,True,Lexicon Yrkeshögskola AB,Digitala verktyg för redovisningsekonomer,"Ekonomi, administration och försäljning",20,40,80,2024,Västerbotten,Umeå,1,False
MYH 2024/1196,2024,True,Lexicon Yrkeshögskola AB,Digitala verktyg för redovisningsekonomer,"Ekonomi, administration och försäljning",20,40,80,2025,Västerbotten,Umeå,1,False
MYH 2024/1197,2024,False,Företagsuniversitetet AB,AI och dataanalys för strategiskt beslutsfattande,Data/IT,30,0,0,2024,Stockholm,Stockholm,1,False
MYH 2024/1198,2024,True,YH Akademin AB,Cirkulär ekonomi för en grön omställning,"Ekonomi, administration och försäljning",30,30,30,2024,,,2,True
MYH 2024/1199,2024,False,YH Akademin(Marknad),Green marketing strategier ,"Ekonomi, administration och försäljning",25,0,0,2024,Stockholm,Globen,1,False
MYH 2024/1200,2024,False,Företagsuniversitetet AB,Budgetering och riskhantering för IT-projekt,"Ekonomi, administration och försäljning",27,0,0,2024,Stockholm,Stockholm,1,False
MYH 2024/1201,2024,False,Amsac AB,Eco Driving som verktyg för minskad klimatpåverkan i transportbranschen,Transporttjänster,40,0,0,2024,,,3,True
MYH 2024/1202,2024,True,TUC Sweden AB - Yrkeshögskola,E-handel,"Ekonomi, administration och försäljning",45,80,80,2024,,,2,True
MYH 2024/1203,2024,True,Högskolan Kristianstad Uppdrag AB,Akut omhändertagande av patienter med andnings- och cirkulationsproblem,Hälso- och sjukvård samt socialt arbete,50,40,40,2024,Skåne,Kristianstad,1,False
MYH 2024/1204,2024,True,Lexicon Yrkeshögskola AB,Framtidens hållbara affärsmodeller,"Ekonomi, administration och försäljning",20,40,80,2024,Västerbotten,Umeå,1,False
MYH 2024/1204,2024,True,Lexicon Yrkeshögskola AB,Framtidens hållbara affärsmodeller,"Ekonomi, administration och försäljning",20,40,80,2025,Västerbotten,Umeå,1,False
MYH 2024/1205,2024,True,TUC Sweden AB - Yrkeshögskola,Arbetsledning inom socialt arbete,"Ekonomi, administration och försäljning",50,45,45,2024,,,5,True
MYH 2024/1206,2024,False,YH Akademin AB,Processledning inom jämställdhet och jämlikhet,"Ekonomi, administration och försäljning",40,0,0,2024,Västernorrland,Örnsköldsvik,1,False
MYH 2024/1207,2024,True,Plushögskolan AB - Teknikhögskolan,Anslutning av produktionsanläggningar och lagring - förnybar energi,Teknik och tillverkning,50,40,80,2024,,,3,True
MYH 2024/1207,2024,True,Plushögskolan AB - Teknikhögskolan,Anslutning av produktionsanläggningar och lagring - förnybar energi,Teknik och tillverkning,50,40,80,2025,,,3,True
MYH 2024/1208,2024,True,YH Akademin AB,Programmering och utveckling av inbyggda system ,Data/IT,75,30,60,2024,Västra Götaland,Trollhättan,1,False
MYH 2024/1208,2024,True,YH Akademin AB,Programmering och utveckling av inbyggda system ,Data/IT,75,30,60,2025,Västra Götaland,Trollhättan,1,False
MYH 2024/1209,2024,False,"Kunskapsförbundet Väst, Vuxenutbildningen",Neuropsykiatriska funktionsnedsättningar (NPF),Pedagogik och undervisning,50,0,0,2024,Västra Götaland,Vänersborg,1,False
MYH 2024/1210,2024,True,YH Akademin AB,Förebyggande arbete mot gängkriminalitet,Hälso- och sjukvård samt socialt arbete,40,35,35,2024,Uppsala,Uppsala,1,False
MYH 2024/1211,2024,False,"Göteborgs Stad, Yrgo","Läroplan, styrdokument och den anpassade skolans uppdrag",Pedagogik och undervisning,40,0,0,2024,Västra Götaland,Göteborg,1,False
MYH 2024/1213,2024,False,TUC Sweden AB - Yrkeshögskola,Munhälsa och måltidsrutiner vid kognitiva svårigheter,Hälso- och sjukvård samt socialt arbete,30,0,0,2024,,,5,True
MYH 2024/1214,2024,False,YH Akademin AB,Missbruk och beroende,Hälso- och sjukvård samt socialt arbete,30,0,0,2024,Uppsala,Uppsala,1,False
MYH 2024/1215,2024,True,Lernia Utbildning AB,Konnektivitet fiber- och nätverksteknik,Teknik och tillverkning,30,15,15,2024,Stockholm,Stockholm,1,False
MYH 2024/1216,2024,False,YH Akademin AB,CSR som affärsdrivande verktyg ,"Ekonomi, administration och försäljning",30,0,0,2024,Uppsala,Knivsta,1,False
MYH 2024/1217,2024,True,Plushögskolan AB - Teknikhögskolan,Effektivisering av biogasprocessen,Teknik och tillverkning,65,30,60,2024,,,2,True
MYH 2024/1217,2024,True,Plushögskolan AB - Teknikhögskolan,Effektivisering av biogasprocessen,Teknik och tillverkning,65,30,60,2025,,,2,True
MYH 2024/1218,2024,True,Lexicon Yrkeshögskola AB,Ekonomistyrning för ökad möjlighet till hållbara investeringar,"Ekonomi, administration och försäljning",20,40,40,2024,Västerbotten,Umeå,1,False
MYH 2024/1219,2024,True,Stockholms Internationella Handelsskola AB,Content marketing,"Ekonomi, administration och försäljning",45,40,80,2024,Stockholm,Stockholm,1,False
MYH 2024/1219,2024,True,Stockholms Internationella Handelsskola AB,Content marketing,"Ekonomi, administration och försäljning",45,40,80,2025,Stockholm,Stockholm,1,False
MYH 2024/1220,2024,True,Båstads kommun Akademi Båstad,Psykisk hälsa och ohälsa,Hälso- och sjukvård samt socialt arbete,30,20,20,2024,Skåne,Båstad,1,False
MYH 2024/1221,2024,False,YH Akademin AB,Våld i nära relationer,Hälso- och sjukvård samt socialt arbete,30,0,0,2024,Västra Götaland,Trollhättan,1,False
MYH 2024/1222,2024,True,Lexicon Yrkeshögskola AB,Redovisningsekonomens roll i hållbart ledningsgruppsarbete,"Ekonomi, administration och försäljning",20,40,80,2024,Västerbotten,Umeå,1,False
MYH 2024/1222,2024,True,Lexicon Yrkeshögskola AB,Redovisningsekonomens roll i hållbart ledningsgruppsarbete,"Ekonomi, administration och försäljning",20,40,80,2025,Västerbotten,Umeå,1,False
MYH 2024/1223,2024,True,YH Akademin AB,Psykiatri och neuropsykiatri,Hälso- och sjukvård samt socialt arbete,30,35,35,2024,Uppsala,Uppsala,1,False
MYH 2024/1224,2024,False,"Göteborgs Stad, Yrgo",Etik för UX-designers,Journalistik och information,30,0,0,2024,Västra Götaland,Göteborg,1,False
MYH 2024/1225,2024,False,"Oskarshamns kommun, Nova Utbildning, FoU & Affärsutveckling",Välfärdsteknik inom vård och omsorg,Hälso- och sjukvård samt socialt arbete,50,0,0,2024,Kalmar,Oskarshamn,1,False
MYH 2024/1226,2024,True,YH Akademin AB,Självskadeprevention,Hälso- och sjukvård samt socialt arbete,40,35,35,2024,Västmanland,Västerås,1,False
MYH 2024/1227,2024,True,Lexicon Yrkeshögskola AB,Fotsjukvård vid cytostatikabehandling ,Hälso- och sjukvård samt socialt arbete,20,25,50,2024,Stockholm,Solna,1,False
MYH 2024/1227,2024,True,Lexicon Yrkeshögskola AB,Fotsjukvård vid cytostatikabehandling ,Hälso- och sjukvård samt socialt arbete,20,25,50,2025,Stockholm,Solna,1,False
MYH 2024/1228,2024,False,Sundsgårdens folkhögskola,Backend-utvecklare,Data/IT,99,0,0,2024,Skåne,Rydebäck,1,False
MYH 2024/1230,2024,True,Lexicon Yrkeshögskola AB,Fotsår hos personer med diabetes,Hälso- och sjukvård samt socialt arbete,15,25,50,2024,Västernorrland,Örnsköldsvik,1,False
MYH 2024/1230,2024,True,Lexicon Yrkeshögskola AB,Fotsår hos personer med diabetes,Hälso- och sjukvård samt socialt arbete,15,25,50,2025,Västernorrland,Örnsköldsvik,1,False
MYH 2024/1232,2024,True,YH Akademin AB,Arbetsledning inom ytbehandling,"Ekonomi, administration och försäljning",60,25,50,2024,Västra Götaland,Trollhättan,1,False
MYH 2024/1232,2024,True,YH Akademin AB,Arbetsledning inom ytbehandling,"Ekonomi, administration och försäljning",60,25,50,2025,Västra Götaland,Trollhättan,1,False
MYH 2024/1233,2024,True,YH Akademin AB,Socialrätt och dokumentation,Juridik,20,30,30,2024,Västmanland,Västerås,1,False
MYH 2024/1234,2024,False,Almost There AB,Konst och kultur som drivkraft och metod för hållbar samhällsutveckling,"Ekonomi, administration och försäljning",30,0,0,2024,Norrbotten,Luleå,1,False
MYH 2024/1235,2024,True,Stockholms Internationella Handelsskola AB,Growth marketing,"Ekonomi, administration och försäljning",40,32,64,2024,Stockholm,Stockholm,1,False
MYH 2024/1235,2024,True,Stockholms Internationella Handelsskola AB,Growth marketing,"Ekonomi, administration och försäljning",40,32,64,2025,Stockholm,Stockholm,1,False
MYH 2024/1236,2024,False,Almost There AB,Leda konstnärliga projekt – med agila metoder och verktyg,"Ekonomi, administration och försäljning",30,0,0,2024,Norrbotten,Luleå,1,False
MYH 2024/1237,2024,False,Almost There AB,Utveckla konstnärlig verksamhet med Ai och syntetiska medier,"Ekonomi, administration och försäljning",30,0,0,2024,Norrbotten,Luleå,1,False
MYH 2024/1238,2024,True,TUC Sweden AB - Yrkeshögskola,Funktionsnedsättningar,Hälso- och sjukvård samt socialt arbete,30,60,60,2024,,,5,True
MYH 2024/1239,2024,False,Campus Nyköping,Ungas kriminalitet,Hälso- och sjukvård samt socialt arbete,30,0,0,2024,Södermanland,Nyköping,1,False
MYH 2024/1240,2024,True,Amsac AB,"Transportlösningar för alternativa drivmedel, elektrifiering, biogas och grön vätgas",Transporttjänster,30,35,35,2024,,,3,True
MYH 2024/1241,2024,True,"Göteborgs Stad, Yrgo",Tjänstedesign,Journalistik och information,40,27,27,2024,,,2,True
MYH 2024/1242,2024,False,Gislaveds Kommun Vuxenutbildningen /Hph,"E-hälsa, digitalisering och välfärdsteknik inom vård- och omsorg",Hälso- och sjukvård samt socialt arbete,40,0,0,2024,Jönköping,Gislaved,1,False
MYH 2024/1243,2024,False,TUC Sweden AB - Yrkeshögskola,Kvalitetssäkring inom socialt arbete,Hälso- och sjukvård samt socialt arbete,45,0,0,2024,,,5,True
MYH 2024/1244,2024,False,Gislaveds Kommun Vuxenutbildningen /Hph,Omvårdnad vid kognitiv sjukdom,Hälso- och sjukvård samt socialt arbete,50,0,0,2024,Jönköping,Gislaved,1,False
MYH 2024/1245,2024,False,Stockholms Internationella Handelsskola AB,Informationspåverkan och desinformationshantering,Säkerhetstjänster,40,0,0,2024,,,2,True
MYH 2024/1246,2024,False,Gislaveds Kommun Vuxenutbildningen /Hph,Omvårdnad vid psykisk ohälsa hos äldre,Hälso- och sjukvård samt socialt arbete,50,0,0,2024,Jönköping,Gislaved,1,False
MYH 2024/1247,2024,False,Amsac AB,"Tech Lingo - Applied data science introduction, exploring AI and analytics",Data/IT,45,0,0,2024,,,2,True
MYH 2024/1248,2024,True,Xenter Yrkeshögskola ,Implementering av NIS2-direktivet i privat och offentlig sektor,Juridik,20,70,70,2024,Stockholm,Tumba,1,False
MYH 2024/1249,2024,False,Xenter Yrkeshögskola ,"Funktionsnedsättningar; barns, ungas och vuxnas förutsättningar och behov",Pedagogik och undervisning,40,0,0,2024,Stockholm,Tumba,1,False
MYH 2024/1250,2024,False,Xenter Yrkeshögskola ,"Ledarskap, kommunikation och konflikthantering",Pedagogik och undervisning,40,0,0,2024,Stockholm,Tumba,1,False
MYH 2024/1251,2024,False,Plushögskolan AB - Teknikhögskolan,"AI, maskininlärning och datavisualisering - grunder för utvecklare",Data/IT,70,0,0,2024,Skåne,Lund,1,False
MYH 2024/1252,2024,True,INSU AB,Projektering av högspänningsanläggningar,Teknik och tillverkning,86,50,50,2025,Södermanland,Nyköping,1,False
MYH 2024/1253,2024,True,Gunnebo Slott och Trädgårdar AB,"Stenmurar- underhåll, restaurering och anläggning ","Lantbruk, djurvård, trädgård, skog och fiske",50,25,25,2025,Västra Götaland,Mölndal,1,False
MYH 2024/1254,2024,False,"Göteborgs Stad, Yrgo",Unreal Engine - visualisering,"Kultur, media och design",20,0,0,2024,Västra Götaland,Göteborg,1,False
MYH 2024/1256,2024,False,Folkuniversitetet - Stiftelsen Kursverksamheten vid Uppsala universitetet,Diagnosklassificering,"Ekonomi, administration och försäljning",25,0,0,2024,Dalarna,Falun,1,False
MYH 2024/1257,2024,False,Lexicon Yrkeshögskola AB,Administration och säkerhet i Microsoft 365,Data/IT,30,0,0,2024,Stockholm,Stockholm,1,False
MYH 2024/1258,2024,False,Lexicon Yrkeshögskola AB,Backendutveckling med node.js,Data/IT,40,0,0,2024,Stockholm,Stockholm,1,False
MYH 2024/1259,2024,False,Lexicon Yrkeshögskola AB,Frontend för backendutvecklare,Data/IT,75,0,0,2024,Stockholm,Stockholm,1,False
MYH 2024/1260,2024,False,Lexicon Yrkeshögskola AB,Frontendutveckling med React,Data/IT,30,0,0,2024,Stockholm,Stockholm,1,False
MYH 2024/1261,2024,False,Lexicon Yrkeshögskola AB,Frontendutveckling med Vue.js,Data/IT,35,0,0,2024,Stockholm,Stockholm,1,False
MYH 2024/1262,2024,True,Lexicon Yrkeshögskola AB,Sourcing för Rekryterare,"Ekonomi, administration och försäljning",30,35,35,2024,Västerbotten,Skellefteå,1,False
MYH 2024/1263,2024,False,"Uddevalla kommun, Uddevalla Yrkeshögskola",Hållbara affärsmodeller för framgångsrik E-handel,"Ekonomi, administration och försäljning",60,0,0,2024,Västra Götaland,Uddevalla,1,False
MYH 2024/1264,2024,False,"Härnösands kommun, Yrkeshögskolan",Kompetens för batteritillverkning,Teknik och tillverkning,95,0,0,2024,Västernorrland,Härnösand,1,False
MYH 2024/1265,2024,False,Cady training utbildningar AB,HR-generalist,"Ekonomi, administration och försäljning",99,0,0,2024,,,4,True
MYH 2024/1266,2024,False,Cady training utbildningar AB,Specialiserad palliativ vård ,Hälso- och sjukvård samt socialt arbete,50,0,0,2024,,,4,True
MYH 2024/1267,2024,False,Cady training utbildningar AB,Välfärdsteknik inom vård och omsorg / äldrevård. ,Hälso- och sjukvård samt socialt arbete,50,0,0,2024,,,4,True
MYH 2024/1268,2024,True,TUC Sweden AB - Yrkeshögskola,Socialrätt och dokumentation ,Hälso- och sjukvård samt socialt arbete,30,100,100,2024,,,5,True
MYH 2024/1269,2024,True,TUC Sweden AB - Yrkeshögskola,Symtomlindring palliativ vård,Hälso- och sjukvård samt socialt arbete,40,30,60,2024,,,5,True
MYH 2024/1269,2024,True,TUC Sweden AB - Yrkeshögskola,Symtomlindring palliativ vård,Hälso- och sjukvård samt socialt arbete,40,30,60,2025,,,5,True
MYH 2024/1270,2024,False,TUC Sweden AB - Yrkeshögskola,Välfärdsteknik inom vård och omsorg,Hälso- och sjukvård samt socialt arbete,30,0,0,2024,,,5,True
MYH 2024/1271,2024,True,Movant AB,Drönarpilot - Projektering och kalkylering,Transporttjänster,30,25,50,2024,Västra Götaland,Göteborg,1,False
MYH 2024/1271,2024,True,Movant AB,Drönarpilot - Projektering och kalkylering,Transporttjänster,30,25,50,2025,Västra Götaland,Göteborg,1,False
MYH 2024/1272,2024,True,Nercia Utbildning,Kvalitetssäkring av hållbara solcellsanläggningar ,Samhällsbyggnad och byggteknik,90,35,70,2024,Västmanland,Västerås,1,False
MYH 2024/1272,2024,True,Nercia Utbildning,Kvalitetssäkring av hållbara solcellsanläggningar ,Samhällsbyggnad och byggteknik,90,35,70,2025,Västmanland,Västerås,1,False
MYH 2024/1274,2024,False,Västerås Stad/Barn- och Utbildningsförvaltningen/Västerås Yrkeshögskola,Behandlingsmetoder och kommunikation,Hälso- och sjukvård samt socialt arbete,60,0,0,2024,Västmanland,Västerås,1,False
MYH 2024/1276,2024,True,Mölk Utbildning AB,AI: Grundläggande praktisk maskininlärning,Data/IT,40,35,70,2024,Östergötland,Linköping,1,False
MYH 2024/1276,2024,True,Mölk Utbildning AB,AI: Grundläggande praktisk maskininlärning,Data/IT,40,35,70,2025,Östergötland,Linköping,1,False
MYH 2024/1277,2024,False,Mölk Utbildning AB,Automatisering med DevOps,Data/IT,40,0,0,2024,Östergötland,Linköping,1,False
MYH 2024/1279,2024,True,"Enköpings kommun, Yrkeshögskolan i Enköping",Hållbar förvaltning och utveckling av växtmiljöer,"Lantbruk, djurvård, trädgård, skog och fiske",20,30,30,2024,Uppsala,Enköping,1,False
MYH 2024/1280,2024,False,Mölk Utbildning AB,Datahantering och visualisering,Data/IT,80,0,0,2024,Östergötland,Linköping,1,False
MYH 2024/1281,2024,True,"Göteborgs Stad, Yrgo",Välfärdsteknik vid kognitiva funktionshinder,Hälso- och sjukvård samt socialt arbete,30,20,20,2024,,,2,True
MYH 2024/1282,2024,False,Mölk Utbildning AB,Etisk hackning,Data/IT,80,0,0,2024,Östergötland,Linköping,1,False
MYH 2024/1283,2024,True,Nercia Utbildning,Installationssamordnare - Solenergi ,Samhällsbyggnad och byggteknik,95,35,70,2024,Västmanland,Västerås,1,False
MYH 2024/1283,2024,True,Nercia Utbildning,Installationssamordnare - Solenergi ,Samhällsbyggnad och byggteknik,95,35,70,2025,Västmanland,Västerås,1,False
MYH 2024/1284,2024,True,Mölk Utbildning AB,Internet of Things med Python och C/C++,Data/IT,80,35,70,2024,Östergötland,Linköping,1,False
MYH 2024/1284,2024,True,Mölk Utbildning AB,Internet of Things med Python och C/C++,Data/IT,80,35,70,2025,Östergötland,Linköping,1,False
MYH 2024/1285,2024,False,Mölk Utbildning AB,Modern infrastruktur: Cloud och containerization,Data/IT,80,0,0,2024,Östergötland,Linköping,1,False
MYH 2024/1286,2024,True,ALEA Kompetenshöjning AB,Energioptimering och navigationsteknik för framtidens sjöfart,Teknik och tillverkning,40,20,40,2024,Stockholm,Stockholm,1,False
MYH 2024/1286,2024,True,ALEA Kompetenshöjning AB,Energioptimering och navigationsteknik för framtidens sjöfart,Teknik och tillverkning,40,20,40,2025,Stockholm,Stockholm,1,False
MYH 2024/1287,2024,True,"Göteborgs Stad, Yrgo",Avancerad Ledmanipulation A,Hälso- och sjukvård samt socialt arbete,30,25,25,2024,Västra Götaland,Göteborg,1,False
MYH 2024/1288,2024,True,Karlskoga kommun,Avancerad CNC-teknik inriktning CAD/CAM - för CNC-operatörer ,Teknik och tillverkning,35,30,60,2024,Örebro,Karlskoga,1,False
MYH 2024/1288,2024,True,Karlskoga kommun,Avancerad CNC-teknik inriktning CAD/CAM - för CNC-operatörer ,Teknik och tillverkning,35,30,60,2025,Örebro,Karlskoga,1,False
MYH 2024/1289,2024,False,Folkuniversitetet Kursverksamheten vid Göteborgs universitet,Säkerhet i molnet,Data/IT,35,0,0,2024,Västra Götaland,Göteborg,1,False
MYH 2024/1290,2024,False,Trelleborgs kommun,Cirkulär ekonomi och industriell symbios ,"Ekonomi, administration och försäljning",50,0,0,2024,Skåne,Trelleborg,1,False
