Diarienummer,Beslut,Kommun
MYH 2024/1588,False,Helsingborg
MYH 2024/1588,False,Stockholm
MYH 2024/1588,False,Örebro
MYH 2024/1588,False,Gävle
MYH 2024/1588,False,Karlstad
MYH 2024/1589,False,Eskilstuna
MYH 2024/1590,False,Gävle
MYH 2024/1590,False,Stockholm
MYH 2024/1590,False,Karlstad
MYH 2024/1590,False,Örebro
MYH 2024/1591,True,Karlstad
MYH 2024/1591,True,Stockholm
MYH 2024/1591,True,Gävle
MYH 2024/1592,False,Stockholm
MYH 2024/1592,False,Malmö
MYH 2024/1592,False,Göteborg
MYH 2024/1593,False,Stockholm
MYH 2024/1594,False,Malmö
MYH 2024/1595,False,Helsingborg
MYH 2024/1595,False,Stockholm
MYH 2024/1596,False,Borås
MYH 2024/1597,True,Örebro
MYH 2024/1598,True,Örebro
MYH 2024/1599,True,Örebro
MYH 2024/160,True,Örebro
MYH 2024/1600,True,Örebro
MYH 2024/1601,False,Örebro
MYH 2024/1602,False,Stockholm
MYH 2024/1603,False,Stockholm
MYH 2024/1604,True,Malmö
MYH 2024/1605,False,Stockholm
MYH 2024/1606,False,Göteborg
MYH 2024/1607,False,Vänersborg
MYH 2024/1608,False,Nässjö
MYH 2024/1609,True,Göteborg
MYH 2024/1610,False,Vänersborg
MYH 2024/1611,False,Malmö
MYH 2024/1611,False,Stockholm
MYH 2024/1611,False,Karlstad
MYH 2024/1611,False,Göteborg
MYH 2024/1612,False,Nässjö
MYH 2024/1613,False,Vänersborg
MYH 2024/1614,False,Broakulla
MYH 2024/1615,False,Vänersborg
MYH 2024/1616,False,Nässjö
MYH 2024/1617,False,Boden
MYH 2024/1618,False,Stockholm
MYH 2024/1619,True,Stockholm
MYH 2024/1620,False,Umeå
MYH 2024/1621,True,Stockholm
MYH 2024/1622,True,Stockholm
MYH 2024/1623,False,Västerås
MYH 2024/1624,False,Stockholm
MYH 2024/1625,False,Stockholm
MYH 2024/1626,True,Växjö
MYH 2024/1627,True,Stockholm
MYH 2024/1628,False,Göteborg
MYH 2024/1628,False,Falkenberg
MYH 2024/1628,False,Stockholm
MYH 2024/1629,True,Malmö
MYH 2024/1630,False,Helsingborg
MYH 2024/1630,False,Göteborg
MYH 2024/1630,False,Karlstad
MYH 2024/1630,False,Stockholm
MYH 2024/1630,False,Nyköping
MYH 2024/1631,True,Stockholm
MYH 2024/1632,False,Göteborg
MYH 2024/1633,False,Göteborg
MYH 2024/1634,False,Göteborg
MYH 2024/1635,False,Göteborg
MYH 2024/1636,False,Göteborg
MYH 2024/1637,False,Stockholm
MYH 2024/1637,False,Uppsala
MYH 2024/1637,False,Helsingborg
MYH 2024/1638,False,Båstad
MYH 2024/1639,False,Skärholmen
MYH 2024/1640,True,Uppsala
MYH 2024/1641,False,Stockholm
MYH 2024/1642,True,Stockholm
MYH 2024/1643,False,Göteborg
MYH 2024/1644,False,Göteborg
MYH 2024/1645,False,Göteborg
MYH 2024/1646,False,Göteborg
MYH 2024/1647,False,Göteborg
MYH 2024/1648,True,Stockholm
MYH 2024/1649,False,Boden
MYH 2024/1650,False,Göteborg
MYH 2024/1651,False,Göteborg
MYH 2024/1651,False,Tjörn
MYH 2024/1652,False,Växjö
MYH 2024/1653,False,Stockholm
MYH 2024/1653,False,Västerås
MYH 2024/1654,False,Västerås
MYH 2024/1654,False,Stockholm
MYH 2024/1655,False,Malmö
MYH 2024/1656,False,Göteborg
MYH 2024/1657,False,Malmö
MYH 2024/1658,False,Malmö
MYH 2024/1659,False,Malmö
MYH 2024/166,False,Örebro
MYH 2024/1660,False,Malmö
MYH 2024/209,True,Örebro
MYH 2024/258,False,Kungälv
MYH 2024/259,False,Kungälv
MYH 2024/295,False,Stockholm
MYH 2024/300,False,Malmö
MYH 2024/300,False,Helsingborg
MYH 2024/303,True,Umeå
MYH 2024/304,False,Göteborg
MYH 2024/306,False,Helsingborg
MYH 2024/307,False,Helsingborg
MYH 2024/308,False,Malmö
MYH 2024/309,False,Östersund
MYH 2024/310,False,Östersund
MYH 2024/311,False,Karlskrona
MYH 2024/312,False,Örebro
MYH 2024/317,True,Karlskrona
MYH 2024/358,True,Stockholm
MYH 2024/359,False,Falun
MYH 2024/359,False,Umeå
MYH 2024/370,False,Helsingborg
MYH 2024/370,False,Stockholm
MYH 2024/371,True,Jordbro
MYH 2024/384,True,Östersund
MYH 2024/384,True,Karlskrona
MYH 2024/386,False,Lund
MYH 2024/410,True,Umeå
MYH 2024/411,True,Göteborg
MYH 2024/412,True,Stockholm
MYH 2024/413,True,Solna
MYH 2024/413,True,Göteborg
MYH 2024/413,True,Karlskrona
MYH 2024/414,False,Solna
MYH 2024/418,True,Solna
MYH 2024/462,True,Göteborg
MYH 2024/474,True,Jordbro
MYH 2024/513,False,Göteborg
MYH 2024/513,False,Umeå
MYH 2024/514,False,Karlskrona
MYH 2024/521,True,Karlskrona
MYH 2024/531,False,Karlskrona
MYH 2024/546,True,Globen
MYH 2024/547,True,Nynäshamn
MYH 2024/547,True,Göteborg
MYH 2024/568,True,Västra Frölunda
MYH 2024/569,True,Västra Frölunda
MYH 2024/583,True,Göteborg
MYH 2024/588,True,Mölnlycke
MYH 2024/602,False,Jönköping
MYH 2024/604,True,Göteborg
MYH 2024/606,False,Solna
MYH 2024/608,True,Jönköping
MYH 2024/627,True,Göteborg
MYH 2024/628,True,Göteborg
MYH 2024/630,False,Solna
MYH 2024/633,False,Göteborg
MYH 2024/646,True,Solna
MYH 2024/727,True,Nynäshamn
MYH 2024/728,True,Nynäshamn
MYH 2024/730,False,Nynäshamn
MYH 2024/734,False,Göteborg
MYH 2024/735,True,Eskilstuna
MYH 2024/735,True,Västerås
MYH 2024/735,True,Stockholm
MYH 2024/735,True,Hässleholm
MYH 2024/735,True,Gävle
MYH 2024/736,False,Gävle
MYH 2024/736,False,Stockholm
MYH 2024/736,False,Uppsala
MYH 2024/741,False,Uppsala
MYH 2024/742,True,Göteborg
MYH 2024/743,True,Göteborg
MYH 2024/744,True,Trollhättan
MYH 2024/745,False,Helsingborg
MYH 2024/750,False,Örnsköldsvik
MYH 2024/750,False,Borlänge
MYH 2024/751,True,Örnsköldsvik
MYH 2024/751,True,Borlänge
MYH 2024/753,False,Svenljunga
MYH 2024/754,True,Helsingborg
MYH 2024/759,False,Solna
MYH 2024/760,False,Malmö
MYH 2024/762,False,Malmö
MYH 2024/764,False,Malmö
MYH 2024/765,False,Malmö
MYH 2024/766,False,Malmö
MYH 2024/767,False,Malmö
MYH 2024/768,False,Malmö
MYH 2024/769,False,Solna
MYH 2024/770,True,Stockholm
MYH 2024/771,False,Malmö
MYH 2024/772,False,Stockholm
MYH 2024/773,False,Stockholm
MYH 2024/774,False,Stockholm
MYH 2024/775,False,Malmö
MYH 2024/780,True,Solna
MYH 2024/781,False,Solna
MYH 2024/782,False,Göteborg
MYH 2024/783,False,Malmö
MYH 2024/783,False,Stockholm
MYH 2024/783,False,Göteborg
MYH 2024/788,False,Eskilstuna
MYH 2024/788,False,Linköping
MYH 2024/788,False,Stockholm
MYH 2024/791,False,Arvika
MYH 2024/792,True,Eskilstuna
MYH 2024/792,True,Linköping
MYH 2024/792,True,Stockholm
MYH 2024/794,True,Uppsala
MYH 2024/796,True,Stockholm
MYH 2024/796,True,Linköping
MYH 2024/796,True,Eskilstuna
MYH 2024/797,True,Linköping
MYH 2024/797,True,Stockholm
MYH 2024/797,True,Eskilstuna
MYH 2024/798,True,Helsingborg
MYH 2024/799,False,Skellefteå
MYH 2024/800,True,Stockholm
MYH 2024/801,True,Stockholm
MYH 2024/802,True,Karlstad
MYH 2024/803,True,Stockholm
MYH 2024/804,True,Umeå
MYH 2024/805,True,Linköping
MYH 2024/805,True,Stockholm
MYH 2024/806,False,Stockholm
MYH 2024/807,True,Stockholm
MYH 2024/808,True,Stockholm
MYH 2024/809,False,Jokkmokk
MYH 2024/810,True,Luleå
MYH 2024/811,False,Lund
MYH 2024/812,False,Luleå
MYH 2024/813,True,Linköping
MYH 2024/813,True,Västerås
MYH 2024/813,True,Stockholm
MYH 2024/815,True,Eskilstuna
MYH 2024/815,True,Stockholm
MYH 2024/815,True,Linköping
MYH 2024/817,True,Linköping
MYH 2024/817,True,Stockholm
MYH 2024/817,True,Eskilstuna
MYH 2024/818,True,Västerås
MYH 2024/818,True,Örebro
MYH 2024/818,True,Borlänge
MYH 2024/819,True,Västerås
MYH 2024/819,True,Borlänge
MYH 2024/819,True,Örebro
MYH 2024/822,True,Eskilstuna
MYH 2024/822,True,Stockholm
MYH 2024/822,True,Linköping
MYH 2024/824,False,Skara
MYH 2024/826,True,Vänersborg
MYH 2024/827,True,Karlskrona
MYH 2024/827,True,Stockholm
MYH 2024/829,False,Örebro
MYH 2024/830,False,Örebro
MYH 2024/831,False,Malmö
MYH 2024/832,False,Malmö
MYH 2024/833,True,Göteborg
MYH 2024/834,True,Solna
MYH 2024/835,True,Göteborg
MYH 2024/836,True,Malmö
MYH 2024/837,True,Eskilstuna
MYH 2024/837,True,Linköping
MYH 2024/837,True,Stockholm
MYH 2024/838,True,Solna
MYH 2024/839,True,Göteborg
MYH 2024/840,False,Malmö
MYH 2024/841,False,Örebro
MYH 2024/842,True,Eksjö
MYH 2024/842,True,Gävle
MYH 2024/842,True,Umeå
MYH 2024/842,True,Strängnäs
MYH 2024/843,True,Färjestaden
MYH 2024/846,True,Värnamo
MYH 2024/847,True,Stockholm
MYH 2024/847,True,Linköping
MYH 2024/848,False,Örebro
MYH 2024/853,False,Örebro
MYH 2024/854,True,Göteborg
MYH 2024/854,True,Luleå
MYH 2024/854,True,Stockholm
MYH 2024/856,False,Strängnäs
MYH 2024/856,False,Eskilstuna
MYH 2024/856,False,Gävle
MYH 2024/856,False,Västerås
MYH 2024/856,False,Stockholm
MYH 2024/857,True,Göteborg
MYH 2024/858,False,Stockholm
MYH 2024/859,False,Göteborg
MYH 2024/863,False,Vänersborg
MYH 2024/864,False,Uppsala
MYH 2024/864,False,Stockholm
MYH 2024/864,False,Falun
MYH 2024/866,True,Stockholm
MYH 2024/869,True,Göteborg
MYH 2024/871,True,Malmö
MYH 2024/873,True,Malmö
MYH 2024/874,True,Stockholm
MYH 2024/875,True,Malmö
MYH 2024/876,True,Stockholm
MYH 2024/877,True,Stockholm
MYH 2024/878,False,Karlshamn
MYH 2024/878,False,Eslöv
MYH 2024/879,True,Stockholm
MYH 2024/881,True,Göteborg
MYH 2024/881,True,Uppsala
MYH 2024/881,True,Härnösand
MYH 2024/883,True,Malmö
MYH 2024/884,True,Malmö
MYH 2024/885,True,Göteborg
MYH 2024/886,True,Stockholm
MYH 2024/887,True,Stockholm
MYH 2024/889,True,Göteborg
MYH 2024/890,True,Göteborg
MYH 2024/891,True,Stockholm
MYH 2024/892,False,Stockholm
MYH 2024/893,False,Järna
MYH 2024/895,True,Stockholm
MYH 2024/896,False,Stockholm
MYH 2024/897,True,Göteborg
MYH 2024/898,False,Stockholm
MYH 2024/899,True,Göteborg
MYH 2024/900,True,Göteborg
MYH 2024/901,True,Stockholm
MYH 2024/902,True,Göteborg
MYH 2024/903,True,Göteborg
MYH 2024/904,True,Göteborg
MYH 2024/905,True,Malmö
MYH 2024/906,False,Stockholm
MYH 2024/907,False,Stockholm
MYH 2024/908,True,Stockholm
MYH 2024/909,True,Sundsvall
MYH 2024/910,True,Göteborg
MYH 2024/911,True,Malmö
MYH 2024/912,True,Stockholm
MYH 2024/913,True,Boden
MYH 2024/913,True,Luleå
MYH 2024/914,True,Västerås
MYH 2024/914,True,Ludvika
MYH 2024/915,True,Malmö
MYH 2024/916,False,Järfälla
MYH 2024/917,True,Stockholm
MYH 2024/918,True,Västerås
MYH 2024/919,True,Örebro
MYH 2024/925,False,Vänersborg
MYH 2024/926,False,Habo
MYH 2024/927,False,Habo
MYH 2024/928,True,Göteborg
MYH 2024/929,False,Habo
MYH 2024/930,False,Habo
MYH 2024/931,False,Habo
MYH 2024/932,False,Habo
MYH 2024/933,False,Habo
MYH 2024/939,True,Göteborg
MYH 2024/940,True,Norrköping
MYH 2024/941,True,Norrköping
MYH 2024/942,False,Malmö
MYH 2024/943,False,Malmö
MYH 2024/944,True,Västerås
MYH 2024/945,True,Malmö
MYH 2024/946,False,Malmö
MYH 2024/947,True,Norrköping
MYH 2024/948,False,Malmö
MYH 2024/949,False,Malmö
MYH 2024/950,False,Malmö
MYH 2024/951,False,Malmö
MYH 2024/952,False,Malmö
MYH 2024/953,False,Malmö
MYH 2024/954,True,Norrköping
MYH 2024/955,False,Stockholm
MYH 2024/956,False,Norrköping
MYH 2024/957,True,Stockholm
MYH 2024/961,False,Arvika
MYH 2024/962,False,Skara
MYH 2024/963,False,Eskilstuna
MYH 2024/963,False,Uppsala
MYH 2024/963,False,Borås
MYH 2024/963,False,Stockholm
MYH 2024/964,False,Skara
MYH 2024/965,False,Katrineholm
MYH 2024/966,False,Borås
MYH 2024/967,True,Nyköping
MYH 2024/968,False,Katrineholm
MYH 2024/969,True,Karlskrona
MYH 2024/970,True,Katrineholm
MYH 2024/971,True,Stockholm
MYH 2024/972,True,Stockholm
MYH 2024/973,True,Stockholm
MYH 2024/974,True,Stockholm
MYH 2024/975,True,Gävle
MYH 2024/976,True,Gävle
MYH 2024/977,False,Gävle
MYH 2024/978,True,Vänersborg
MYH 2024/979,True,Stockholm
MYH 2024/980,True,Västerås
MYH 2024/981,True,Västerås
MYH 2024/982,True,Stockholm
MYH 2024/983,False,Stockholm
MYH 2024/984,True,Stockholm
MYH 2024/985,False,Stockholm
MYH 2024/986,True,Stockholm
MYH 2024/987,False,Sollefteå
MYH 2024/988,True,Stockholm
MYH 2024/989,False,Göteborg
MYH 2024/990,True,Stockholm
MYH 2024/993,True,Nyköping
MYH 2024/994,True,Stockholm
MYH 2024/995,True,Stockholm
MYH 2024/996,False,Nyköping
MYH 2024/997,False,Nyköping
MYH 2024/998,True,Nyköping
MYH 2024/999,False,Malmö
MYH 2024/999,False,Boden
MYH 2024/999,False,Stockholm
